ID	QUESTION	ANSWER	CHOICES	gpt-4o	gpt-4o_maxd	gpt-4o_paths	mistral-large-latest	mistral-large-latest_maxd	mistral-large-latest_paths	claude-3-5-sonnet-20240620	claude-3-5-sonnet-20240620_maxd	claude-3-5-sonnet-20240620_paths
820	लङ्कायाः गमनाय समुद्रे सेतुनिर्माणसमये श्रीरामः कस्य देवस्य आराधनां अकुरुत?	शिवस्य		उत्तरम्: वरुणस्य	1		श्रीरामः समुद्रदेवस्य आराधनां अकुरुत	1	(:Gana {'lemma': देव})<-[:IS_CHURNED_BY]-({'lemma': क्षीरोद})	"उत्तरम्: शिवस्य

श्रीरामः समुद्रे सेतुनिर्माणसमये शिवदेवस्य आराधनां अकुरुत रामेश्वरम् इति प्रसिद्धं शिवलिङ्गं स्थापयित्वा श्रीरामः शिवस्य पूजनं कृतवान्, येन सेतुनिर्माणे सफलता प्राप्ता"	1	
821	यस्मिन् दिवसे श्रीरामेण रावणः विजीतः तस्मिन् दिने का तिथि: आसीत् ?	दशमीतिथिः; दशमी		विजयदशमी	1		विजयादशमी	1	(:Rakshasa {'lemma': रावण})<-[:IS_KILLED_BY]-({'lemma': जटायु})	विजयादशमी	1	(:Rakshasa {'lemma': रावण})<-[:IS_DEFEATED_BY]-({'lemma': कुम्भीनसी}); (:Rakshasa {'lemma': रावण})<-[:IS_DEFEATED_BY]-({'lemma': जटी}); (:Rakshasa {'lemma': रावण})<-[:IS_DEFEATED_BY]-({'lemma': तक्षक})
822	राज्ञः दशरथस्य राज्ञीनां मध्ये ज्येष्ठा का आसीत् ?	कौसल्या		कौसल्या	1	(:Human {'lemma': दशरथ})-[:IS_KNOWN_AS]->({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})<-[:IS_KNOWN_AS]-({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण})	कौसल्या	1	(:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम})	कौसल्या	1	(:Human {'lemma': दशरथ})-[:IS_KNOWN_AS]->({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})<-[:IS_KNOWN_AS]-({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण})
823	यदा रावणः सीतायाः हरणं कृत्वा गच्छति स्म तदा मार्गे तस्य प्रतिरोधं कः वीरः अकरोत् ?	जटायुः		जटायुः	1	(:Rakshasa {'lemma': रावण})<-[:IS_KILLED_BY]-({'lemma': जटायु}); (:Rakshasa {'lemma': रावण})-[:IS_CHALLENGED_BY]->({'lemma': क्रोधन}); (:Human {'lemma': सीता})<-[:WENT_IN_THE_SEARCH_OF]-({'lemma': ऋषिपुत्र})	जटायुः	1	(:Rakshasa {'lemma': रावण})-[:IS_CHALLENGED_BY]->({'lemma': क्रोधन}); (:Rakshasa {'lemma': रावण})<-[:IS_CROSSED_BY]-({'lemma': पम्पा})	जटायुना	1	(:Rakshasa {'lemma': रावण})-[:IS_CHALLENGED_BY]->({'lemma': क्रोधन}); (:Rakshasa {'lemma': रावण})<-[:FOUGHT_AGAINST]-({'lemma': चण्ड}); (:Rakshasa {'lemma': रावण})-[:WAS_ACCOMPANIED_BY]->({'lemma': त्रिशिस्})
824	रावणस्य सः कः भ्राता यः श्रीरामस्य शरणं प्राप्तवान् ?	विभीषणः		विभीषणः	1		विभीषणः	1	(:Rakshasa {'lemma': रावण})<-[:IS_CROSSED_BY]-({'lemma': पम्पा})	"उत्तरम्: विभीषणः

रावणस्य भ्राता विभीषणः श्रीरामस्य शरणं प्राप्तवान् विभीषणः धर्मनिष्ठः आसीत् तथा च रावणस्य अधर्मपूर्णं व्यवहारं दृष्ट्वा सः रामस्य पक्षं स्वीकृतवान्"	1	
825	लङ्कां कः दग्धवान् ?	हनुमान्		हनुमान्	1		हनुमान्	1	(:Country {'lemma': लङ्का})<-[:DID_MARCH_TO]-({'lemma': जम्भ}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': त्रिकुट}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': निकुम्भिला})	हनुमता	1	(:Country {'lemma': लङ्का})<-[:DID_MARCH_TO]-({'lemma': जम्भ}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': त्रिकुट}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': निकुम्भिला})
826	राक्षसेभ्यः यज्ञस्य रक्षणाय राजा दशरथात् श्रीराम-लक्ष्मणौ कः ऋषिः याचित्वा नीतवान् ?	विश्वामित्रः		वसिष्ठः	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ})	विश्वामित्रः	1	(:Human {'lemma': दशरथ})<-[:IS_THE_PRIEST_OF]-({'lemma': मार्कण्डेय}); (:Human {'lemma': दशरथ})<-[:WAS_SALUTED_BY]-({'lemma': दुर्वासा})	उत्तरम्: विश्वामित्रेण	1	
827	अयोध्यायाः कुलगुरुः कः आसीत् ?	वसिष्ठः		वसिष्ठः	1	(:Town {'lemma': अयोध्या})-[:IS_CAPITAL_OF]->({'lemma': कोसल}); (:Town {'lemma': अयोध्या})-[:IS_ESTABLISHED_BY]->({'lemma': मनु})	वशिष्ठः	1	(:Town {'lemma': अयोध्या})<-[:RETURNED_TO]-({'lemma': राम}); (:Town {'lemma': अयोध्या})<-[:WENT_TO]-({'lemma': राम}); (:Town {'lemma': अयोध्या})-[:IS_ESTABLISHED_BY]->({'lemma': मनु})	उत्तरम्: वसिष्ठः	1	
828	सीता स्वयंवरस्य कः मनोरथः आसीत् ?	शिवधनुषोत्तोलनम्		विवाहः	1		सीतायाः स्वयंवरस्य मनोरथः रामः आसीत्	1	(:Human {'lemma': सीता})<-[:DID_INQUIRE_ABOUT]-({'lemma': राम}); (:Human {'lemma': सीता})<-[:IS_CONFINEMENT_OF]-({'lemma': अशोकवाटिका}); (:Human {'lemma': सीता})-[:WAS_THREATENED_BY]->({'lemma': प्रघसा})	सीतायाः स्वयंवरस्य मनोरथः धनुर्भङ्गः आसीत्	1	(:Human {'lemma': सीता})<-[:IS_SON_OF]-({'lemma': कुशी}); (:Human {'lemma': सीता})<-[:WENT_IN_THE_SEARCH_OF]-({'lemma': ऋषिपुत्र})
829	लंकां गत्वा सीतायाः सङ्केतं कः ज्ञातवान् ?	हनुमान्		हनुमान्	1	(:Human {'lemma': सीता})<-[:DID_INQUIRE_ABOUT]-({'lemma': राम}); (:Human {'lemma': सीता})<-[:WENT_IN_THE_SEARCH_OF]-({'lemma': ऋषिपुत्र}); (:Human {'lemma': सीता})<-[:IS_SON_OF]-({'lemma': कुशी})	हनुमान्	1	(:Human {'lemma': सीता})<-[:WENT_IN_THE_SEARCH_OF]-({'lemma': ऋषिपुत्र}); (:Human {'lemma': सीता})-[:WAS_THREATENED_BY]->({'lemma': प्रघसा}); (:Human {'lemma': सीता})<-[:DID_INQUIRE_ABOUT]-({'lemma': राम})	हनुमता	1	(:Human {'lemma': सीता})<-[:WENT_IN_THE_SEARCH_OF]-({'lemma': ऋषिपुत्र}); (:Human {'lemma': सीता})<-[:DID_INQUIRE_ABOUT]-({'lemma': राम}); (:Human {'lemma': सीता})-[:WAS_PLACED_AT]->({'lemma': पुष्पक})
830	अयोध्यायां श्रीरामलक्ष्मणभरतशत्रुघ्नेभ्यः शस्त्रशास्त्रयोः शिक्षां कः अददात् ?	विश्वामित्रः		वसिष्ठः	1		विश्वामित्रः	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': अङ्गद}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': चन्द्रकेतु})	वसिष्ठेन	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': अङ्गद}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': चन्द्रकेतु})
831	दशरथः एतेषु कस्य वंशस्य आसीत् ?	रघुवंशस्य	 यदुवंशस्य / पूरुवंशस्य / कुरुवंशस्य / रघुवंशस्य	रघुवंशस्य	1	(:Human {'lemma': दशरथ})-[:IS_KNOWN_AS]->({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})<-[:IS_KNOWN_AS]-({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम})	रघुवंशस्य	1	(:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम})	रघुवंशस्य	1	(:Human {'lemma': दशरथ})-[:IS_KNOWN_AS]->({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})<-[:IS_KNOWN_AS]-({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण})
832	श्रीरामस्य जन्म कदा अभवत् ?	नवम्यां तिथौ; चैत्रमासस्य शुक्लपक्षस्य नवमी तिथौ पुनर्वसु नक्षत्रे कार्कट लग्ने मध्याह्ने; चैत्रमासे; चैत्रशुक्लनवम्याम्; त्रेतायाम्; त्रेतायुगे; चैत्रमासे शुक्लपक्षे नवम्यां तिथौ; चैत्र शुक्ल नवमी तिथौ		चैत्रमासे	1		श्रीरामस्य जन्म त्रेतायुगे अभवत्	1		चैत्रशुक्लनवम्याम्	1	
833	श्रीरामलक्ष्मणभरतशत्रुघ्नेषु स्वस्य कोपी स्वभावेन कः प्रसिद्धः आसीत्?	लक्ष्मणः		लक्ष्मणः	1		लक्ष्मणः	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ})	लक्ष्मणः	1	(:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': अङ्गद}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': चन्द्रकेतु}); (:Human {'lemma': लक्ष्मण})<-[:IS_DISFIGURED_BY]-({'lemma': अयोमुखी})
834	सीतायाः स्वयंवरे यद् धनुः व्यवहृतं तत् कस्य आसीत्?	शिवस्य; रुद्रस्य; पिनाकिनः; देवदेवस्य		शिवस्य	1	(:Human {'lemma': सीता})<-[:WENT_IN_THE_SEARCH_OF]-({'lemma': ऋषिपुत्र}); (:Human {'lemma': सीता})<-[:IS_SON_OF]-({'lemma': कुशी})	शिवस्य	1	(:Human {'lemma': सीता})-[:WAS_THREATENED_BY]->({'lemma': प्रघसा}); (:Human {'lemma': सीता})-[:WAS_PLACED_AT]->({'lemma': पुष्पक}); (:Human {'lemma': सीता})-[:IS_PLACED_BY]->({'lemma': त्रिजटा})	शिवस्य	1	(:Human {'lemma': सीता})-[:WAS_THREATENED_BY]->({'lemma': प्रघसा}); (:Human {'lemma': सीता})-[:WAS_PLACED_AT]->({'lemma': पुष्पक})
835	कः सः ऋषिः यः सीतायाः स्वयंवरे श्रीरामलक्ष्मणयोः च उपरि रुष्टः आसीत्?	परशुरामः; जामदग्न्यः		परशुरामः	1		परशुरामः	1		परशुरामेण	1	(:Human {'lemma': राम})<-[:CONTESTED_WITH]-({'lemma': परशुराम})
836	लवकुशयोः गुरुः कः आसीत्?	वाल्मीकिः		वाल्मीकि	1		वाल्मीकिः	1		वाल्मीकिः	1	(:Maharshi {'lemma': वाल्मीकि})<-[:IS_HONOURED_BY]-({'lemma': नारद}); (:Maharshi {'lemma': वाल्मीकि})-[:TOOK_A_BATH_IN]->({'lemma': तमसा})
837	अशोकवाटिकायां सीता हनूमते किम् वस्तु अभिज्ञानरूपेण अददात्?	चूडामणिः		अङ्गुलीयकम्	1	(:Garden {'lemma': अशोकवाटिका})-[:IS_CONFINEMENT_OF]->({'lemma': सीता}); (:Human {'lemma': सीता})<-[:IS_CONFINEMENT_OF]-({'lemma': अशोकवाटिका})	चूडामणिम्	1	(:Garden {'lemma': अशोकवाटिका})-[:IS_CONFINEMENT_OF]->({'lemma': सीता}); (:Human {'lemma': सीता})<-[:IS_CONFINEMENT_OF]-({'lemma': अशोकवाटिका}); (:Human {'lemma': सीता})-[:WAS_THREATENED_BY]->({'lemma': प्रघसा})	चूडामणिम्	1	(:Garden {'lemma': अशोकवाटिका})-[:IS_CONFINEMENT_OF]->({'lemma': सीता}); (:Human {'lemma': सीता})<-[:IS_CONFINEMENT_OF]-({'lemma': अशोकवाटिका}); (:Human {'lemma': सीता})<-[:DID_INQUIRE_ABOUT]-({'lemma': राम})
838	महर्षिः वाल्मीकिः कस्य वंशे उत्पन्नः?	भृगोः; भृगुवंशे; भृगु वंशे		भृगुवंशे	1		ब्राह्मणवंशे	1		प्रचेतसः वंशे	1	(:Maharshi {'lemma': वाल्मीकि})<-[:IS_HONOURED_BY]-({'lemma': नारद})
839	त्रिजटा राक्षसी विभीषणस्य का आसीत्?	भगिनी		भगिनी	1		कला	1	(:Rakshasa {'lemma': विभीषण})<-[:IS_DAUGHTER_OF]-({'lemma': कला})	उत्तरम्: कन्या	1	(:Rakshasa {'lemma': विभीषण})<-[:IS_DAUGHTER_OF]-({'lemma': कला})
840	लङ्कायाः निर्मितिः केन कृता?	विश्वकर्मणा		विश्रवसा	1	(:Country {'lemma': लङ्का})<-[:DID_MARCH_TO]-({'lemma': जम्भ}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': त्रिकुट}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': निकुम्भिला})	विश्वकर्मणा	1	(:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': त्रिकुट}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': निकुम्भिला}); (:Country {'lemma': लङ्का})<-[:DID_MARCH_TO]-({'lemma': जम्भ})	विश्वकर्मणा	1	(:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': त्रिकुट}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': निकुम्भिला}); (:Country {'lemma': लङ्का})<-[:DID_MARCH_TO]-({'lemma': जम्भ})
841	श्रीरामं वनात् अयोध्यां प्रतिनेतुं एतेषु कः न गतवान्?	दशरथः	 जनकः / भरतः / सुमन्त्रः / दशरथः	दशरथः	1		दशरथः	1		दशरथेन	1	(:Town {'lemma': अयोध्या})<-[:RETURNED_TO]-({'lemma': राम}); (:Town {'lemma': अयोध्या})<-[:WENT_TO]-({'lemma': राम}); (:Town {'lemma': अयोध्या})<-[:HAS_TRAVELLED_TO]-({'lemma': राम})
842	भरतः अयोध्यायाः सिंहासने श्रीरामस्य किं वस्तु स्थापयित्वा तस्य आगमनपर्यंतं राज्यं चालयामास?	पादुके		पादुके	1		पादुकाः	1		पादुके	1	(:Human {'lemma': भरत})-[:SET_UP_HIS_ABODE_AT]->({'lemma': नन्दीग्राम}); (:Town {'lemma': अयोध्या})-[:IS_CAPITAL_OF]->({'lemma': कोसल})
843	सीतायाः सङ्केतप्राप्त्यर्थं लंकां गच्छते हनुमते कः पर्वतः स्वागतं व्याजहार ?	मैनाकः; मैनाक पर्वतः		मैनाकः	1		मैनकः	1	(:Human {'lemma': सीता})-[:WAS_THREATENED_BY]->({'lemma': प्रघसा}); (:Human {'lemma': सीता})-[:WAS_PLACED_AT]->({'lemma': पुष्पक}); (:Human {'lemma': सीता})-[:IS_PLACED_BY]->({'lemma': त्रिजटा})	उत्तरम्: मैनाकः	1	
844	दशरथस्य तिस्रः राज्ञ्यः गर्भधारणाय कस्य वस्तुनः भक्षणं कृतवत्यः?	चरुः; पायसस्य		पायसम्	1		पयस्याः	1	(:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम})	पायसस्य	1	(:Human {'lemma': दशरथ})-[:IS_KNOWN_AS]->({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})<-[:IS_KNOWN_AS]-({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण})
845	श्रीरामलक्ष्मणाभ्यां बलातिबलयोः विद्यायोः ज्ञानं केन प्रदत्तम्?	विश्वामित्रेण		विश्वामित्रेण	1		विश्वामित्रेण	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ})	विश्वामित्रेण	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ})
846	शुनःशेपस्य रक्षा केन कृता?	विश्वामित्रेण		विश्वामित्रेण	1		विश्वामित्रेण	1		उत्तरम्: विश्वामित्रेण	1	
847	सिद्धार्थः अयोध्यायां कस्मिन् पदे आसीत्?	मन्त्री		राजकुमारः	1		राजपुत्रः	1	(:Town {'lemma': अयोध्या})-[:IS_CAPITAL_OF]->({'lemma': कोसल})	राजपुत्रे	1	(:Town {'lemma': अयोध्या})<-[:HAS_TRAVELLED_TO]-({'lemma': राम}); (:Town {'lemma': अयोध्या})<-[:RETURNED_TO]-({'lemma': राम})
848	राज्ञः दशरथस्य सारथिः कः आसीत्?	सुमन्त्रः		सुमन्त्रः	1	(:Human {'lemma': दशरथ})-[:IS_KNOWN_AS]->({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})<-[:IS_KNOWN_AS]-({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण})	सुमन्त्रः	1	(:Human {'lemma': दशरथ})<-[:IS_A_PRIEST_TO]-({'lemma': कात्यायन}); (:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज}); (:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण})	सुमन्त्रः	1	(:Human {'lemma': दशरथ})<-[:A_COURTIER_OF]-({'lemma': धृष्टि}); (:Human {'lemma': दशरथ})<-[:IS_A_CONUSELLOR_OF]-({'lemma': अकोप}); (:Human {'lemma': दशरथ})<-[:IS_A_CONUSELLOR_OF]-({'lemma': धर्मपाल})
849	सीतायाः हरणाय रावणः केन वेषेन आगच्छत्?	भिक्षुकवेषेण; द्विजातिवेषेण; भिक्षुवेषेण		वटुरूपेण	1		सीतायाः हरणाय रावणः भिक्षुवेषेन आगच्छत्	1		"उत्तरम्: संन्यासिना

रावणः सीतायाः हरणाय संन्यासिनः वेषेण आगच्छत् स भिक्षुकस्य रूपं धृत्वा सीतायाः आश्रमं प्राविशत् तां मोहयितुम्"	1	
850	राज्ञः दशरथस्य सा का राज्ञी या तेन सह युद्धेषु भागमगृह्णात्?	कैकेयी		कैकेयी	1	(:Human {'lemma': दशरथ})-[:IS_KNOWN_AS]->({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})<-[:IS_KNOWN_AS]-({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण})	कैकेयी	1		कैकेय्या	1	(:Human {'lemma': कैकेयी})-[:IS_MOTHER_OF]->({'lemma': भरत})
851	कुशनाभस्य पुत्र्यः कस्य क्रोधेन कुब्जाः जाता:?	वायोः		वायोः	1		घृताच्याः क्रोधेन	1	(:Human {'lemma': कुशनाभ})<-[:IS_WIFE_OF]-({'lemma': घृताची})	वायोः	1	(:Human {'lemma': कुशनाभ})<-[:IS_WIFE_OF]-({'lemma': घृताची})
852	वनवासकाले श्रीरामादिषु शृङ्गवेरपुरे प्राप्ते कः तेषां स्वागतं कृतवान्?	गुहः		गुहः	1		गुहः	1	(:City {'lemma': शृङ्गवेरपुर})<-[:MET_AT]-({'lemma': गुह}); (:City {'lemma': शृङ्गवेरपुर})-[:IS_SITUTATED_ON_THE_BANKS_OF]->({'lemma': गङ्गा})	गुहेन	1	(:Tribe {'lemma': गुह})-[:MET_WITH]->({'lemma': राम}); (:City {'lemma': शृङ्गवेरपुर})<-[:MET_AT]-({'lemma': गुह}); (:Tribe {'lemma': गुह})-[:MET_AT]->({'lemma': शृङ्गवेरपुर})
853	श्रीरामः लक्ष्मणसीताभ्यां सहितः वनवासाय केन वेषेण गतः?	तपस्विनः वेषेण; तापसवेषेण; तपस्विनाम्; तपस्वीवेषेण		उत्तरम्: तपस्विवेषेण	1		वनवासीवेषेण	1		"उत्तरम्: तापसवेषेण

श्रीरामः लक्ष्मणसीताभ्यां सह वनवासाय तापसवेषेण (ऋषिवेषेण) गतः राजवस्त्राणि त्यक्त्वा वल्कलानि धृत्वा तापसरूपेण वनं प्रविष्टवान्"	1	
854	रामायणे किष्किन्धाकाण्डात् परं किं काण्डम् आगच्छति?	सुन्दरकाण्डम्		सुन्दरकाण्डम्	1		सुन्दरकाण्डम्	1		"उत्तरम्: सुन्दरकाण्डम्

रामायणे किष्किन्धाकाण्डात् परं सुन्दरकाण्डम् आगच्छति रामायणस्य षट् काण्डेषु सुन्दरकाण्डं पञ्चमं काण्डम् अस्ति, यत् किष्किन्धाकाण्डस्य (चतुर्थकाण्डस्य) अनन्तरम् आयाति"	1	
855	सः कः राक्षसः यः रावणाय सिताहरणस्य मन्त्रणां कृतवान् आसीत्?	अकम्पनः		अकम्पनः	1	(:Rakshasa {'lemma': रावण})-[:ASKED_THE_HELP_OF]->({'lemma': अकम्पन}); (:Rakshasa {'lemma': रावण})<-[:IS_COUNSELLOR_OF]-({'lemma': अविन्ध्य}); (:Rakshasa {'lemma': रावण})-[:WAS_ACCOMPANIED_BY]->({'lemma': त्रिशिस्})	मारीचः	1	(:Rakshasa {'lemma': रावण})<-[:IS_MINISTER_OF]-({'lemma': निकुम्भ}); (:Rakshasa {'lemma': रावण})<-[:IS_A_GENERAL_OF]-({'lemma': यूपाक्ष}); (:Rakshasa {'lemma': रावण})<-[:IS_A_GENERAL_OF]-({'lemma': दुर्धर्ष})	अकम्पनः	1	(:Rakshasa {'lemma': रावण})-[:ASKED_THE_HELP_OF]->({'lemma': अकम्पन}); (:Rakshasa {'lemma': रावण})<-[:APPOINTED_BY]-({'lemma': धूम्राक्ष}); (:Rakshasa {'lemma': रावण})<-[:IS_A_GENERAL_OF]-({'lemma': यूपाक्ष})
856	श्रीरामसीताभ्यां सह अन्यः कः वनम् अगच्छत्?	लक्ष्मणः		लक्ष्मणः	1		लक्ष्मणः	1	(:Human {'lemma': सीता})<-[:DID_INQUIRE_ABOUT]-({'lemma': राम})	उत्तरम्: लक्ष्मणेन	1	
857	सम्पातेः (गृध्रस्य) पक्षौ कथं दग्धौ अभवताम्?	सूर्यस्य प्रखरकिरणैः; सूर्यस्य तेजसा		सूर्यः	1	(:Devine_bird {'lemma': सम्पाति})<-[:IS_BROTHER_OF]-({'lemma': जटायु}); (:Devine_bird {'lemma': सम्पाति})-[:WENT_TO_SEE]->({'lemma': निशाकर})	सूर्यस्य तेजसा	1	(:Devine_bird {'lemma': सम्पाति})-[:WENT_TO_SEE]->({'lemma': निशाकर}); (:Devine_bird {'lemma': सम्पाति})<-[:IS_BROTHER_OF]-({'lemma': जटायु})	सूर्यसमीपं गत्वा	1	(:Devine_bird {'lemma': सम्पाति})<-[:IS_BROTHER_OF]-({'lemma': जटायु}); (:Devine_bird {'lemma': सम्पाति})-[:WENT_TO_SEE]->({'lemma': निशाकर})
858	प्रहस्तः कः आसीत्?	रावणस्य सेनापतिः; रावणस्य सेनानायकः		राक्षसः	1	(:Rakshasa {'lemma': प्रहस्त})<-[:IS_DEFEATED_BY]-({'lemma': मणिभद्र}); (:Rakshasa {'lemma': प्रहस्त})<-[:IS_OFFICER_OF]-({'lemma': कुम्भहनु}); (:Rakshasa {'lemma': प्रहस्त})<-[:IS_OFFICER_OF]-({'lemma': महानाद})	प्रहस्तः राक्षसः आसीत्	1	(:Rakshasa {'lemma': प्रहस्त})<-[:IS_OFFICER_OF]-({'lemma': कुम्भहनु}); (:Rakshasa {'lemma': प्रहस्त})<-[:IS_OFFICER_OF]-({'lemma': महानाद}); (:Rakshasa {'lemma': प्रहस्त})<-[:IS_DEFEATED_BY]-({'lemma': मणिभद्र})	रावणस्य सेनापतिः	1	(:Rakshasa {'lemma': प्रहस्त})<-[:IS_OFFICER_OF]-({'lemma': कुम्भहनु}); (:Rakshasa {'lemma': प्रहस्त})<-[:IS_OFFICER_OF]-({'lemma': महानाद}); (:Rakshasa {'lemma': प्रहस्त})<-[:IS_DEFEATED_BY]-({'lemma': मणिभद्र})
859	महोदरः प्रहस्तः धूम्राक्षः मारीचः शुकः सारणः - एते सर्वे लङ्कायां केषु पदेषु स्थिताः आसन् ?	अमात्यपदे; मन्त्रिपदेषु; मन्त्रिणः		राक्षसाः	1		महोदरः, प्रहस्तः, धूम्राक्षः, मारीचः, शुकः, सारणः - एते सर्वे लङ्कायां रावणस्य सेनापतयः आसन्	1		मन्त्रिपदेषु	1	(:Rakshasa {'lemma': धूम्राक्ष})-[:APPOINTED_BY]->({'lemma': रावण}); (:Rakshasa {'lemma': प्रहस्त})<-[:IS_OFFICER_OF]-({'lemma': कुम्भहनु}); (:Rakshasa {'lemma': प्रहस्त})<-[:IS_OFFICER_OF]-({'lemma': महानाद})
860	लङ्कायाः गमनाय समुद्रे निर्मितः सेतुः केन निर्मितः आसीत्?	नलेन		वानरैः	1		नलः	1	(:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': त्रिकुट}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': निकुम्भिला}); (:Country {'lemma': लङ्का})<-[:DID_MARCH_TO]-({'lemma': जम्भ})	वानरैः	1	(:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': त्रिकुट}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': निकुम्भिला}); (:Country {'lemma': लङ्का})<-[:DID_MARCH_TO]-({'lemma': जम्भ})
