index	ID	QUESTION	ANSWER	CHOICES	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct	ANSWER_LEMMA	gpt-4o_LEMMA	gpt-4o-mini_LEMMA	llama-v3p1-405b-instruct_LEMMA	llama-v3p1-8b-instruct_LEMMA
82	17	मरीचः कस्य पर्यायः अस्ति? 	सर्वेषाम्	कृष्णस्य / धर्मपतनस्य / वेल्लजस्य / सर्वेषाम्	कृष्णस्य	मरीचः वेल्लजस्य पर्यायः अस्ति	कृष्णस्य	वेल्लजस्य	['']	kṛṣṇa	kṛṣṇa	marīca vellaja paryāya	vellaja
83	18	मरीचः कस्य पर्यायः नास्ति? 	कृष्णायाः; कृष्णस्य	कृष्णायाः / ऊषणस्या / कृष्णस्य / वेल्लजस्य	वेल्लजस्य	कृष्णायाः	कृष्णायाः	कृष्णायाः	['kṛṣṇā', 'kṛṣṇa']	vellaja	kṛṣṇā	kṛṣṇā	kṛṣṇā
84	19	व्योषः कस्य पर्यायः अस्ति? 	सर्वेषाम्	त्रिकटोः / त्र्यूषणस्य / कटुत्रिकस्य / सर्वेषाम्	सर्वेषाम्	सर्वेषाम्	त्रिकटोः	कटुत्रिकस्य	['']		trikaṭu		kaṭutrika
85	20	चटकाशिरः कस्य पर्यायः अस्ति? 	पिप्पलीमूलस्य	शुण्ठ्याः / काकानासायाः / पिप्पलीमूलस्य / भल्लातकस्य	काकानासायाः	पिप्पलीमूलस्य	शुण्ठ्याः	पिप्पलीमूलस्य	['pippalī mūla']	kākānāsā	śuṇṭhī	pippalī mūla	pippalī mūla
86	27	अजमोदा कस्य पर्यायः अस्ति? 	सर्वेषाम्	खराश्वस्य / मायूरस्य / ब्रह्मकुशायाः / सर्वेषाम्	खराश्वस्य	सर्वेषाम्	खराश्वस्य	ब्रह्मकुशायाः	['']	kharāśva	kharāśva		brahman kuśa
87	29	कुस्तुम्बरू कस्य पर्यायः अस्ति? 	धान्यकस्य		धन्यवादः	कुस्तुम्बरू अजमोदायाः पर्यायः अस्ति	कुष्ठक	अमृत	['dhānyaka']	dhanya vāda	kuṣṭhaka	kustumbaru ajamodā paryāya	amṛta
88	30	मेथिका कस्य पर्यायः अस्ति? 	सर्वेषाम्	बहुपत्रिकायाः / बहुबीजायाः / बहुपर्ण्याः / सर्वेषाम्	बहुपत्रिकायाः	बहुपत्रिकायाः	बहुपत्रिकायाः	बहुपत्रिकायाः	['']	upatrikā	upatrikā	upatrikā	upatrikā
89	31	मेथिका अधोदत्तेषु कस्य पर्यायः अस्ति? 	सर्वेषाम्	ज्योतेः / पीतबीजस्य / मुनिच्छदायाः / सर्वेषाम्	पीतबीजस्य	सर्वेषाम्	ज्योतेः	मुनिच्छदायः	['']	pīta bīja	jyotis		muni chadāyā
90	32	पशुमेहनकारिका अनेन शोषणस्य पर्यायः कः अस्ति?  अधोलिखितेषु	चन्द्रशूरः	मेथिका / जीरकम् / चन्द्रशूरः / अजमोदा	चन्द्रशूरः	मेथिका	जीरकम्	अधोलिखितेषु मेथिका	['candraśūra']	candraśūra	jīraka	methikā	adholikh methikā
91	33	अधोलिखितेषु हिङ्गुः इति कस्य पर्यायः न अस्ति? 	न कस्यचन	सहस्रवेधेः / रामठस्य / बाल्हीकस्य / न कस्यचन	रामठस्य	रामठस्य	न कस्यचन	बाल्हीकस्य	['kaścana']	rāmaṭha	kaścana	rāmaṭha	bālhīka
92	36	द्वीपान्तरवचायाः वर्णनं भावप्रकाशस्य कस्मिन् वर्गे कृतम् अस्ति?	हरीतक्यादिवर्गे		नवनीतद्वारसिंहवर्गे	मिश्रवर्गे	आहारविज्ञानम्	अष्टाङ्गहृदये	['harītakī varga']	navanīta vārasiṃha varga	āhāra vijñāna	miśra varga	aṣṭan aṅga hṛdaya
93	37	विडङ्गः अधस्तनेषु कस्य पर्यायः  अस्ति?	सर्वेषाम्	कृमिघ्नस्य / चित्रतण्डुलस्य / जन्तुनाशनस्य / सर्वेषाम्	सर्वेषाम्	सर्वेषाम्	कृमिघ्नस्य	कृमिघ्नस्य	['']		kṛmi ghna		kṛmi ghna
94	38	तुगाक्षीरी अधस्तनेषु कस्य पर्यायः अस्ति?	वंशलोचनस्य	वंशलोचनस्य / विडंगस्य / द्वीपांतर वचा / लवङ्गस्य	वंशलोचनस्य	वंशलोचनस्य	विडंगस्य	वंशलोचनस्य	['vaṃśa locana']	vaṃśa locana	viḍaṅga	vaṃśa locana	vaṃśa locana
95	39	क्लीतकस्य पर्यायः अधस्तनेषु कः अस्ति?	यष्टिमधु	हरिद्रा / यष्टिमधु / मधूक / सारिवा	मधूक	मधूक	हरिद्रा	हरिद्रा	['yaṣṭimadhu']	madhūka	haridrā	madhūka	haridrā
96	40	आरग्वधः अधस्तनेषु कस्य पर्यायः न अस्ति?	रोचनस्य	शम्पाकस्य / व्याधिघातस्य / रोचनस्य / कर्णिकारस्य	कर्णिकारस्य	व्याधिघातस्य	शम्पाकस्य	व्याधिघातस्य	['rocana']	karṇikāra	śampāka	vyādhighāta	vyādhighāta
97	41	कुटकी अधस्तनेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	कृष्णभेदायाः / कटम्भरायाः / शकुलादन्याः / सर्वेषाम्	कृष्णभेदायाः	सर्वेषाम्	कृष्णभेदायाः	कटम्भरायाः	['']	kṛṣṇabhedā	kṛṣṇabhedā		kaṭambharā
98	42	मत्स्यपित्ता अधस्तनेषु कस्य पर्यायः अस्ति?	कुटक्याः	कुटक्याः / मधुयष्ट्याः / आरग्वधस्य / मण्डूक्याः	आरग्वधस्य	मण्डूक्याः	कुटक्याः	कुटक्याः	['kuṭakya']	āragvadha	kuṭakya	maṇḍūkī	kuṭakya
99	43	किराततिक्तः एतेषु कस्य पर्यायः अस्ति?	काण्डतिक्तायाः	कटुरोहिण्याः / तिक्तायाः/ कटुकायाः / काण्डतिक्तायाः	काण्डतिक्तायाः	कटुरोहिण्याः	तिक्तायाः	कटुकायाः	['kāṇḍatiktā']	kāṇḍatiktā	tikta	kaṭurohiṇī	kaṭukā
100	44	विषपुष्पकः एतेषु कस्य पर्यायः अस्ति?	मदनफलस्य	मदनफलस्य / अर्कस्य / लाङगल्याः / करवीरस्य	करवीरस्य	करवीरस्य	करवीरस्य	मदनफलस्य	['madana phala']	karavīra	karavīra	karavīra	madana phala
101	45	मदनफलम् एतेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	छर्दनस्य / नटस्य / शल्यकस्य / सर्वेषाम्	छर्दनस्य	सर्वेषाम्	छर्दनस्य	शल्यकस्य	['']	chardana	chardana		śalyaka
102	46	रास्ना एतेषु कस्य पर्यायः न अस्ति?	रामसेनकस्य	युक्तरसायाः / एलापर्ण्याः / श्रेयस्याः / रामसेनकस्य	रामसेनकस्य	एलापर्ण्याः	श्रेयस्याः	श्रेयस्याः	['rāmasenaka']	rāmasenaka	śreyas	elāparṇī	śreyas
103	48	पारावतपदी एतेषु कस्य पर्यायः अस्ति?	मालकाङ्गन्याः	मालकाङ्गन्याः / रास्नायाः / गुडुच्याः / ब्राह्म्याः	रास्नायाः	मालकाङ्गन्याः	मालकाङ्गन्याः	मालकाङ्गन्याः	['mālaka aṅganya']	rāsnā	mālaka aṅganya	mālaka aṅganya	mālaka aṅganya
104	49	चोकः कस्य द्रव्यस्य मूलं कथ्यते?	सत्यानाश्याः		कमलस्य	अग्निमन्थस्य	तुलस्याः	अम्लस्य	['satya anāśya']	kamala	tula	agnimantha	amla
105	51	ब्राह्मणयष्टिका एतेषु कस्य पर्यायः अस्ति?	भारङ्ग्याः	यष्टीमधुनः/ धातक्याः / भारङ्ग्याः / कायफलस्य	यष्टीमधुनः	धातक्याः	यष्टीमधुः	कायफलस्य	['bhāraṅgya']	yaṣṭīmadhu	yaṣṭīmadhu	dhātakī	kāya phala
106	52	कट्फलः एतेषु कस्य पर्यायः न अस्ति?	अङ्गारवल्ल्याः	कैटर्यस्य/ अङ्गारवल्ल्याः / श्रीपर्णिकायाः / भद्रवत्याः	भद्रवत्याः	भद्रवत्याः	कैटर्यस्य	कट्फलः कैटर्यस्य पर्यायः अस्ति	['aṅgāravallī']	bhadravat	kaiṭarya	bhadravat	kaṭphala kaiṭarya paryāya
107	53	धातकी एतेषु कस्य पर्यायः न अस्ति?	भद्रायाः	ताम्रपुष्प्याः / कुन्जरायाः / भद्रायाः / वह्निज्वालायाः	कुन्जरायाः	कुन्जरायाः	कुन्जरायाः	कुन्जरायाः	['bhadrā']	kunjarā	kunjarā	kunjarā	kunjarā
108	54	भावप्रकाशानुसारं मण्डूकपर्णी एतेषु कस्य पर्यायः अस्ति?	मञ्जिष्ठा; मञ्जिष्ठायाः	मण्डूक्याः / ब्रह्म्याः / मञ्जिष्ठा	मण्डूक्याः	ब्रह्म्याः	मण्डूक्याः	मण्डूकपर्णी	['mañjiṣṭhā', 'mañjiṣṭhā']	maṇḍūkī	maṇḍūkī	brahmya	maṇḍūkaparṇī
109	55	मञ्जिष्ठा एतेषु कस्य पर्यायः नास्ति?	भद्रवत्याः	मण्डूकपर्ण्याः / योजनवल्ल्याः / रक्तयष्टिकायाः / भद्रवत्याः	भद्रवत्याः	भद्रवत्याः	मण्डूकपर्ण्याः	मण्डूकपर्ण्याः	['bhadravat']	bhadravat	maṇḍūkaparṇī	bhadravat	maṇḍūkaparṇī
110	56	विशेषाद्वयङ्गनाशनः एतेषु कस्य कर्म अस्ति?	अलक्तकस्य	अलक्तकस्य / शाल्मल्याः / मधुयष्ट्याः / नीमस्य	शाल्मल्याः	अलक्तकस्य	नीमस्य	अलक्तकस्य	['alaktaka']	śālmalī	nīma	alaktaka	alaktaka
111	57	पलङ्कषा एतेषु कस्य पर्यायः अस्ति?	लाक्षायाः	मण्डूकपर्ण्याः / लाक्षायाः / गुगुलस्य / बह्म्याः	लाक्षायाः	लाक्षायाः	लाक्षायाः	मण्डूकपर्ण्याः	['lākṣā']	lākṣā	lākṣā	lākṣā	maṇḍūkaparṇī
112	58	हरिद्रा एतेषु कस्य पर्यायः नास्ति?	भद्रायाः	निशायाः / योषितप्रियायाः / हटविलासन्याः / भद्रायाः	हटविलासन्याः	निशायाः	निशायाः	हरिद्रायाः पर्यायः नास्ति	['bhadrā']	haṭavilāsani	niśā	niśā	haridrā paryāya
113	59	हरिद्रा एतेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	काच्चन्याः / पीतायाः / वरवर्णिन्याः / सर्वेषाम्	पीतायाः	सर्वेषाम्	पीतायाः	हरिद्रायाः पर्यायः पीतायाः	['']	pītā	pītā		haridrā paryāya pīta
114	60	कर्पूरहरिद्रयोः गन्धः केन तुल्यः अस्ति?	आम्रेण; आम्रगन्धिः		चन्दनस्य	मधुकरेण	चन्दनम्	गन्धेन सुगन्धिनः	['āmra', 'āmra gandhi']	candana	candana	madhukara	gandha sugandhin
115	61	सुरभीदारु एतेषु कस्य पर्यायः अस्ति?	कर्पूरहरिद्रायाः	दारूहरिद्रायाः / हरिद्रायाः / कर्पूरहरिद्रायाः / तेजोहवायाः	दारूहरिद्रायाः	दारूहरिद्रायाः	दारूहरिद्रायाः	हरिद्रायाः	['karpūra haridrā']	dāru haridrā	dāru haridrā	dāru haridrā	haridrā
116	62	कुष्ठवातास्त्रनाशनः एतेषु कस्य गुणः अस्ति?	अरण्यहरिद्रायाः	कर्पूरहरिद्रायाः / हरिद्रायाः / अरण्यहरिद्रायाः / दारूहरिद्रायाः	दारूहरिद्रायाः	दारूहरिद्रायाः	हरिद्रायाः	कर्पूरहरिद्रायाः	['araṇya haridrā']	dāru haridrā	haridrā	dāru haridrā	karpūra haridrā
117	63	दारूहरिद्रा एतेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	पर्जन्यायाः / कटङ्कटेर्याः / पचम्पचायाः / सर्वेषाम्	कटङ्कटेर्याः	सर्वेषाम्	कटङ्कटेर्याः	पचम्पचायाः	['']	kaṭaṃkaṭerī	kaṭaṃkaṭerī		pacampacā
118	64	निशागुणा किन्तु नेत्र कर्णास्यरोगनुत् अत्र कस्य विषये उक्तम् अस्ति?	अरण्यहरिद्रायाः	हरिद्रायाः / दारूहरिद्रायाः / अरण्यहरिद्रायाः / कर्पूरहरिद्रायाः	हरिद्रायाः	दारूहरिद्रायाः	दारूहरिद्रायाः	अरण्यहरिद्रायाः	['araṇya haridrā']	haridrā	dāru haridrā	dāru haridrā	araṇya haridrā
119	65	...... तत् नेत्रयोः परं हितम्। कस्य विषये उक्तम् अस्ति?	रसाञ्जनस्य	मुद्गस्य / रसाञ्जनस्य / गृञ्जनस्य / आमलकस्य	रसाञ्जनस्य	आमलकस्य	आमलकस्य	आमलकस्य	['rasāñjana']	rasāñjana	āmalaka	āmalaka	āmalaka
120	66	तार्क्ष्यशैलं, रसगर्भः, तार्क्ष्यजं च कस्य पर्यायाः सन्ति?	रसाञ्जनस्य	रसाञ्जनस्य / हरिद्रायाः / शिलाजीतः / मुक्ताशुक्त्याः	शिलाजीतः	शिलाजीतः	शिलाजीतः	शिलाजीतः	['rasāñjana']	śilājīta	śilājīta	śilājīta	śilājīta
121	67	बाकुची अधोलिखितेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	सोमराज्याः / कालमेष्याः / शशिलेखायाः / सर्वेषाम्	कालमेष्याः	सर्वेषाम्	कालमेष्याः	सोमराज्याः	['']	kālameṣya	kālameṣya		somarājya
122	68	बाकुची अधोलिखितेषु कस्य पर्यायः नास्ति?	भद्रवत्याः	पूतिफल्याः / कालमेष्याः / भद्रवत्याः / अवल्गुजस्य	कालमेष्याः	अवल्गुजस्य	भद्रवत्याः	अवल्गुजस्य	['bhadravat']	kālameṣya	bhadravat	avalguja	avalguja
123	69	मेषलोचनः अधोलिखितेषु कस्य पर्यायः अस्ति?	चक्रमर्दस्य	कुष्ठस्य/ चक्रमर्दस्य / कासमर्दस्य / मेषश्रृङ्ग्याः	मेषश्रृङ्ग्याः	मेषश्रृङ्ग्याः	कुष्ठस्य	मेषलोचनः कुष्ठस्य पर्यायः अस्ति	['cakramarda']	meṣaśrṛṅgī	kuṣṭha	meṣaśrṛṅgī	meṣa locana kuṣṭha paryāya
124	70	चक्रमर्दः अधोलिखितेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	प्रपुन्नाटस्य / द्रद्रुघ्नस्य / एडगजस्य / सर्वेषाम्	प्रपुन्नाटस्य	सर्वेषाम्	द्रद्रुघ्नस्य	प्रपुन्नाटस्य	['']	prapunnāṭa	dradrughna		prapunnāṭa
125	71	अतिविषा अधोलिखितेषु कस्य पर्यायः न अस्ति?	सोमराज्याः	विश्वायाः / शुक्लकन्दायाः / घुणवल्लभायाः / सोमराज्याः	सोमराज्याः	सोमराज्याः	सोमराज्याः	अतिविषा	['somarājya']	somarājya	somarājya	somarājya	ativiṣā
126	72	अतिविषा अधोलिखितेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	श्रृंग्याः / अरुणयाः / भङ्गुरायाः / सर्वेषाम्	श्रृंग्याः	सर्वेषाम्	अरुणयाः	अतिविषा अधोलिखितेषु कस्य पर्यायः अस्ति? श्रृंग्याः	['']	śṛṅgī	aruṇa		ativiṣā adholikh paryāya śṛṅgī
127	73	भावप्रकाशेन लोध्रस्य कति प्रकाराः उक्ताः?	२; द्वौ		द्वौ प्रकारौ	चत्वारः	अस्मिन विषये त्रयः प्रकाराः उक्ताः	चतुरः	['', '']	prakāra	asmin viṣaya prakāra		
128	74	स्थूलवल्कलः अधोलिखितेषु कस्य पर्यायः अस्ति?	लोध्रस्य	अर्जुनस्य / खदिरस्य / लोध्रस्य / पीपलस्य	लोध्रस्य	लोध्रस्य	अर्जुनस्य	अर्जुनस्य	['lodhra']	lodhra	arjuna	lodhra	arjuna
129	75	जीर्णपत्रं, बृहत्पत्रं, क्रमुकं, लाक्षाप्रसादनं च कस्य पर्यायाः सन्ति?	पट्टिका-लोध्रस्य; पट्टिकालोध्रस्य		तमालपत्रस्य	कटुकी	ऋषभस्य	अस्थिमध्ये	['paṭṭikā lodhra', 'paṭṭikā lodhra']	tamāla pattra	ṛṣabha	kaṭukā	asthi madhye
130	76	लशुनं अधस्तनेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	उग्रगन्धस्य / महौषधस्य / म्लेच्छकन्दस्य / सर्वेषाम्	म्लेच्छकन्दस्य	सर्वेषाम्	उग्रगन्धस्य	म्लेच्छकन्दस्य	['']	mleccha kanda	ugra gandha		mleccha kanda
131	77	लशुने कः रसः न अस्ति?	अम्लः; आम्लः		कटुरसः	मधुरः	कषायः	तिक्त	['amla', 'āmla']	kaṭu rasa	kaṣāya	madhura	tikta
132	81	पलाण्डुः निम्नेषु कस्य पर्यायः अस्ति?	यवनेष्टस्य	यवनेष्टस्य / अरिष्टस्य / उग्रगन्धस्य / रसोनकस्य	उग्रगन्धस्य	रसोनकस्य	यवनेष्टस्य	अरिष्टस्य	['yavaneṣṭa']	ugra gandha	yavaneṣṭa	rasonaka	ariṣṭa
133	82	पलाण्डुः निम्नेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	मुखदूषकस्य / दुर्गन्धस्य / यवनेष्टस्य / सर्वेषाम्	दुर्गन्धस्य	सर्वेषाम्	मुखदूषकस्य	मुखदूषकस्य	['']	durgandha	mukha dūṣaka		mukha dūṣaka
134	83	अरूष्करः निम्नेषु कस्य पर्यायः अस्ति?	भल्लातकस्य	चित्रकस्य / भल्लातकस्य / दन्त्याः / मञ्जिष्ठायाः	चित्रकस्य	दन्त्याः	चित्रकस्य	अरूष्करः चित्रकस्य पर्यायः अस्ति	['bhallātaka']	citraka	citraka	dantī	arūṣkara citraka paryāya
135	84	अग्निमुखी, क्षीरवृक्षः, शोफकृत् कस्य पर्यायाः सन्ति?	भल्लातकस्य; भल्लातकः		अरिष्टस्य	अग्निमुखी, क्षीरवृक्षः, शोफकृत् एरंडस्य पर्यायाः सन्ति |	पञ्चकर्मस्य	अग्निमुखी = पिप्पली, क्षीरवृक्षः = पलाश, शोफकृत् = कासाः	['bhallātaka', 'bhallātaka']	ariṣṭa	karman	agni mukha kṣīravṛkṣa śopha kṛt eraṃḍa paryāya	agni mukha pippalī kṣīravṛkṣa palāśa śopha kṛt kāsa
136	85	भल्लातकस्य कः भागः केश्यः (केशेभ्यः हितकरः) अस्ति?	वृन्तम्		बीजः	तैलम्	पत्त्राणि	अम्लः	['vṛnta']	bīja	pattra	taila	amla
137	86	मोहमदवाग्वह्निवर्धिनी निम्नेषु कस्य गुणः अस्ति?	भङ्गायाः	मद्यस्य / भङ्गायाः / आफूकस्य / धत्तूरस्य	मद्यस्य	मद्यस्य	धत्तूरस्य	मद्यस्य	['bhaṅgā']	madya	dhattūra	madya	madya
138	87	आफूकस्य वर्णनं कस्य ग्रन्थे लभ्यते?	वाग्भट्टस्य ; भावप्रकाशस्य	वाग्भट्टस्य / शारंगधरस्य / भावप्रकाशस्य	भावप्रकाशस्य	वाग्भट्टस्य	शारंगधरस्य	वाग्भट्टस्य	['vāgbhaṭṭa', 'bhāva prakāśa']	bhāva prakāśa	śāraṃga dhara	vāgbhaṭṭa	vāgbhaṭṭa
139	88	खाखसस्य कस्मात् भागात् आफूकः निष्पद्यते? 	फलस्य क्षीरात्		बीजः	मूलभागात्	क्षेत्रात्	पक्वान्नात्	['phala kṣīra']	bīja	kṣetra	mūla bhāga	pakva anna
140	90	शीतशिवः एतेषु कस्य पर्यायः अस्ति?	सैन्धवस्य	धत्तूरस्य / सैन्धवस्य / भङ्गायाः/ अहिफेनस्य	धत्तूरस्य	अहिफेनस्य	धत्तूरस्य	शीतशिवः एतेषु कस्य पर्यायः अस्ति? अहिफेनस्य	['saindhava']	dhattūra	dhattūra	ahiphena	śītaśiva paryāya ahiphena
141	91	भावप्रकाशः सैन्धवस्य वर्णनं कस्मिन् वर्गे कृतवान्?	हरीतक्यादौ;  हारीतक्यादिवर्गे		लवणवर्गे	लवणवर्गे	सिद्धान्तवर्गे	अष्टाङ्गहृदये	['harītakī', 'hārītakī varga']	lavaṇa varga	siddhānta varga	lavaṇa varga	aṣṭan aṅga hṛdaya
142	94	उर्ध्वाधः कफवातानुलोमनं कस्य लवणस्य गुणः अस्ति?	बिडस्य	सैन्धवस्य / सामुद्रस्य / बिडस्य / सौवर्चलस्य	सैन्धवस्य	सैन्धवस्य	सैन्धवस्य	सैन्धवस्य	['viḍa']	saindhava	saindhava	saindhava	saindhava
143	95	कः पाशुलवणम् उच्यते?	औद्भिद्लवणम्	सामुद्रलवणम् / औद्भिद्लवणम् / बिडः / सौवर्चलः	बिडः	बिडः	सौवर्चलः	सामुद्रलवणम्	['audbhid lavaṇa']	viḍa	sauvarcala	viḍa	sāmudralavaṇa
144	96	भावप्रकाशे कति प्रकाराणां लवणानां वर्णनं कृतम् अस्ति?	६; षट्		शट्	पञ्च	द्वि प्रकाराणां लवणानां वर्णनं कृतम् अस्ति	अष्टोत्तरशतशास्त्रे	['', 'ṣaṣ']	śaṣ	prakāra lavaṇa varṇana		aṣṭottaraśata śāstra
145	97	धातुद्रावकः कः क्षारः अस्ति?	टङ्कणः		क्षारः	यवक्षारः	कर्दमः	शुद्धलवणः	['ṭaṅkaṇa']	kṣāra	kardama	yavakṣāra	śudh lavaṇa
146	98	भावप्रकाशे कति क्षारसमूहानां वर्णनं कृतम्?	सर्वेषाम्	क्षारद्वयस्य / क्षारत्रयस्य / क्षाराष्टकस्य / सर्वेषाम्	क्षाराष्टकस्य	क्षाराष्टकस्य	क्षमात्रयस्य	क्षाराष्टकस्य	['']	kṣārāṣṭaka	kṣamā traya	kṣārāṣṭaka	kṣārāṣṭaka
147	101	चन्द्रसंज्ञ एतेषु कस्य पर्यायः अस्ति?	कर्पूरस्य	कर्पूरस्य / मिश्र्याः / लवणस्य / पूतिकायाः	कर्पूरस्य	कर्पूरस्य	कर्पूरस्य	मिश्र्याः	['karpūra']	karpūra	karpūra	karpūra	miśra
148	102	कस्तूरी एतेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	वेदमुख्यायाः / मृगमदस्य / सहस्रभिदः / सर्वेषाम्	मृगमदस्य	मृगमदस्य	मृगमदस्य	मृगमदस्य	['']	mṛgamada	mṛgamada	mṛgamada	mṛgamada
149	103	कस्तूर्याः कति प्रकाराः उक्ताः?	३; षट्		षट्	चत्वारः	त्रीणि	कस्तूर्याणां पञ्च प्रकाराणि विद्यन्ते	['', 'ṣaṣ']	ṣaṣ			kastūrya prakāra vid
150	105	भद्रश्री कस्य पर्यायः अस्ति?	चन्दनस्य	हरिद्रायाः / एलायाः / चन्दनस्य / कुङ्कुमस्य	चन्दनस्य	हरिद्रायाः	हरिद्रायाः	हरिद्रायाः	['candana']	candana	haridrā	haridrā	haridrā
151	106	कालीयकं कीदृशं चन्दनम् अस्ति?	पीतम्		चन्दनविशेषः	गुरु	गन्धयुक्तम्	कालीयकं सुगंधितं चन्दनम् अस्ति	['pā']	candana viśeṣa	gandha yuj	guru	kālīyaka gandhay candana
152	107	पट्टरञ्जकः कस्य पर्यायः अस्ति?	पतङ्गस्य		हरिद्रा	मञ्जिष्ठा	कफपित्तशामकः	पट्टिका	['pataṃga']	haridrā	kapha pitta śāmaka	mañjiṣṭhā	paṭṭikā
153	108	किं चन्दनं श्रेष्ठं भवति?	मलयगिरि; मलयजचंदनम्; मलयजम्		श्वेतचन्दनम्	मलयचंदनम्	गन्धः	अरिष्टं	['malayagiri', 'malayajacaṃdana', 'malayaja']	śvetacandana	gandha	malayacaṃdana	ariṣṭa
154	109	अगुरूः कस्य पर्यायः अस्ति?	सर्वेषााम्	प्रवरस्य / राजार्हस्य / कृमिजग्धस्य / सर्वेषाम्	राजार्हस्य	अगुरूः राजार्हस्य पर्यायः अस्ति	राजार्हस्य	कृमिजग्धस्य	['']	rājan arha	rājan arha	aguru rājan arha paryāya	kṛmi jakṣ
155	110	कस्य वर्णस्य अगुरूः श्रेष्ठः अस्ति?	श्वेतः	श्वेतः / रक्तः / कृष्णः / पीतः	कृष्णः	कृष्णः	श्वेतः	श्वेतः	['śveta']	kṛṣṇa	śveta	kṛṣṇa	śveta
156	111	इन्द्रदारूः कस्य पर्यायः अस्ति?	देवदारूः; देवदारोः	देवदारूः / दारूहरिद्रा / रोहितकः / मञ्जिष्ठा	दारूहरिद्रा	देवदारूः	देवदारूः	देवदारूः	['devadāru', 'devadāru']	dārū haridrā	devadāru	devadāru	devadāru
157	112	देवदारू एतेषु कस्य पर्यायः न अस्ति?	सुरभि दारूः; सुरभिदारूः	मस्तदारूः / दारूभद्रः / दारूः / सुरभि दारूः	सुरभि दारूः	दारूः	सुरभि दारूः	दारूभद्रः	['surabhi dāru', 'surabhid āru']	surabhi dāru	surabhi dāru	dāru	dārūbhadra
158	115	गुग्गुलुः कस्य पर्यायः न अस्ति?	कृमिजग्धस्य	जटायोः / महिषाक्षस्य / पलन्कषस्य / कृमिजग्धस्य	कृमिजग्धस्य	महिषाक्षस्य	जटायोः	जटायः	['kṛmi jakṣ']	kṛmi jakṣ	jaṭāyu	mahiṣa akṣa	jaṭāya
159	116	गुग्गुलुसेवनेन सह किम् अहितकरं नास्ति?	दुग्धम्	दुग्धम् / मद्यं / अम्लपदार्थः / मैथुनम्	दुग्धम्	मद्यं	मद्यं	अम्लपदार्थः	['dugdha']	dugdha	madya	madya	amla padārtha
160	120	लवङ्गः निम्नलिखितेषु कस्य पर्यायः अस्ति?	श्रीफलस्य	देवकुसुमस्य / श्रीप्रसूनकस्य / श्रीसंज्ञस्य / श्रीफलस्य	श्रीफलस्य	लवङ्गः देवकुसुमस्य पर्यायः अस्ति	श्रीफलस्य	श्रीफलस्य	['śrīphala']	śrīphala	śrīphala	lavaṃga devakusuma paryāya	śrīphala
161	121	एला निम्नलिखितेषु कस्य पर्यायः अस्ति?	सर्वासाम्	बृहदेलायाः / भद्वैलायाः / स्थूलैलायाः / सर्वासाम्	सर्वासाम्	सर्वासाम्	सर्वासाम्	स्थूलैला	['']				sthūlailā
162	122	एला निम्नलिखितेषु कस्य पर्यायः नास्ति?	भद्रश्रियः	बहुलायाः / पृथ्विकायाः / भद्रश्रियः / निष्कुट्याः	बहुलायाः	पृथ्विकायाः	निष्कुट्याः	पृथ्विकायाः	['bhadraśriya']	bahula	niṣkuṭī	pṛthu vikāya	pṛthu vikāya
163	123	सूक्ष्म-एला निम्नलिखितेषु कस्य पर्यायः नास्ति?	पृथ्वीकायाः	उपकुन्चिकायाः / तुत्थायाः / द्राविड्यः / पृथ्वीकायाः	तुत्थायाः	पृथ्वीकायाः	द्राविड्यः	पृथ्वीकायाः	['pṛthvīkā']	tutthā	drāviḍya	pṛthvīkā	pṛthvīkā
164	124	दारूसिता निम्नलिखितेषु कस्य पर्यायः?	त्वक्	देवदारु / त्वक् / दारूहरिद्रा / तेजपत्र	दारूहरिद्रा	दारूहरिद्रा	देवदारु	दारूसिता का पर्याय देवदारु है	['tvac']	dārū haridrā	devadāru	dārū haridrā	dārūsitṛ paryāya devadāru hai
165	125	नागकेशरः निम्नलिखितेषु कस्य पर्यायः नास्ति?	नागफलस्य	चाम्पेयस्य / नागपुष्पस्य / नागफलस्य / काञ्चनाह्वयस्य	नागफलस्य	नागफलस्य	काञ्चनाह्वयस्य	नागकेशरः नागपुष्पस्य पर्यायः नास्ति	['nāga phala']	nāga phala	kāñcana āhvaya	nāga phala	nāgakeśara nāgapuṣpa paryāya
