ID	QUESTION	ANSWER	CHOICES	gpt-4o	mistral-large-latest	llama-v3p1-405b-instruct	gemini-1.5-pro	claude-3-5-sonnet-20240620	gpt-4o-mini	gpt-3.5-turbo	gemini-1.0-pro	llama-v3p1-70b-instruct	llama-v3p1-8b-instruct
256	सुदुर्लभः गन्धकः कः अस्ति?	कृष्णः	श्वेतः / रक्तः / कृष्णः / पीतः	रक्तः	रक्तः	कृष्णः	"**पीतः** 

**कथम्?** पीतः गन्धकः आयुर्वेदे प्रायशः दृश्यते"	पीतः	सुदुर्लभः गन्धकः श्वेतः अस्ति	गन्धकः पीतः अस्ति इयं एका सामान्य आयुर्वेदिकी औषधि अस्ति	गन्धक पीतः अस्ति	श्वेतः	श्वेतः
262	कस्मिन् पर्वते उत्पन्नं अभ्रकं अत्यन्तं बहुसत्त्वम् भवति?	उत्तरशैले	उत्तरशैले / पूर्वशैले / दक्षिणशैले / पश्चिमशैले	उत्तरशैले	उत्तरशैले	उत्तरशैले	**उत्तरशैले**	पूर्वशैले	उत्तरशैले	अभ्रकं अत्यन्तं बहुसत्त्वं प्राप्तं पर्वते पश्चिमशैले उत्पन्नं भ	उत्तरशैले	उत्तरशैले	उत्तरशैले
263	स्वल्पसत्त्वम् अभ्रकं कस्मिन् पर्वते भवति?	दक्षिणशैले	उत्तरशैले / पूर्वशैले / दक्षिणशैले / पश्चिमशैले	उत्तरशैले	दक्षिणशैले	उत्तरशैले	**उत्तरशैले**	पूर्वशैले	उत्तरशैले	स्वल्पसत्त्वं अभ्रकं पर्वते पश्चिमशैले भवति	उत्तरशैले	उत्तरशैले	उत्तरशैले
264	हरितालस्य कति भेदाः सन्ति?	२	२ / ३ / ४ / ६	४	२	हरितालस्य त्रीणि भेदाः सन्ति	चत्वारः  चरकसंहितानुसारं हरितालस्य चत्वारः भेदाः सन्ति	हरितालस्य ३ भेदाः सन्ति	हरितालस्य २ भेदाः सन्ति	हरितालस्य चत्वारि भेदाः सन्ति ते चत्वारः हेम, रक्त, विद्रुत, नील	"हरितालस्य **एक** भेदः अस्ति 
 
अधिक जानकारी हेतु आयुर्वेदः वा भेषज-विशारदः परामृश्यताम्"	हरितालस्य ६ भेदाः सन्ति	उत्तरम् - ६
266	मनःशिलायाः पर्यायाः के सन्ति?	सर्वे	नैपाली / कुनटी / गोला / सर्वे	सर्वे	नैपाली	सर्वे	"**सर्वे** | 

मनःशिला, नैपाली, कुनटी, गोला एते सर्वे शब्दाः  **बिट्लवनस्य**  पर्यायाः सन्ति"	सर्वे	सर्वे	मनःशिला शब्दस्य पर्यायाः सर्वे संस्कृते दृश्यन्ते उदाहरण	"सर्वे 
नैपाली / कुनटी / गोला 
सर्वे शब्दाः मनःशिलायाः पर्यायशब्दाः सन्ति 
मनःशिलायाः प्रयोगः औषधत्वेन स्मृतिवर्धन"	नैपाली	नैपाली / कुनटी / गोला / सर्वे मनःशिलायाः पर्यायाः सन्ति
267	अशुद्धायाः मनःशिलायाः कः दोषः भवति?	मूत्रकृच्छ्रः	मूत्रकृच्छ्रः / मधुमेहः / कुष्ठः / अग्निमान्द्यम्	कुष्ठः	अग्निमान्द्यम्	मूत्रकृच्छ्रः	"**अग्निमान्द्यम्**  

अशुद्धमनःशिला सेवनं पाचनशक्तिं दुर्बलं करोति"	कुष्ठः	अशुद्धायाः मनःशिलायाः दोषः 'मधुमेहः' भवति	मूत्रकृच्छ्रः अशुद्धायाः मनःशिलायाः दोषः भवति इदं आय	## अग्निमान्द्यम्	अशुद्धायाः मनःशिलायाः दोषः कुष्ठः भवति	अशुद्धायाः मनःशिलायाः कुष्ठः भवति
268	अञ्जनस्य कति भेदाः भवन्ति?	२	२ / ३ / ४ / ६	६	३	अञ्जनस्य त्रिविधं भवति	षट्   नेत्ररोगानुसारं भिन्ना भिन्ना अंजनविधानि भवन्ति	३	अञ्जनस्य चार भेदाः भवन्ति	अञ्जनस्य चत्वारः भेदाः भवन्ति - श्वेत, रक्त, श्याम, पीतलः	६	अञ्जनस्य ६ भेदाः भवन्ति	अन्यासु भाषासु न वदामि
272	सुरमृत्तिका कस्य पर्यायः अस्ति?	सौराष्ट्री	कासीसम् / खर्परः / सौराष्ट्री / वालुका	सौराष्ट्री	कासीसम्	सुरमृत्तिका कासीसम् अस्ति	सौराष्ट्री	सौराष्ट्री	"सुरमृत्तिका इत्यस्य पर्यायः ""कासीसम्"" अस्ति"	सुरमृत्तिका वालुका इत्येव पर्यायः अस्ति	खर्परः	सुरमृत्तिका कस्य पर्यायः अस्ति? कासीसम्	सुरमृत्तिका कस्य पर्यायः वालुका अस्ति
275	निषद्वरः कस्य पर्यायः अस्ति?	कर्दमः	कर्दमः / कृष्णमृत्तिका / बोलम् / कङ्कुष्ठः	कृष्णमृत्तिका	कृष्णमृत्तिका	बोलम्	"**कर्दमः** 

निषद्वरः इति शब्दः अपि कर्दमस्य एव पर्यायः अस्ति"	निषद्वरः कङ्कुष्ठस्य पर्यायः अस्ति	कृष्णमृत्तिका	निषद्वरः कर्दमः अस्ति	कृष्णमृत्तिका	कङ्कुष्ठः	निषद्वरः कस्य पर्यायः कर्दमः अस्ति
277	चुलुकः कस्य पर्यायः अस्ति?	मलः ; पलितः	वराटः / मलः / पलितः	वराटः	वराटः	वराटः	"**मलः** 

चुलुकः मलस्य पर्यायः अस्ति"	वराटः	चुलुकः वराटः इति पर्यायः अस्ति	चुलुकः वराटः अस्ति	वराटः	चुलुकः पर्यायः वराटः अस्ति	चुलुकः = वराटः
278	कङ्कुष्ठस्य भेदाः कति?	२	२ / ३ / ४ / ६	६	३	कङ्कुष्ठस्य भेदाः २ / ३ / ४ / ६	षट्  कङ्कुष्ठस्य षट् भेदाः - बाह्य, मध्यम, अन्तः, कर्ण, अर्बुद, अर्शः	"तत्र उत्तरम् - ३

आयुर्वेदे कङ्कुष्ठस्य त्रयः भेदाः वर्णिताः सन्ति:

1 व"	कङ्कुष्ठस्य भेदाः त्रीणि अस्ति	कङ्कुष्ठस्य चत्वारः भेदाः भवन्ति ते चारः भेदाः ह्यस्य इति	"षट् 
## कङ्कुष्ठस्य भेदाः षट्
१ श्वेतं कङ्कुष्ठम्
२ रक्तं कङ्कुष्ठम्
३ पीतं कङ्कुष्ठम्
४ कृष्णं कङ्कुष्ठम्"	कङ्कुष्ठस्य भेदाः ६	उत्तरम् - ४
279	हीरकः अधोलिखितेषु कस्य पर्यायः अस्ति?	सर्वे	चन्द्रः / मणिवरः / वज्रः / सर्वे	वज्रः	मणिवरः	वज्रः	**वज्रः**	मणिवरः	सर्वे	हीरकः चन्द्रस्य पर्यायः अस्ति	वज्रः	हीरकः अधोलिखितेषु सर्वेषां पर्यायः अस्ति	हीरकः चन्द्रः
281	शोणरत्नं कस्य पर्यायः अस्ति?	माणिक्यम्	हीरकः / माणिक्यम् / नीलमणिः / वैदूर्यम्	माणिक्यम्	माणिक्यम्	माणिक्यम्	माणिक्यम्	माणिक्यम्	शोणरत्नस्य पर्यायः माणिक्यम् अस्ति	"शोणरत्नस्य पर्यायः ""माणिक्यम्"" इति अस्ति"	माणिक्यम्	वैदूर्यम्	वैदूर्यम्
282	अश्मगर्भः कस्य पर्यायः अस्ति?	हरिन्मणिः	हरिन्मणिः / नीलमणिः / वैदूर्यमणिः / पुष्परागः	नीलमणिः	हरिन्मणिः	वैदूर्यमणिः	**वैदूर्यमणिः**	वैदूर्यमणिः	अश्मगर्भः नीलमणिः इति पर्यायः अस्ति	अश्मगर्भः नीलमणिः इति पर्यायः अस्ति नीलमणिः अश्मगर्भः	हरिन्मणि:	वैदूर्यमणिः	वैदूर्यमणिः
283	केतुग्रहवल्लभः अधोलिखितेषु कस्य पर्यायः अस्ति?	वैदूर्यम्	इन्द्रनालः / पुष्परागः / माणिक्यम् / वैदूर्यम्	वैदूर्यम्	माणिक्यम्	पुष्परागः	"**माणिक्यम्** 

केतुः रक्तप्रभाविशिष्टः इति हेतोः रक्तवर्णयुक्तं माणिक्यं तस्य प्रतीकं भवति"	पुष्परागः	केतुग्रहवल्लभः माणिक्यम् इत्यस्य पर्यायः अस्ति	इन्द्रनालः	माणिक्यम्	इन्द्रनालः	इन्द्रनालः
284	स्थावरविषाणि कति सन्ति?	९	५ / ७ / ९ / ११	९	७	स्थावरविषाणि ९ सन्ति	**सप्त** |  चरकेण सप्त स्थावरविषाणां वर्णनम् अस्ति |	स्थावरविषाणि ९ सन्ति	आयुर्वेदे स्थावरविषाणि ९ इत्येव ज्ञायते	स्थावरविषाणि एकादश सन्ति एते एव विषाणि अन्याः न भवन्ति	## स्थिरविषाणि नव भवन्ति	९	उत्तरम् - ११
285	उपविषाणि कति सन्ति?	७	५ / ७ / ९ / ११	११	७	७	"**पञ्च** | 
पञ्च उपविषाणि सन्ति"	सप्त	उपविषाणि ११ सन्ति	उपविषाणि नव सन्ति	पञ्च	उपविषाणि ७ सन्ति	उत्तरम् - ५
286	धान्यस्य  प्रकाराः कति सन्ति?	५	२ / ३ / ४ / ५	५	४	धान्यस्य  प्रकाराः चत्वारः सन्ति	षट्  षड् धान्यप्रकाराः आयुर्वेदे वर्णिताः	द्वौ	धान्यस्य प्रकाराः ५ सन्ति	धान्यं चावकस्य वैशेषिकवेदानुसारं चत्वारः प्रकारा उच्यन्ते	"पंच

**अन्य पंच धान्याः**:

* गव्यं घृतं * गोक्षीरं * पयः * शर्करा* मधु"	धान्यस्य प्रकाराः पञ्च सन्ति	धान्यस्य ७ प्रकाराः सन्ति
289	सर्वोत्तमम् व्रीहिधान्यम् किम्?	कृष्णव्रीहिः	कुकटाण्डकः / शालामुखः / कृष्णव्रीहिः / जतुमुखः	कृष्णव्रीहिः	कुकटाण्डकः	शालामुखः	"**शालामुखः**

**कथम्?**  शालिमुखाः सन्तुलिताः गुणाः भवन्ति"	कृष्णव्रीहिः	कृष्णव्रीहिः सर्वोत्तमम् व्रीहिधान्यम् अस्ति	सर्वोत्तमं व्रीहिधान्यं जतुमुखः इति जतुमुखः व्रीहिधान्यः उत	कृष्णव्रीहिः	कुकटाण्डकः	कृष्णव्रीहिः
290	सर्वोत्तमः शालिधान्यम् किम्?	रक्तशालिः	वापिता शालिः / रक्तशालिः / छिन्नरूढा शालिः / पुराणशालिः	पुराणशालिः	पुराणशालिः	वापिता शालिः	"**पुराणशालिः**

**कथम्?**

पुराणशालिः सुपाच्यः, बलवर्धकः च"	रक्तशालिः	वापिता शालिः सर्वोत्तमा	सर्वोत्तमः शालिधान्यम् रक्तशालिः इति रक्तशाली विशेषतः पोषक	वापिता शालिः सर्वोत्तमः शालिधान्यम्	वापिता शालिः	वापिता शालिः
291	यवस्य विपाकः कः अस्ति?	कटुः	मधुरः / अम्लः / कटुः / तिक्तः	मधुरः	मधुरः	मधुरः	मधुरः	यवस्य विपाकः कटुः अस्ति	यवस्य विपाकः मधुरः अस्ति	यवस्य विपाकः मधुरः अस्ति यवः ग्राह्यः औषधः च अस्ति, य	कटु:	मधुरः	मधुरः
293	गोधूमस्य प्रकाराः कति सन्ति?	३	२ / ३ / ४ / ५	५	३	गोधूमस्य प्रकाराः चत्वारः सन्ति	**त्रयः** |	४	गोधूमस्य प्रकाराः ५ सन्ति	गोधूमस्य चत्वारः प्रमुखाः प्रकाराः सन्ति ते ह्येकः श्वेतः, द	पञ्च	गोधूमस्य प्रकाराः पञ्च सन्ति	५
294	शुक्रजनकः गोधूमप्रकारः कः अस्ति?	मधूली	मधूली / दीर्घगोधूमः / महागोधूमः / सर्वे	मधूली	महागोधूमः	मधूली	"**सर्वे**  

**कथम् ?** सर्वे गोधूमप्रकाराः शुक्रधातुवर्धकाः गुणाः धारयन्ति"	महागोधूमः	सर्वे	शुक्रजनकः गोधूमप्रकारः महागोधूमः अस्ति	सर्वे	मधूली	मधूली
296	नेत्राभ्यां हितकरम् शिम्बीधान्यम् किम्?	मुद्गः	मुद्गः / माषः / आढकी / राजमाषः	मुद्गः	मुद्गः	माषः	"**मुद्गः**  

शीतलत्वात् मुद्गः नेत्राभ्यां हितकरः"	"मुद्गः

मुद्गः नेत्राभ्यां हितकरं शिम्बीधान्यम् आयुर्वेदानुसारेण मुद्गाः च"	मुद्गः	नेत्राभ्यां हितकरं शिम्बीधान्यं माषः	मुद्गः	मुद्गः	मुद्गः
297	निम्नलिखितेषु कृमिकारकम् शिम्बीधान्यम् किम्?	वनमुद्गः	मुद्गः / वनमुद्गः / निष्पावः / मसूरः	वनमुद्गः	मुद्गः	मसूरः	"**मसूरः** 

मसूरः शीतवीर्यः, लघु, रूक्षः च अतः कृमिकारकः अस्ति"	निष्पावः	शिम्बीधान्यम् मुद्गः अस्ति	शिम्बीधान्यं मुद्गः	निष्पावः	निष्पावः	वनमुद्गः
298	निम्नलिखितेषु कः चणकस्य पर्यायः?	सर्वे	हरिमन्थः / सकलप्रियः / चणकः / सर्वे	चणकः	चणकः	सर्वे	**हरिमन्थः**	हरिमन्थः	हरिमन्थः	"चणकस्य पर्यायः ""सर्वे"" इति अस्ति"	सर्वे	सर्वे	चणकस्य पर्यायः हरिमन्थः
299	निम्नलिखितेषु कः कलायस्य पर्यायः नास्ति?	हरिमन्थः	वर्त्तुलः / सतीनः / हरेणुकः / हरिमन्थः	सतीनः	हरिमन्थः	हरिमन्थः	"**हरिमन्थः** 

हरिमन्थः पर्यायः हरितालस्य अस्ति, न तु कलायस्य"	हरेणुकः	सतीनः	हरेणुकः एव कलायस्य पर्यायः	वर्त्तुलः / सतीनः / हरेणुकः / हरिमन्थः - पर्यायस्य अर्थम् अज्ञानात कारणं कथनं अशक्यः	हरेणुकः	वर्त्तुलः
300	तिलस्य भेदाः कतयः भवन्ति?	३	२ / ३ / ४ / कोऽपि भेदः नास्ति	३	४	तिलस्य त्रयो भेदाः भवन्ति श्वेतः, रक्तः, कृष्णः च	त्रयः  कारणं - कृष्ण-श्वेत-रक्त-भेदेन तिलाः त्रिविधाः भवन्ति	त्रयः	तिलस्य भेदाः त्रयोऽस्ति	तिलस्य भेदाः त्रयः भवन्ति - श्वेत तिलं, कृष्ण तिलं, रक्त तिलं	द्वौ	"तिलस्य भेदाः त्रयः भवन्ति ते यथा - 

१) कृष्णतिलः 
२) श्वेततिलः 
३) रक्ततिलः"	२
301	अतसी निम्नेषु कस्मै पर्यायः?	सर्वे	पार्वती / उमा / क्षुमा / सर्वे	क्षुमा	पार्वती	सर्वे	**क्षुमा**	क्षुमा	"अतसीं ""उमा"" इति पर्यायः अस्ति"	पार्वती	सर्वे	अतस्याः पर्यायः क्षुमा अस्ति	पार्वती
310	निम्नलिखितेषु पर्यायेषु किं द्रव्यं सुखविरचकम् अस्ति?	पटोलमूलम्	पटोलपुष्पम् / पटोलनालः / पटोलपत्रम् / पटोलमूलम्	पटोलपत्रम्	पटोलपत्रम्	पटोलमूलम्	"**पटोलपत्रम्** 

पटोलपत्रं शीतवीर्यम् अस्ति अतः सुखविरचकम् भवति"	पटोलपत्रम्	पटोलमूलम्	पटोलपत्रम् द्रव्यं सुखविरचकमस्ति	पटोलपत्रम्	पटोलपत्रम्	पटोलपुष्पम्
312	अर्शरोगिभ्यः विशेषेण पथ्यं शाकं किमस्ति?	सूरणः	सूरणः / डिण्डिशः / डोडिका / सर्वाणि	सूरणः	सर्वाणि	सर्वाणि	डिण्डिशः  अपि कफकरत्वात् सूरण-डोडिका-शाकानाम् अर्शस्सु वर्धनम्	सर्वाणि	अर्शरोगिभ्यः विशेषेण पथ्यं शाकं डिण्डिशः अस्ति	अर्शरोगिभ्यः पथ्यं शाकं डोडिका इत्येवं उत्तरं	डिण्डिशः	अर्शरोगिभ्यः विशेषेण पथ्यं शाकं डिण्डिशः अस्ति	सूरणः
313	कन्दशाकेषु सर्वश्रेष्ठम् किम्?	सूरणः	नालः / कर्कोटी / सर्षपः / सूरणः	सूरणः	सूरणः	सूरणः	सूरणः	सूरणः	सर्वश्रेष्ठं कन्दशाकम् सूरणः अस्ति	सर्षपः	"कुष्ठ नाशक श्रेष्ठ क्या होता है? कुष्ठ नाशक के फल का नाम बताइए  कुष्ठ नाशक फल का औषधीय उपयोग क्या होता है? कुष्ठ नाशक फल के औषधीय उपयोग बताइए

**कर्कोटी**"	नालः	सर्षपः
318	जाङ्गलमांसस्य भेदाः कतयः?	८	२ / ४ / ६ / ८	६	जाङ्गलमांसस्य भेदाः ६	जाङ्गलमांसस्य भेदाः अष्टौ (८)	**षट्**  **कारणं ?** आयुर्वेदे, जाङ्गलमांसस्य षट् भेदाः वर्णिताः	आयुर्वेदशास्त्रानुसारं जाङ्गलमांसस्य भेदाः ८ (अष्टौ) सन्ति	जाङ्गलमांसस्य भेदाः ६	जाङ्गलमांसस्य द्विधा भेदाः सन्ति एकः जलजाङ्गलमांसः एवं अन	चत्वारः (४)	जाङ्गलमांसस्य भेदाः अष्टौ	२
319	अधोलिखितेषु पर्यायेषु पर्णमृगाणां विषये किं वाक्यं उचितम् अस्ति?	वृक्षेषु आरोहन्ति	विकीर्य भक्षयन्ति / जङ्घायाः बलतः गच्छन्ति / वृक्षेषु आरोहन्ति / ग्रामे वसन्ति	वृक्षेषु आरोहन्ति	वृक्षेषु आरोहन्ति	वृक्षेषु आरोहन्ति	"**जङ्घायाः बलतः गच्छन्ति**  

यतः पर्णमृगाः वेगाः धावकाः सन्ति, तेषां जङ्घाः बलवत्तरः भवन्ति"	वृक्षेषु आरोहन्ति	"पर्णमृगाणां विषये उचितं वाक्यं अस्ति - ""वृक्षेषु आरोहन्ति"""	पर्णमृगाः विकीर्य भक्षयन्ति	वृक्षेषु आरोहन्ति	पर्णमृगाणां विषये उचितं वाक्यं - वृक्षेषु आरोहन्ति	विकीर्य भक्षयन्ति
320	आनूपमांसस्य कति प्रकाराः सन्ति?	५	२ / ३ / ४ / ५	४	५	आनूपमांसस्य त्रयः प्रकाराः सन्ति	५	"चत्वारः

आनूपमांसस्य चत्वारः प्रकाराः सन्ति आयुर्वेदशास्त्रे आनूपमांसं जलचर"	आनूपमांसस्य ५ प्रकाराः सन्ति	आनूपमांसस्य चतुर्थ्यां अध्याये इतरस्मिन् सर्वेषामेव अन्नप्रकार	५	आनूपमांसस्य प्रकाराः त्रीणि सन्ति	२
321	शशकाः के इति कथ्यन्ते?	बिलेशयाः	पर्णमृगाः / गुहाशयाः / बिलेशयाः / विष्किराः	बिलेशयाः	बिलेशयाः	शशकाः बिलेशयाः कथ्यन्ते	**पर्णमृगाः**  शशकाः पर्णानि खादन्ति अतः ते पर्णमृगाः कथ्यन्ते	बिलेशयाः	शशकाः पर्णमृगाः इति कथ्यन्ते	शशकाः पर्णमृगाः इति कथ्यन्ते एते छायायाम् वसन्ते अथवा कुञ	विष्किराः	बिलेशयाः	विष्किराः
324	कः जीवः कूलेचरः इति  कथ्यते?	यः जलाशयस्य कूले चरति	यः भ्रमित्वा खादति / यः जलाशयस्य कूले चरति / यः समूहसहितं खादति / यः जलाशये प्रविश्य चरति	यः जलाशयस्य कूले चरति	कूलेचरः जीवः यः जलाशयस्य कूले चरति	यः जलाशयस्य कूले चरति	यः जलाशयस्य कूले चरति	यः जलाशयस्य कूले चरति	यः जलाशयस्य कूले चरति	जीवः कूलेचरः इति कथ्यते यः जलाशये प्रविश्य चरति तस्य जीव	यः भ्रमित्वा खादति	यः जलाशयस्य कूले चरति	"यः भ्रमित्वा खादति = कुत्रा
यः जलाशयस्य कूले चरति = काळ
यः समूहसहितं खादति = कुत्रा
यः जलाशये प्रविश्य चरति"
329	श्रेष्ठं मत्स्यमांसं किम्?	रोहितमांसम्	शिलोन्ध्रमांसम् / भाकुरमांसम् / रोहितमांसम् / श्रृङ्गीमांसम्	रोहितमांसम्	रोहितमांसम्	रोहितमांसम्	"**रोहितमांसम्** 

**कारणम् ?**

रोहितमांसं लघु, सुपाच्यं, बलवर्धकं च भवति"	"रोहितमांसम्

रोहित मत्स्यः आयुर्वेदे अत्यन्तं प्रशंसितः तस्य मांसं स्वादिष्ट"	रोहितमांसम्	श्रेष्ठं मत्स्यमांसं रोहितमांसम् अस्ति रोहितं मत्स्यं राजत्वेन ग	रोहितमांसम्	श्रेष्ठं मत्स्यमांसं शिलोन्ध्रमांसम्	श्रेष्ठं मत्स्यमांसम्
331	जलस्य कति भेदाः सन्ति?	४	२ / ३ / ४ / ५	५	३	जलस्य भेदाः चत्वारः सन्ति	चत्वारः	आयुर्वेदानुसारं जलस्य सप्त भेदाः सन्ति - दिव्यम्, कौपम्, सरसम्, नद्यम्, तडागम	जलस्य चत्वारः भेदाः सन्ति - स्थूल, सूक्ष्म, परिमाण, चित्त	जलस्य चार भेदाः सन्ति - जलं, तैलं, वारि च विमलं च इत्येते चारे	पञ्च	आयुर्वेदे जलस्य पञ्च भेदाः सन्ति	जलस्य ५ भेदाः सन्ति
333	धाराजलस्य कति भेदाः सन्ति?	२	२ / ३ / ४ / ५	४	३	धाराजलस्य त्रिविधा भेदाः सन्ति	४	"त्रयः

धाराजलस्य त्रयः भेदाः सन्ति - पृष्ठधारा, पार्श्वधारा, सर्वाङ्गधारा च"	धाराजलस्य चतुर्भेदाः सन्ति	धाराजलस्य त्रिधा भेदाः सन्ति - स्थूलधारा, सूक्ष्मधारा च जठराधार	३	धाराजलस्य त्रिभेदाः सन्ति	२
335	भौमजलस्य कति प्रकाराः भवन्ति?	३	२ / ३ / ४ / ५	५	४	भौमजलस्य चत्वारः प्रकाराः भवन्ति	**त्रयः**   भौमजलस्य  **स्वातीयं, आकाशजं,  तथा  वान्तरिकं** इति  त्रयः  प्रकाराः	चत्वारः	भौमजलस्य २ प्रकाराः भवन्ति	भौमजलस्य चार प्रकाराः भवन्ति - जल, वारि, तोय, नीर इति इति चत	भौमजलस्य प्रकाराः पञ्च	भौमजलस्य पञ्च प्रकाराः भवन्ति	५
337	जलपानस्य विधेः कः कालः उचितः?	मुहुर्मुहुः	भोजनात्पूर्वम् / भोजनमध्यम् / भोजनान्ते / मुहुर्मुहुः	भोजनात्पूर्वम्	भोजनान्ते	मुहुर्मुहुः	भोजनात्पूर्वम्  पूर्वं खादितः जलपानः जठरानलं वर्धयति, भोजनस्य पाचनं च सुकरं करोति	भोजनात्पूर्वम्	भोजनात्पूर्वम् उचितः	जलपानं भोजनात् पूर्वमुचितम् इति आयुर्वेदः वदति जलसेवनं भ	भोजनान्ते	भोजनात्पूर्वम्	भोजनान्ते
339	कस्मिन् रोगे शीतलजलपानम् शस्यते?	मदात्ययः	विद्रधिः / मदात्ययः / पार्श्वशूलः / वद्धकोष्ठः	मदात्ययः	विद्रधिः	विद्रधिः	"**मदात्यये** शीतलजलपानं शस्यते 

**कारणम्**: मदात्यये पित्तं कुपितं भवति, शीतलजलं तु पित्तं शमयति"	मदात्ययः	विद्रधिः रोगे शीतलजलपानम् शस्यते	शीतलजलपानं विद्रधिरोगे शस्यते विद्रधिः एक त्वचाजन्यः रोग	"वद्धकोष्ठः 

शीतलजलपानं पार्श्वशूले मदात्यये विद्रधौ च न हितकरं भवति"	मदात्यये	विद्रधिः
340	कस्मिन् रोगे अल्पजलपानम् शस्यते?	सर्वे	उदररोगः / मुखप्रसेकः / क्षयः / सर्वे	उदररोगः	उदररोगः	सर्वे	**उदररोगे**	उदररोगः	उदररोगे अल्पजलपानम् शस्यते	उदररोगे अल्पजलपानं शस्यते उदररोगः अनेकानि रोगाः जायन्त	क्षयः	मुखप्रसेकः	उदररोगः
343	दुग्धपानम् कस्मिन् रोगे शस्यते?	सर्वेषु	जीर्णज्वरे / योनिरोगे / उदावर्ते / सर्वेषु	सर्वेषु	जीर्णज्वरे	जीर्णज्वरे	"**जीर्णज्वरे** 

जीर्णज्वरस्य पश्चात् शरीरे बलवर्धकः आहारः आवश्यकः, दुग्धं च बलवर्धकम्"	सर्वेषु	दुग्धपानम् जीर्णज्वरे शस्यते	दुग्धपानं योनिरोगे शस्यते योनिरोगः अर्थात् प्रजननाङ्गगतव	जीर्णज्वरे शस्यते	दुग्धपानं जीर्णज्वरे शस्यते	जीर्णज्वरे
346	किं दुग्धं कृमिकुष्ठनाशकम् अस्ति?	औष्ट्रदुग्धम्	औष्ट्रदुग्धम् / घोटकीदुग्धम्  / आविकदुग्धम्  / स्त्रीदुग्धम् 	घोटकीदुग्धम्	औष्ट्रदुग्धम्	घोटकीदुग्धम्	"**औष्ट्रदुग्धम्** 

**कथम् ?** औष्ट्रदुग्धं रूक्षं, उष्णं च भवति एतत् गुणद्वयं कृमिकुष्ठस्य शमनं करोति"	स्त्रीदुग्धम्	आविकदुग्धम्	औष्ट्रदुग्धम् दुग्धं कृमिकुष्ठनाशकम् अस्ति औष्ट्रदुग्धम	"**औष्ट्रदुग्धम्**

कारणम्: 
ઔष्ट्रदुग्धे कफापनम् वर्धयति, कृमिकुष्ठनाशकम् च"	आविकदुग्धम्	स्त्रीदुग्धम्
350	सितायुक्तं दुग्धं किम् भवति?	शुक्रजनकः	वातनाशकः / शुक्रजनकः / कृच्छ्रनाशकः / कफकारकः	कफकारकः	वातनाशकः	कफकारकः	**कफकारकः** |  हिमं शीतलं च भवति, शीतगुणेन कफं वर्धयति |	कफकारकः	सितायुक्तं दुग्धं वातनाशकः भवति	सितायुक्तं दुग्धं शुक्रजनकम् भवति	कफकारकः	कृच्छ्रनाशकः	वातनाशकः
352	दध्नः भेदाः कति?	५	२ / ३/ ४ / ५	५	४	दध्नः भेदाः ३	षट्  दधि भेदाः - मधुरम्, अम्लम्, लवणम्, कटुकम्, कषायम्, तिक्तम् च	"उत्तरम् - ३

आयुर्वेदे दध्नः त्रयः भेदाः प्रसिद्धाः सन्ति:

१ स्वदु दधि (म"	दध्नः भेदाः पञ्च प्रकाराः	दध्नः भेदाः चत्वारः अस्ति - आम्लजम्, मधुरम्, कटुम्, लवणम्	पञ्च	दध्नः भेदाः पञ्च	२
353	किम् दधि उत्तमम् स्यात्?	आजम्	माहिषम् / गव्यम् / आजम् / गालितम्	गव्यम्	गव्यम्	गव्यम्	"**गव्यम्**  

**कथम्?**  गव्यं दधि सुपाच्यं बलवर्धकं च"	"गव्यम्

कारणम्: गव्यं दधि आयुर्वेदे अत्यन्तं प्रशंसितम् तत् सात्त्विकं, पौष"	गव्यम् उत्तमम् स्यात्	माहिषं दधि उत्तमं स्यात् अस्य स्वादुरसस्तृष्णासहकारित्वात् माह	गव्यम्	गव्यम्	गव्यम्
357	अधोलिखितेषु पर्यायेषु तक्रस्य पर्यायाः के?	सर्वे	छोल / छच्छिका / श्वित / सर्वे	सर्वे	तक्रस्य पर्यायाः छोल / छच्छिका / श्वित इति	सर्वे	"**सर्वे** | 

**कथम्?** एतेषु सर्वेषु पर्यायेषु तक्रस्य प्रयोगः दृश्यते"	सर्वे	"तक्रस्य पर्यायः ""छोल"" अस्ति"	तक्रस्य पर्यायाः छोलः एव	सर्वे	छोल / छच्छिका / श्वित / सर्वे	तक्र = छोल / छच्छिका / श्वित / सर्वे
361	किं घृतं विषनाशकम् अस्ति?	वडवा	नारी घृतः / आविकः / माक्षिषः / वडवा	माक्षिषः	नारी	माक्षिकः	"आम् 
कारणं - घृतं सर्वविषनाशकम् उच्यते"	आविकः	नारी घृतः विषनाशकम् अस्ति	घृतं विषनाशकमस्ति वडवा् एवं अन्ये उत्तराणि तुष्टाः न भव	"नारी

कारणम्:

नारी, नवनीतं वापि, गौदुग्धजं घृतम् अत्यंतं रसायनम् अस्ति
तस्मिन् विषघ्नगुणा: सन्ति

विषनाशिनीना"	नारी घृतम्	नारी घृतम्
