ID	QUESTION	ANSWER	CHOICES	gpt-4o	claude-3-5-sonnet-20240620	gemini-1.5-pro	mistral-large-latest	llama-v3p1-405b-instruct
816	रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः कः आसीत्?	मातलिः		मातलिः	"विभीषणः

श्रीरामस्य रथस्य सारथिः मातलिः आसीत्, यः इन्द्रस्य सारथिः अपि आसीत् यु"	हनुमान्  हनुमान् श्रीरामस्य परमभक्तः आसीत् अतः सः तस्य साहाय्यार्थं रथं निरवाहयति स्म	लक्ष्मणः	इन्द्रजित्
817	रावणस्य अन्तिमसंस्कारं कः अकरोत्?	विभीषणः		विभीषणः	"विभीषणः रावणस्य अन्तिमसंस्कारं अकरोत्

रावणस्य मृत्योः पश्चात्, तस्य अनुजः विभी"	विभीषणः रामस्य आज्ञया	विभीषणः	विभीषणः
818	श्रीरामस्य वनवासात् प्रत्यागमनस्य सूचनां भरताय कः दत्तवान्?	हनुमान्		हनुमान्	हनुमान्	हनुमान्  हनुमान् रामस्य मुद्रिकां नीत्वा भरताय रामस्य कुशलतां वनवाससमाप्तिं च अज्ञापयत्	हनुमान्	हनुमान्
819	ब्रह्मणः वरप्रार्थनसमये कुम्भकर्णस्य जिह्वायां का देवी आसीनासीत्?	सरस्वती		सरस्वती	सरस्वती	सरस्वती कुम्भकर्णस्य वाक्पटुतां वर्धयितुम्	सरस्वती	सरस्वती
820	लङ्कायाः गमनाय समुद्रे सेतुनिर्माणसमये श्रीरामः कस्य देवस्य आराधनां अकुरुत?	शिवस्य		शिवस्य	श्रीरामः समुद्रगमनाय सेतुनिर्माणसमये समुद्रदेवस्य (वरुणस्य) आराधनां अकरोत्	"श्रीरामः **वरुणदेवस्य** आराधनाम् अकुरुत  

समुद्रस्य देवः वरुणः अस्ति, अतः तस्य आराधनाम् अकरोत् श्रीरामः"	समुद्रे सेतुनिर्माणसमये श्रीरामः समुद्रदेवस्य आराधनां अकुरुत	श्रीरामः वरुणदेवस्य आराधनां अकरोत्
821	यस्मिन् दिवसे श्रीरामेण रावणः विजीतः तस्मिन् दिने का तिथि: आसीत् ?	दशमीतिथिः		विजयदशमी	विजयादशमी	**विजयादशमी**	विजया	विजयादशमी
822	राज्ञः दशरथस्य राज्ञीनां मध्ये ज्येष्ठा का आसीत् ?	कौसल्या		कौसल्या	"कौसल्या

राज्ञः दशरथस्य राज्ञीनां मध्ये कौसल्या ज्येष्ठा आसीत्"	कौशल्या	कौसल्या	कौसल्या
823	यदा रावणः सीतायाः हरणं कृत्वा गच्छति स्म तदा मार्गे तस्य प्रतिरोधं कः वीरः अकरोत् ?	जटायुः		जटायुः	जटायुः	जटायुः	जटायुः	जटायुः
824	रावणस्य सः कः भ्राता यः श्रीरामस्य शरणं प्राप्तवान् ?	विभीषणः		विभीषणः	विभीषणः	विभीषणः  लंकायां धर्माचरणार्थम्	विभीषणः	विभीषणः
825	लङ्कां कः दग्धवान् ?	हनुमान्		हनुमान्	हनुमान्	हनुमान्  लङ्कायां सीतां दृष्ट्वा प्रत्यागमनसमये हनुमान् पुच्छे अग्निं धृत्वा लङ्कां दग्धवान्	हनुमान्	हनुमान्
826	राक्षसेभ्यः यज्ञस्य रक्षणाय राजा दशरथात् श्रीराम-लक्ष्मणौ कः ऋषिः याचित्वा नीतवान् ?	विश्वामित्रः		वसिष्ठः	विश्वामित्रः	विश्वामित्रः	विश्वामित्रः	विश्वामित्रः
827	अयोध्यायाः कुलगुरुः कः आसीत् ?	वसिष्ठः		वशिष्ठः	वसिष्ठः	वसिष्ठः	वशिष्ठः	वशिष्ठः
828	सीता स्वयंबरस्य कः मनोरथः आसीत् ?	शिवधनुषोत्तोलनम्		विवाहः	सीता स्वयंवरस्य मुख्यः मनोरथः शिवधनुषः भङ्गः आसीत् जनकराजेन एतत् कठिनं कार्	श्रीरामः	शिवधनुषः तोडनम्	श्रीरामस्य विवाहः
829	लंकां गत्वा सीतायाः सङ्केतं कः ज्ञातवान् ?	हनुमान्		हनुमान्	हनुमान्	हनूमान्  हनुमान् अशोकवनिकायं सीतां दृष्टवान्, तेन च अङ्गुलीयकं दत्तं रामात्	हनुमान्	हनुमान्
830	अयोध्यायां श्रीरामलक्ष्मणभरतशत्रुघ्नेभ्यः शस्त्रशास्त्रयोः शिक्षां कः अददात् ?	विश्वामित्रः		वसिष्ठः	विश्वामित्रः	विश्वामित्रः	विश्वामित्रः	वशिष्ठः
831	दशरथः एतेषु कस्य वंशस्य आसीत् ?	रघुवंशस्य	 यदुवंशस्य / पूरुवंशस्य / कुरुवंशस्य / रघुवंशस्य	रघुवंशस्य	रघुवंशस्य	**इक्ष्वाकुवंशस्य** | दशरथः इक्ष्वाकुवंशस्य राजा आसीत् |	रघुवंशस्य	रघुवंशस्य
832	श्रीरामस्य जन्म कदा अभवत् ?	नवम्यां तिथौ		चैत्रमासे	चैत्रशुक्लनवमी	त्रेतायुगे	चैत्रे	चैत्र-मासस्य शुक्ल-पक्षस्य नवमी तिथौ पुनर्वसु नक्षत्रे कौशल्यानन्दवर्धनः श्रीरामः प्रादुरभवत्
833	श्रीरामलक्ष्मणभरतशत्रुघ्नेषु स्वस्य कोपी स्वभावेन कः प्रसिद्धः आसीत्?	लक्ष्मणः		लक्ष्मणः	"लक्ष्मणः

श्रीरामचन्द्रस्य भ्रातृषु लक्ष्मणः एव स्वस्य कोपी स्वभावेन प्"	"**भरतः** |

यतः सः रामस्य प्रति निष्कपटं प्रेम स्नेहं च भजते स्म"	भरतः	श्रीरामलक्ष्मणभरतशत्रुघ्नेषु लक्ष्मणः स्वस्य कोपी स्वभावेन प्रसिद्धः आसीत्
834	सीतायाः स्वयंवरे यद् धनुः व्यवहृतं तत् कस्य आसीत्?	शिवस्य		शिवस्य	शिवस्य	**शिवस्य**  **भगवता शंकरेन पार्वत्याः स्वयंवरे तद् धनुः रक्षितम् आसीत्**	शिवस्य	शिवस्य
835	कः सः ऋषिः यः सीतायाः स्वयंवरे श्रीरामलक्ष्मणयोः च उपरि रुष्टः आसीत्?	परशुरामः		परशुरामः	"विश्वामित्रः

विश्वामित्र ऋषिः सीतायाः स्वयंवरे श्रीरामलक्ष्मणयोः उपरि रुष्"	विश्वामित्रः |  श्रीरामलक्ष्मणयोः आगमनेन स्वयंबर-मण्डपस्य रक्षणं न भविष्यति इति तस्य चिता आसीत् |	परशुरामः	परशुरामः
836	लवकुशयोः गुरुः कः आसीत्?	वाल्मीकिः		वाल्मीकिः	वाल्मीकिः	वाल्मीकिः	वाल्मीकिः	वाल्मीकिः
837	अशोकवाटिकायां सीता हनूमते किम् वस्तु अभिज्ञानरूपेण अददात्?	चूडामणिः		चूडामणिः	"चूडामणिम्

सीता हनूमते अभिज्ञानरूपेण स्वकीयं चूडामणिम् अददात् एषः मणिः रामेण सी"	मुद्रिकाम् हनुमता स्वपति-पहिचानार्थम् सीता स्वीयां अंगुलीयकं अददात्	चूडामणिम्	चूडामणिम्
838	महर्षिः वाल्मीकिः कस्य वंशे उत्पन्नः?	भृगोः		भृगुवंशे	महर्षिः वाल्मीकिः प्राचेतस वंशे उत्पन्नः	प्रचेतसः	ब्राह्मण	भृगुवंशे
839	त्रिजटा राक्षसी विभीषणस्य का आसीत्?	भगिनी		कन्या	त्रिजटा राक्षसी विभीषणस्य पुत्री आसीत्	भगिनी	त्रिजटा भगिनी	दासी
840	लङ्कायाः निर्मितिः केन कृता?	विश्वकर्मणा		विश्रवसः पुत्रेण	रामायणानुसारं लङ्कायाः निर्मितिः विश्वकर्मणा कृता विश्वकर्मा देवानां शिल्पी आसीत्, य	विश्वकर्मणा	विश्वकर्मणा	विश्वकर्मणा
841	श्रीरामं वनात् अयोध्यां प्रतिनेतुं एतेषु कः न गतवान्?	दशरथः	 जनकः / भरतः / सुमन्त्रः / दशरथः	दशरथः	दशरथः	"**जनकः** 

जनकः मिथिलायाः राजा आसीत्, अयोध्यायाः न"	दशरथः	दशरथः
842	भरतः अयोध्यायाः सिंहासने श्रीरामस्य किं वस्तु स्थापयित्वा तस्य आगमनपर्यंतं राज्यं चालयामास?	पादुके		पादुकाः	भरतः अयोध्यायाः सिंहासने श्रीरामस्य पादुके स्थापयित्वा तस्य आगमनपर्यंतं राज्यं चालय	पादुके रामस्य आज्ञां पूजयित्वा	पादुकाः	पादुके
843	सीतायाः सङ्केतप्राप्त्यर्थं लंकां गच्छते हनुमते कः पर्वतः स्वागतं व्याजहार ?	मैनाकः		मैनाकः	"मैनाकः पर्वतः हनुमते स्वागतं व्याजहार

रामायणे वर्णितं यत् समुद्रं लङ्घयन्तं हनु"	मलयः  हनुमते लंकां गच्छति सति मलयपर्वतः स्वागतं व्याजहार यतः स तस्य मार्गे आसीत्	मैन्दः	मैनाकः
844	दशरथस्य तिस्रः राज्ञ्यः गर्भधारणाय कस्य वस्तुनः भक्षणं कृतवत्यः?	चरुः		पायसम्	दशरथस्य तिस्रः राज्ञ्यः गर्भधारणाय पायसस्य भक्षणं कृतवत्यः	पायसस्य	पायसस्य	पायसस्य
845	श्रीरामलक्ष्मणाभ्यां बलातिबलयोः विद्यायोः ज्ञानं केन प्रदत्तम्?	विश्वामित्रेण		विश्वामित्रेण	"विश्वामित्रेण 

श्रीरामचन्द्रस्य लक्ष्मणस्य च बलातिबल इति विद्याद्वयं विश्वामित्"	भगवता  विश्वामित्रेण   तपसा  प्राप्तम्	विश्वामित्रः	वशिष्ठेन
846	शुनःशेपस्य रक्षा केन कृता?	विश्वामित्रेण		वसिष्ठेन	रामेण	विश्वामित्रेण  रावणात् रक्षार्थम्	विश्वामित्रेण	विश्वामित्रेण
847	सिद्धार्थः अयोध्यायां कस्मिन् पदे आसीत्?	मन्त्री		राजकुमारः	अश्वपतिः	युवराजपदे	राजकुमारः	सिद्धार्थः अयोध्यायां राजकुमारपदे आसीत्
848	राज्ञः दशरथस्य सारथिः कः आसीत्?	सुमन्त्रः		सुमन्त्रः	सुमन्त्रः	कौसल्या	सुमन्त्रः	सुमन्त्रः
849	सीतायाः हरणाय रावणः केन वेषेन आगच्छत्?	साधुवेशेन		भिक्षुक-वेषेण	रावणः संन्यासि-वेषेन (भिक्षु-वेषेन वा) सीतायाः हरणाय आगच्छत्		मृगवेषेन	भिक्षुवेषेण
850	राज्ञः दशरथस्य सा का राज्ञी या तेन सह युद्धेषु भागमगृह्णात्?	कैकेयी		कैकेयी	कैकेयी	कौसल्या	कैकेयी	कौसल्या
851	कुशनाभस्य पुत्र्यः कस्य क्रोधेन कुब्जाः जाता:?	वायोः		वायोः	"वायोः क्रोधेन कुशनाभस्य पुत्र्यः कुब्जाः जाताः

कुशनाभस्य शतं कन्याः आसन्"	श्रीरामस्य	रामस्य	वायो:
852	वनवासकाले श्रीरामादिषु शृङ्गवेरपुरे प्राप्ते कः तेषां स्वागतं कृतवान्?	गुहः		गुहः	गुहः	निषादराजः	गुहः	निषादराजः
853	श्रीरामः लक्ष्मणसीताभ्यां सहितः वनवासाय केन वेषेण गतः?	तपस्विनः वेषेण		तपस्वी-वेषेण	श्रीरामः लक्ष्मणसीताभ्यां सहितः वनवासाय तापस-वेषेण गतः	तपस्विभिः रक्षार्थम्	वैश्यवेषेण	मुण्डित-जटावेषेण
854	रामायणे किष्किन्धाकाण्डात् परं किं काण्डम् आगच्छति?	सुन्दरकाण्डम्		सुन्दरकाण्डम्	सुन्दरकाण्डम्	सुन्दरकाण्डम्	सुन्दरकाण्डम्	सुन्दरकाण्डम्
855	सः कः राक्षसः यः रावणाय सिताहरणस्य मन्त्रणां कृतवान् आसीत्?	अकम्पनः		मारीचः	"मारीचः

मारीचः नाम राक्षसः रावणाय सीताहरणस्य मन्त्रणां कृतवान् आसीत् सः एव स्वर्"		मारीचः	शूर्पणखा
856	श्रीरामसीताभ्यां सह अन्यः कः वनम् अगच्छत्?	लक्ष्मणः		लक्ष्मणः	"लक्ष्मणः

श्रीरामसीताभ्यां सह लक्ष्मणः वनम् अगच्छत् रामायणे वर्णितम् अस्"	लक्ष्मणः  भ्रातृभक्त्या	लक्ष्मणः	लक्ष्मणः
857	सम्पातेः (गृध्रस्य) पक्षौ कथं दग्धौ अभवताम्?	सूर्यस्य प्रखरकिरणैः		सूर्यः	"सम्पातेः पक्षौ सूर्य-समीपं गमनेन दग्धौ अभवताम् 

रामायणानुसारं, जटायुः सम्पाति"	हनुमत्प्लुतम् अग्निम् दृष्ट्वा	लङ्कादहने	जटायुषा सह युद्धे
858	प्रहस्तः कः आसीत्?	रावणस्य सेनापतिः		रावणस्य मन्त्रिणः	प्रहस्तः रावणस्य मुख्यमन्त्री आसीत् सः रावणस्य विश्वस्तः सेनापतिः च आसीत् रामाय	रावणस्य अनुजः	प्रहस्तः रावणस्य सेनापतिः आसीत्	रावणस्य मन्त्री
859	महोदरः प्रहस्तः धूम्राक्षः मारीचः शुकः सारणः - एते सर्वे लङ्कायां केषु पदेषु स्थिताः आसन् ?	अमात्यपदे		मन्त्रिणः	एते सर्वे लङ्कायां मन्त्रिपदेषु स्थिताः आसन् रावणस्य मुख्यमन्त्रिणः एते आसन्	**मन्त्रिषु**  एते सर्वे रावणस्य मन्त्रिणः आसन्	मन्त्रिपदेषु	द्वारेषु
860	लङ्कायाः गमनाय समुद्रे निर्मितः सेतुः केन निर्मितः आसीत्?	नलेन		हनुमता	वानरैः	वानरैः  रामसेतुबन्धनाय वानरैः पाषाणाः समुдре क्षिप्ताः	नलः	वानरसेनया
861	ऋषेः भरद्वाजस्य गुरु: कः महर्षिः आसीत् ?	वाल्मीकिः		वाल्मीकिः	वाल्मीकिः	वसिष्ठः	वाल्मीकिः	वाल्मीकिः
862	हनुमतः (लङ्कां गच्छतः)  बलं पराक्रमं च परिक्षितुं देवताः कं राक्षसीरूपेण मार्गे विघ्नमुत्पादयितुं प्रेषितवन्तः ?	सुरसा		सूर्यः	"सुरसाम्

देवताः हनुमतः बलं पराक्रमं च परीक्षितुं सुरसां नाम राक्षसीरूपेण मार्गे विघ"	**इन्द्रजित्**	सुरसा	सुरसा
863	सः कः राक्षसः यस्य मायया श्रीरामस्य कर्तितं शिरः दर्शयित्वा सीतां व्यकुलयितुं प्रयासम् अकरोत् ?	विद्युज्जिह्वः		मारीचः	"मारीचः

मारीचः नाम राक्षसः स्वमायया श्रीरामस्य कर्तितं शिरः निर्माय सीतायाः पुरतः प्"	**रावणः** रावणः सीतां हर्तुं छलम् अकरोत्	मारीचः	मारीचः
864	सीताया: स्वयंवरे गच्छद्भ्यां श्रीरामलक्ष्मणाभ्यां सहितः कः ऋषिः आसीत्?	विश्वामित्रः		विश्वामित्रः	विश्वामित्रः	"विश्वामित्रः 

रामो लक्ष्मणश्च राज्ञः दशरथस्य आज्ञया विश्वामित्रं रक्षितुं गतवान्"	विश्वामित्रः	विश्वामित्रः
865	रामरक्षास्तोत्रस्य' रचना केन कृता?	विश्वामित्रेण		बुद्धकौशिकमुनिना	बुधकौशिकेन	बुद्धकौशिकेन	बुधकौशिकेन	बुधकौशिकेन
866	तारकासुरेण सह देवतानां युद्धे देवतानां सेनापति: कः आसीत्?	कार्त्तिकेयः		कार्तिकेय:	इन्द्रः	कार्तिकेयः  कार्तिकेयः देवानां सेनापतिः आसीत्	इन्द्रः	कार्तिकेयः
867	देवतायाः चिकित्सकः कः आसीत्?	अश्विनिकुमारौ		धन्वन्तरिः	धन्वन्तरिः	अश्विन्	धन्वन्तरिः	सुषेणः
868	पुष्पकविमानस्य निर्माणं केन कृतम्?	विश्वकर्मणा		विश्वकर्मणा	पुष्पकविमानस्य निर्माणं विश्वकर्मणा कृतम्	विश्वकर्मा	विश्वकर्मणा	विश्वकर्मणा
869	रावणस्य शरीरं कस्य वर्णस्य आसीत्?	कृष्णवर्णस्य		कृष्ण	रावणस्य शरीरं कृष्णवर्णस्य आसीत्	नीलः	श्यामवर्णस्य	नीलवर्णस्य
870	श्रीरामस्य शरीरस्य वर्णः कः आसीत्?	नीलः		शामलः	"नीलः

श्रीरामस्य शरीरवर्णः नीलः आसीत् रामायणे श्रीरामं वर्णयन्ति ""मेघश्यामं"	श्यामः   नीलजीमूतसङ्काशः इति वर्णनम् रामायणे आगच्छति	श्यामः	श्रीरामस्य शरीरस्य वर्णः श्याम आसीत्
871	लक्ष्मणस्य शरीरं कस्य वर्णस्य आसित् ?	गौरवर्णस्य		श्वेतवर्णम्	"लक्ष्मणस्य शरीरवर्णः स्वर्णाभः अथवा कनकवर्णः आसीत्

रामायणे लक्ष्मणस्य"	श्यामम्	लक्ष्मणस्य शरीरं नीलस्य वर्णस्य आसीत्	लक्ष्मणस्य शरीरं सुवर्णवर्णस्य आसीत्
872	भरतस्य शरीरं कस्य वर्णस्य आसित् ?	नीलवर्णस्य		श्यामम्	श्याम	श्यामम्  यतः रामस्य अनुजः अपि श्यामवर्णः एव आसीत्	श्यामवर्णस्य	भरतस्य शरीरं श्यामवर्णस्य आसीत्
873	श्रीरामस्य आज्ञया सीतां वने त्यक्तुं कः गतः ?	लक्ष्मणः		लक्ष्मणः	लक्ष्मणः	लक्ष्मणः   रामस्य आज्ञया गतः	लक्ष्मणः	लक्ष्मणः
874	देवतानां गुरु: कः आसीत् ?	बृहस्पतिः		बृहस्पतिः	"बृहस्पतिः

बृहस्पतिः देवानां गुरुः आसीत् सः वेदेषु च पुराणेषु च देवलोकस्य आचार्"	बृहस्पतिः	बृहस्पतिः	बृहस्पतिः
875	असुराणां गुरु: कः आसीत् ?	शुक्राचार्यः		शुक्रः	शुक्राचार्यः	शुक्राचार्यः	शुक्रः	शुक्राचार्यः
876	रावणः तथा मान्धाता इत्यनयोः मध्ये  शान्तिं स्थापयितुं कः महर्षिः मध्यस्थतां कृतवान्?	गालवः		अगस्त्यः	क्षमस्व, रामायणे रावणस्य मान्धातुश्च मध्ये शान्तिं स्थापयितुं कस्यचिदपि महर्षेः मध	महात्मना पुलस्त्येन	वसिष्ठः	गौतमः
877	गाधेः जन्म कस्य यज्ञस्य करणात् अभवत् ?	पुत्रेष्टियज्ञस्य		ऋष्यशृङ्गस्य	विश्वामित्रस्य	श्रृङ्गीऋषेः यज्ञस्य	पुत्रकामेष्टिः	पुत्रकामेष्टि
878	मेघनादेन प्रयुक्तेन नागपाशेन बद्धौ श्रीरामलक्ष्मणौ कः मुक्तवान्?	गरुडः		गरुडः	गरुडः	"गुरुणा

कथम्?  गरुडेन नागपाशं भेदित्वा"	गरुडः	गरुडः
879	विष्णुः वामनरूपेण कस्य गर्भात् जातः?	अदितेः		अदित्या:	विष्णुः वामनरूपेण अदितेः गर्भात् जातः	अदितिः   कश्यपप्रजापतेः पत्न्याः अदित्याः गर्भात् वामनः अजायत	अदितेः	कश्यपस्य
880	रामादिषु चतुर्षु भ्रातृषु द्वितीयः कः आसीत्?	भरतः		लक्ष्मणः	भरतः	**भरतः**	लक्ष्मणः	लक्ष्मणः
881	म्लेच्छानां उत्पत्तिः कुतः अजायत?	कामधेनोः रोमकूपात्		ब्राह्मणशापतः	रामायणानुसारं म्लेच्छानां उत्पत्तिः विश्वामित्रस्य गवां रक्षणार्थं कृतात् यज्ञात् अज	पुलिन्दस्य  पुत्रात्   तस्य नाम आसीत्  वज्रनाभः यस्य  म्लेच्छजातयः उत्पन्नाः	ब्रह्म-शापात्	वाल्मीकि-रामायणे उत्तरकाण्डे वर्णितमस्ति यत् म्लेच्छानां उत्पत्तिः वाराहावतारे विष्णुना हिरण्याक्ष-वधानन्तरं पृ
882	हनुमन्तं प्रथमतः कः रावणस्य पुरतः नीतवान्?	मेघनादः		मेघनादः	सुरसा	विभीषणः	विभीषणः	शुकः
883	ऋक्षबिले (गुहायां) हनुमदङ्गदादिभिस्सह कस्य साक्षात्कारः अभवत्?	स्वयंप्रभायाः		संपातेश्च	सुग्रीवस्य	"**सीतायाः** 

हनुमदादिभिस्सह सीतायाः एव साक्षात्कारः अभवत्"	सीतायाः	सुग्रीवस्य
884	वनवासकाले श्रृङ्गवेरपुरे श्रीरामस्य पादौ कः प्राक्षालयत्?	केवटः		गुहः	गुहः	भरतः	गुहः	निषादराजः
885	गायत्रीमन्त्रे कस्य देवस्य आराधना अस्ति?	सूर्यस्य		सवितुः	सवितुः	"**सूर्यस्य** |

**यतः** सविता देवस्यैव सावित्री गायत्री इति श्रुतिः"	सवितुः	सविता
886	पञ्चवट्यां सीताया: कुट्याः पुरतः रेखां कः अलिखत्?	लक्ष्मणः		लक्ष्मणः	लक्ष्मणः	लक्ष्मणः  सीतायाः सुरक्षार्थम्	लक्ष्मणः	लक्ष्मणः
887	कः स ऋषिः यः 'मरा-मरा' इति जपं कृत्वा तपः अकरोत्?	वाल्मीकिः		वाल्मीकिः	कुम्भकर्णः	वाल्मीकिः  रामकथां श्रुत्वा शोकवशात् एवम् अकरोत्	विश्वामित्रः	वाल्मीकिः
888	लोकपालानां गजाः किम् उच्यन्ते?	दिग्गजाः		दिग्गजाः	लोकपालानां गजाः दिग्गजाः उच्यन्ते	दिग्गजाः	ऐरावतादयः	दिग्गजाः
889	दशरथः कस्मै नृपतये स्वपुत्रीं पोष्यपुत्रिकारूपेण अयच्छत्?	रोमपादाय		लोपामुद्रे	दशरथः रोमपादाय स्वपुत्रीं शान्तां पोष्यपुत्रिकारूपेण अयच्छत्	जनकाय दशरथस्य घनिष्ठः मित्रः इति कारणात्	जनकाय	लोमपादाय
890	यदा श्रीरामः स्वर्णमृगं बाणेन हत्वा पातितवान् तदा तस्य मुखात् विलापस्वरेण किम् निर्गतम्?	हा लक्ष्मण!		लक्ष्मणः	"यदा श्रीरामः स्वर्णमृगं (मारीचं) बाणेन हत्वा पातितवान्, तदा तस्य मुखात् ""सीते लक्"	मारुतिः	लक्ष्मण	हा सीते लक्ष्मण इति
891	भरतस्य कः मंत्री श्रीरामस्य वनवासात् अयोध्याप्रत्यागमने तेषां स्वागतं कर्तुं गतः आसीत्?	अर्थसाधकः		सुमन्त्रः	"सुमन्त्रः

सुमन्त्रः महाराज दशरथस्य मन्त्री आसीत् स एव भरतस्यापि मन्त्री आसीत"	शतृघ्नः	गुहः	हनुमान्
892	महर्षये वाल्मीकये रामकथां कः श्रावितवान्?	नारदः		नारदः	"नारदः

महर्षिः नारदः एव वाल्मीकये रामकथां श्रावितवान् नारदः देवर्षिः सन् सर्वज्ञः आस"	नारदः  नारदः वाल्मीकिना पृष्टः तदा श्रेष्ठचरितपुरुषस्य वर्णनम् अकरोत्	ब्रह्मा	नारदः
893	रभसनामकं यौद्धिकविधिं श्रीरामः कस्मात् अधिगतवान् आसीत्?	विश्वामित्रात्		विश्वामित्रात्	श्रीरामः रभसनामकं यौद्धिकविधिं अगस्त्यमुनेः अधिगतवान् आसीत्	विश्वामित्रात्  रामलक्ष्मणाभ्यां रावणादीनां राक्षसानां वधार्थं विश्वामित्रो रभसनादिकानि दिव्यास्त्राणि दत्तवान्	विश्वामित्रात्	विश्वामित्रात्
894	प्राजापत्यपुरुषेण प्रदत्तस्य चरोः कियन्तम् अंशं दशरथः कौसल्यायै दत्तवान्?	अर्धांशम्		अर्धम्	अर्धम्	अर्धम्  यतः यज्ञभागरूपेण प्राप्तं चरुं समं विभज्य कौसल्यायै दत्तवान्	अर्धम्	अर्धभागम्
895	प्राजापत्यपुरुषेण प्रदत्तस्य चरोः कियन्तम् अंशं दशरथः कैकैय्यै दत्तवान्?	चतुर्थांशम्		एकः	अर्धम्	अष्टधा	अर्धम्	दशरथः कैकैय्यै द्वौ अंशौ दत्तवान्
896	प्राजापत्यपुरुषेण प्रदत्तस्य चरोः कियन्तम् अंशं दशरथः सुमित्रायै दत्तवान्?	चतुुर्थांशम्		अर्धम्	अर्धम्	अर्धम्  यतः सुमित्रायाः द्वौ अंशौ इच्छति स्म	अर्धम्	अर्धभागम्
897	काकभुशुण्डिः पूर्वजन्मनि कः आसीत्?	ब्राह्मणः		अश्वत्थामा	काकभुशुण्डिः पूर्वजन्मनि चण्डालः आसीत्	इन्द्रद्युम्नः	जटायुः	काकभुशुण्डिः पूर्वजन्मनि शिवभक्तः ब्राह्मणः आसीत्
898	श्रीरामस्य वनवासकालीनकथा रामायणस्य कस्मिन् काण्डे अन्तर्भवति?	अरण्यकाण्डे		अयोध्याकाण्डे	अरण्यकाण्डे	अरण्यकाण्डे	अरण्यकाण्डम्	अयोध्याकाण्डे
899	ताटका (राक्षसी) राक्षसीभवनात् पूर्वं का आसीत्?	यक्षिणी		गन्धर्वकन्या	"ताटका पूर्वं यक्षिणी आसीत्

रामायणानुसारं, ताटका मूलतः यक्षिणी आसीत्, या शापवशात् रा"	सुन्दरी  |  सुन्दरत्वेन प्रभावितः पुत्रं याचमाना शापिता	यक्षी	यक्षिणी
900	सनाभः' इति कस्य पर्वतस्य एकं नाम अस्ति?	मैनाकस्य		गन्धमादनः	चित्रकूटस्य	मेरुः  सनाभ इति मेरुपर्वतस्यैव अन्यनाम	हिमवतः	त्रिकूटपर्वतस्य
901	कः ऋषिः सीतायाः शुद्धतायाः प्रतिज्ञां कृतवान्?	वाल्मीकिः		वसिष्ठः	अगस्त्यः	वाल्मीकिः   वाल्मीकिः स्वस्य काव्ये सीतायाः पवित्रतायाः घोषणां कृतवान्	वाल्मीकिः	वाल्मीकिः
902	रावणस्य भ्रातृषु कनिष्ठः कः आसीत्?	विभीषणः		विभीषणः	विभीषणः रावणस्य कनिष्ठभ्राता आसीत्	विभीषणः	विभीषणः	विभीषणः
903	श्रीरामसहितेषु सर्वेषु भ्रातृषु कनिष्ठः कः आसीत्?	शुत्रुघ्नः		श्रीरामस्य भ्रातृषु कनिष्ठः शत्रुघ्नः आसीत्	"शत्रुघ्नः

श्रीरामस्य चत्वारः भ्रातरः आसन् - रामः, लक्ष्मणः, भरतः, शत्रुघ"	शत्रुघ्नः	शत्रुघ्नः	श्रीरामसहितेषु सर्वेषु भ्रातृषु कनिष्ठः लक्ष्मणः आसीत्
904	श्रीरामस्य सभायां कः रामायणस्य गानम् अकरोत्?	लवकुशौ		कुशः	कुशलव	वाल्मीकिः  वाल्मीकिना स्वरचितस्य रामायणस्य गानं श्रीरामस्य सभायां कृतम्	कुशः	कुशः लवः च
905	राज्ञः दशरथस्य राज्ञी कैकेयी कस्य वर्णस्य आसीत्?	क्षत्रीयवर्णस्य		श्यामवर्णस्य	कैकेयी क्षत्रिय-वर्णस्य आसीत्	सूर्यवर्णस्य	क्षत्रिया	श्यामवर्णस्य
906	रामायणस्य प्रमुखः नायकः कः?	श्रीरामः		रामः	रामः	रामः	रामः	श्रीरामः
907	पञ्चवट्यां प्रवेशकाले श्रीरामलक्ष्मणसीताभिः च सह कः अन्यः आसीत्?	जटायुः		न कश्चित्	पञ्चवट्यां प्रवेशकाले श्रीरामलक्ष्मणसीताभिः सह जटायुः आसीत्	हनुमान् हनुमान् रामलक्ष्मणसीताभिः सह पञ्चवट्यां न प्रविष्टवान्, अपि तु तत्रत्यायां वृक्षशाखायां निवसति स्म	सुमन्त्रः	गुहः
908	कुबेराय पुष्पकविमानं कः दत्तवान्?	ब्रह्मा		ब्रह्मा	ब्रह्मा	ब्रह्मा	ब्रह्मा	ब्रह्मा
909	शूरसेनजनपदं कः संस्थापितवान्?	शत्रुघ्नः		शत्रुघ्नः	रामायणे शूरसेनजनपदस्य संस्थापनस्य विषये स्पष्टं विवरणं न प्राप्यते तथापि, पौराणिक-पर	मधुसूदनः  शत्रुघ्नाय दत्तं वनं निहत्य मथुरां स्थापयित्वा	शत्रुघ्नः	यदु
