ID	QUESTION	ANSWER	CHOICES	gpt-4o	claude-3-5-sonnet-20240620	gemini-1.5-pro	mistral-large-latest	llama-v3p1-405b-instruct
854	रामायणे किष्किन्धाकाण्डात् परं किं काण्डम् आगच्छति?	सुन्दरकाण्डम्		सुन्दरकाण्डम्	"सुन्दरकाण्डम्

किष्किन्धाकाण्डात् परं रामायणे सुन्दरकाण्डम् आगच्छति सुन्दरक"	सुन्दरकाण्डम्	सुन्दरकाण्डम्	सुन्दरकाण्डम्
855	सः कः राक्षसः यः रावणाय सिताहरणस्य मन्त्रणां कृतवान् आसीत्?	अकम्पनः		मारीचः	"मारीचः

मारीचः नाम राक्षसः रावणाय सीताहरणस्य मन्त्रणां कृतवान् आसीत् सः एव रावणस्"	शूर्पणखा	मारीचः	शूर्पणखा
856	श्रीरामसीताभ्यां सह अन्यः कः वनम् अगच्छत्?	लक्ष्मणः		लक्ष्मणः	"लक्ष्मणः

श्रीरामसीताभ्यां सह लक्ष्मणः वनं गतवान् रामायणे वर्णितम् अस्ति यत"	लक्ष्मणः  भ्रातृभक्त्या	लक्ष्मणः	लक्ष्मणः
857	सम्पातेः (गृध्रस्य) पक्षौ कथं दग्धौ अभवताम्?	सूर्यस्य प्रखरकिरणैः		सूर्येण	"सम्पातेः पक्षौ सूर्यसमीपं गमनेन दग्धौ अभवताम्

सम्पातिः स्वभ्रातुः जटायोः"	हनुमत्प्लुतेन हनुमान् लंकां दग्धवान् तदा सम्पातेः अपि पक्षौ दग्धौ	अग्निना	जटायुषा सह युद्धे
858	प्रहस्तः कः आसीत्?	रावणस्य सेनापतिः		रावणस्य सेनानायकः	प्रहस्तः रावणस्य प्रधानमन्त्री आसीत्	रावणस्य अनुजः	रावणस्य सचिवः	रावणस्य मन्त्री
859	महोदरः प्रहस्तः धूम्राक्षः मारीचः शुकः सारणः - एते सर्वे लङ्कायां केषु पदेषु स्थिताः आसन् ?	अमात्यपदे		मन्त्रिणः	"मन्त्रिषु

एते सर्वे रावणस्य मन्त्रिणः आसन् महोदरः, प्रहस्तः, धूम्राक्षः, मार"	**मन्त्रिपरिषदि**	मन्त्रिणः	द्वारेषु
860	लङ्कायाः गमनाय समुद्रे निर्मितः सेतुः केन निर्मितः आसीत्?	नलेन		हनुमता	"वानरैः

हनुमता नेतृत्वे वानरसेना रामस्य आज्ञया समुद्रे सेतुं निर्मितवती ते पर्वतान"	वानरैः  रामस्य आज्ञया वानरैः सेतुः निर्मितः	नलः	वानरैः
861	ऋषेः भरद्वाजस्य गुरु: कः महर्षिः आसीत् ?	वाल्मीकिः		वल्मीकि:	भरद्वाजस्य गुरुः आङ्गिरसः महर्षिः आसीत्	वाल्मीकिः	वाल्मीकिः	वाल्मीकिः
862	हनुमतः (लङ्कां गच्छतः)  बलं पराक्रमं च परिक्षितुं देवताः कं राक्षसीरूपेण मार्गे विघ्नमुत्पादयितुं प्रेषितवन्तः ?	सुरसा		सूर्यः	सुरसाम्	"इन्द्रः 

**कथम्?** सुरसाम् असुररूपिण्यां मायायां स्थापयित्वा"	सूर्पनखाम्	सुरसा
863	सः कः राक्षसः यस्य मायया श्रीरामस्य कर्तितं शिरः दर्शयित्वा सीतां व्यकुलयितुं प्रयासम् अकरोत् ?	विद्युज्जिह्वः		मारीचः	"मारीचः

मारीचः नाम राक्षसः रावणस्य आदेशेन स्वमायया श्रीरामस्य कर्तितं शिरः निर्माय स"	रावणः  रावणः सीतां हर्तुम् इच्छति स्म	मारीचः	मारीचः
864	सीताया: स्वयंवरे गच्छद्भ्यां श्रीरामलक्ष्मणाभ्यां सहितः कः ऋषिः आसीत्?	विश्वामित्रः		विश्वामित्रः	विश्वामित्रः	विश्वामित्रः  रामलक्ष्मणयोः रक्षणार्थं गुरुणा नियुक्तः आसीत् विश्वामित्रः	विश्वामित्रः	विश्वामित्रः
865	रामरक्षास्तोत्रस्य' रचना केन कृता?	विश्वामित्रेण		बुद्धकौशिक-मुनीना	बुधकौशिकेन	बुधकौशिकेन  राक्षसबाधात् रक्षणार्थम् इति रामायणे उल्लिखितम्	बुधकौशिकेन	बुधकौशिकेन
866	तारकासुरेण सह देवतानां युद्धे देवतानां सेनापति: कः आसीत्?	कार्त्तिकेयः		कार्त्तिकेय:	विष्णुः	कार्तिकेयः	इन्द्रः	कार्तिकेयः
867	देवतायाः चिकित्सकः कः आसीत्?	अश्विनिकुमारौ		धन्वन्तरिः	धन्वन्तरिः	अश्विनीकुमारौ	धन्वन्तरिः	सुषेणः
868	पुष्पकविमानस्य निर्माणं केन कृतम्?	विश्वकर्मणा		विश्रवसा	पुष्पकविमानस्य निर्माणं विश्वकर्मणा कृतम्	विश्वकर्मणा	पुष्पकविमानस्य निर्माणं विश्वकर्मणा कृतम्	विश्वकर्मणा
869	रावणस्य शरीरं कस्य वर्णस्य आसीत्?	कृष्णवर्णस्य		कृष्णवर्णम्	"नीलवर्णस्य

रावणस्य शरीरं नीलवर्णस्य आसीत् इति रामायणे वर्णितम् सः मेघसदृशः क"	नीलः  यतः रावणः नीलवर्णः इति वर्णितः अस्ति	नीलस्य	नीलवर्णस्य
870	श्रीरामस्य शरीरस्य वर्णः कः आसीत्?	नीलः		पीतः	"नीलः

श्रीरामस्य शरीरवर्णः नीलः आसीत् रामायणे श्रीरामः नीलमेघश्यामः इति वर्णित"	श्यामः  यतः रामायणे एवम् वर्णितम्	श्यामः	श्रीरामस्य शरीरस्य वर्णः श्यामः आसीत्
871	लक्ष्मणस्य शरीरं कस्य वर्णस्य आसित् ?	गौरवर्णस्य		गौरवर्णम्	"लक्ष्मणस्य शरीरवर्णः कनकाभः आसीत्

रामायणे लक्ष्मणस्य वर्णनं कृष्णपक्ष"	श्यामम्	श्यामवर्ण	लक्ष्मणस्य शरीरं सुवर्णवर्णस्य आसीत्
872	भरतस्य शरीरं कस्य वर्णस्य आसित् ?	नीलवर्णस्य		श्यामवर्णम्	"भरतस्य शरीरवर्णः श्यामः आसीत्

रामायणे भरतस्य वर्णनं करोति वाल्मीकिः - ""श्यामं क"	श्यामम्	श्यामवर्णस्य	भरतस्य शरीरं श्यामवर्णस्य आसीत्
873	श्रीरामस्य आज्ञया सीतां वने त्यक्तुं कः गतः ?	लक्ष्मणः		लक्ष्मणः	लक्ष्मणः	लक्ष्मणः  रामस्य आज्ञा इति भ्रातृवाक्यस्य पालनम् धर्मः इति लक्ष्मणस्य विचारः आसीत्	लक्ष्मणः	लक्ष्मणः
874	देवतानां गुरु: कः आसीत् ?	बृहस्पतिः		बृहस्पतिः	बृहस्पतिः	बृहस्पतिः	बृहस्पतिः	बृहस्पतिः
875	असुराणां गुरु: कः आसीत् ?	शुक्राचार्यः		शुक्रः	शुक्राचार्यः	शुक्राचार्यः	शुक्रः	शुक्राचार्यः
876	रावणः तथा मान्धाता इत्यनयोः मध्ये  शान्तिं स्थापयितुं कः महर्षिः मध्यस्थतां कृतवान्?	गालवः		अत्रि	क्षमस्व, रामायणे रावणस्य मान्धातुश्च मध्ये शान्तिं स्थापयितुं कस्यचिदपि महर्षेः मध	पूलस्त्यः  रावणस्य मान्धाता च पूलस्त्यवंशोद्भवत्वात्	व्यासः	गौतमः
877	गाधेः जन्म कस्य यज्ञस्य करणात् अभवत् ?	पुत्रेष्टियज्ञस्य		वसिष्ठस्य	विश्वामित्रस्य जन्मविषये प्रश्नोऽयम् गाधिः विश्वामित्रस्य पिता आसीत् गाधेः जन्	विश्वामित्रस्य	पुत्रेष्टि	पुत्रकामेष्टि
878	मेघनादेन प्रयुक्तेन नागपाशेन बद्धौ श्रीरामलक्ष्मणौ कः मुक्तवान्?	गरुडः		गरुडः	गरुडः	"गरुडः  

रामलक्ष्मणयोः भ्रातृप्रेम्णा प्रभावितः गरुत्मान्  नागपाशान् नाशितवान्"	गरुडः	गरुडः
879	विष्णुः वामनरूपेण कस्य गर्भात् जातः?	अदितेः		अदितेः	विष्णुः वामनरूपेण अदितेः गर्भात् जातः	अदितिः	अदितेः	कश्यपस्य
880	रामादिषु चतुर्षु भ्रातृषु द्वितीयः कः आसीत्?	भरतः		भरतः	"भरतः

रामायणे वर्णितानुसारं, दशरथस्य चत्वारः पुत्राः आसन् - रामः, भरतः, लक्ष्मणः"	भरतः	लक्ष्मणः	लक्ष्मणः
881	म्लेच्छानां उत्पत्तिः कुतः अजायत?	कामधेनोः रोमकूपात्		रामायणस्य अनुसारं, म्लेच्छानां उत्पत्तिः वसिष्ठस्य शापात् अजायत	रामायणानुसारं, म्लेच्छानाम् उत्पत्तिः वाल्मीकेः कथनानुसारं गायस्य पुत्रेभ्यः अ	पुराणकथनानुसारम्	विश्वामित्र-शापात्	वाल्मीकि-रामायणे उत्तरकाण्डे वर्णितमस्ति यत् म्लेच्छानां उत्पत्तिः वाराहावतारे विष्णुना हतस्य हिरण्याक्षस्य नासिक
882	हनुमन्तं प्रथमतः कः रावणस्य पुरतः नीतवान्?	मेघनादः		मेघनादः	"रावणस्य पुरतः हनुमन्तं प्रथमतः नीतवान् प्रहस्तः

प्रहस्तः रावणस्य सेनापतिः आ"	विभीषणः  रावणस्य सभायां हनुमन्तं कः रावणं प्रति उपस्थापितवान् इति प्रश्नस्य उत्तरम् अस्ति विभीषणः	विभीषणः	शुकः
883	ऋक्षबिले (गुहायां) हनुमदङ्गदादिभिस्सह कस्य साक्षात्कारः अभवत्?	स्वयंप्रभायाः		संपातेः	सम्पातेः	सीतायाः	सीतायाः	सुग्रीवस्य
884	वनवासकाले श्रृङ्गवेरपुरे श्रीरामस्य पादौ कः प्राक्षालयत्?	केवटः		गुहः	"गुहः

गुहः निषादराजः श्रृङ्गवेरपुरे श्रीरामस्य पादौ प्रक्षालितवान् रामायणे वर्"	भरतः  दुःखितः भरतः रामं पुनः राज्येऽभिषेक्तुम् इच्छति स्म	शबरी	निषादराजः
885	गायत्रीमन्त्रे कस्य देवस्य आराधना अस्ति?	सूर्यस्य		सवितुः	"सवितुः

गायत्रीमन्त्रे सूर्यदेवस्य अथवा सवितृदेवस्य आराधना अस्ति अयं मन्त्र"	सवितुः   सूर्यदेवस्य तेजः प्राप्तुं गायत्रीमन्त्रेण तस्य आराधना क्रियते	सवितुः	सविता
886	पञ्चवट्यां सीताया: कुट्याः पुरतः रेखां कः अलिखत्?	लक्ष्मणः		लक्ष्मण:	लक्ष्मणः	लक्ष्मणः रावणस्य भयात् सीतायाः रक्षणार्थम्	लक्ष्मणः	लक्ष्मणः
887	कः स ऋषिः यः 'मरा-मरा' इति जपं कृत्वा तपः अकरोत्?	वाल्मीकिः		वाल्मीकिः	अगस्त्यः	विश्वामित्रः  क्रोधवशात्	विश्वामित्रः	वाल्मीकिः
888	लोकपालानां गजाः किम् उच्यन्ते?	दिग्गजाः		दिग्गजाः	दिग्गजाः	दिग्गाजाः	दिग्गजाः	दिग्गजाः
889	दशरथः कस्मै नृपतये स्वपुत्रीं पोष्यपुत्रिकारूपेण अयच्छत्?	रोमपादाय		लोपामुद्रायै	"दशरथः रोमपादाय स्वपुत्रीं शान्तां पोष्यपुत्रिकारूपेण अयच्छत्

रोमपादः अङ्ग"	जनकः  दशरथस्य मित्रम् जनकः सीतायाः पालनं कृतवान्	जनकाय	लोमपादाय
890	यदा श्रीरामः स्वर्णमृगं बाणेन हत्वा पातितवान् तदा तस्य मुखात् विलापस्वरेण किम् निर्गतम्?	हा लक्ष्मण!		हे लक्ष्मण!	"यदा श्रीरामः स्वर्णमृगं (मारीचं) बाणेन हत्वा पातितवान्, तदा तस्य मुखात् ""हा सीते लक"	"मारुतिः  

तस्य मुखात् मारुतिः इति शब्दः निर्गतः यतः स्वर्णमृगरूपेण मारुतिः एव आसीत्"	लक्ष्मण	हा सीते लक्ष्मण इति
891	भरतस्य कः मंत्री श्रीरामस्य वनवासात् अयोध्याप्रत्यागमने तेषां स्वागतं कर्तुं गतः आसीत्?	अर्थसाधकः		सुमन्त्रः	"सुमन्त्रः

सुमन्त्रः रामायणे अयोध्याकाण्डे वर्णितः प्रमुखो मन्त्री आसीत् स ए"	शतृघ्नः	गुहः	हनुमान्
892	महर्षये वाल्मीकये रामकथां कः श्रावितवान्?	नारदः		नारदः	"नारदः

महर्षिः नारदः एव वाल्मीकये रामकथां श्रावितवान् नारदः देवर्षिः सन् त्रैलोक्यसञ"	नारदः	ब्रह्मा	नारदः
893	रभसनामकं यौद्धिकविधिं श्रीरामः कस्मात् अधिगतवान् आसीत्?	विश्वामित्रात्		वसिष्ठात्	"श्रीरामः रभसनामकं यौद्धिकविधिं अगस्त्यमुनेः अधिगतवान् आसीत्

रामायणे वर्णितं य"	विश्वामित्रात्   रामलक्ष्मणाभ्यां रावणविजयार्थं यदा वरदानं याचितं तदा	विश्वामित्रात्	विश्वामित्रात्
894	प्राजापत्यपुरुषेण प्रदत्तस्य चरोः कियन्तम् अंशं दशरथः कौसल्यायै दत्तवान्?	अर्धांशम्		अर्धम्	"अर्धम्

दशरथः कौसल्यायै चरोः अर्धं भागं दत्तवान्"	अर्धम्  यतः पुत्रकामेष्टि-यज्ञस्य फलस्वरूपे प्राप्तं चारुं दशरथः समं विभाज्य कौसल्यायै दत्तवान्	अर्धम्	अर्धभागम्
895	प्राजापत्यपुरुषेण प्रदत्तस्य चरोः कियन्तम् अंशं दशरथः कैकैय्यै दत्तवान्?	चतुर्थांशम्		एकम्	"अर्धम्

दशरथः कैकैय्यै प्राजापत्यपुरुषेण प्रदत्तस्य चरोः अर्धं भागं दत्तवान"	अष्टाविंशम्	अर्धम्	दशरथः कैकैय्यै द्वौ अंशौ दत्तवान्
896	प्राजापत्यपुरुषेण प्रदत्तस्य चरोः कियन्तम् अंशं दशरथः सुमित्रायै दत्तवान्?	चतुुर्थांशम्		अर्धम्	"अर्धम्

दशरथः प्राजापत्यपुरुषेण प्रदत्तस्य चरोः अर्धम् अंशं सुमित्रायै दत्त"	अष्टमांशम्	अर्धम्	अर्धभागम्
897	काकभुशुण्डिः पूर्वजन्मनि कः आसीत्?	ब्राह्मणः		कालदूतः	काकभुशुण्डिः पूर्वजन्मनि ब्राह्मणः आसीत्	इन्द्रद्युम्नः  ब्रह्मशापकारणात् सः काकः जातः	गरुडः	काकभुशुण्डिः पूर्वजन्मनि शिवभक्तः ब्राह्मणः आसीत्
898	श्रीरामस्य वनवासकालीनकथा रामायणस्य कस्मिन् काण्डे अन्तर्भवति?	अरण्यकाण्डे		अयोध्याकाण्डे	अरण्यकाण्डे	अरण्यकाण्डे	अरण्यकाण्डे	अयोध्याकाण्डे
899	ताटका (राक्षसी) राक्षसीभवनात् पूर्वं का आसीत्?	यक्षिणी		अप्सरा	ताटका पूर्वं यक्षिणी आसीत् रामायणानुसारं, ताटका सुकेतु नाम्नः यक्षस्य पुत्री आसी	यक्षी  यक्षशापेन सा राक्षसी अभवत्	यक्षी	यक्षिणी
900	सनाभः' इति कस्य पर्वतस्य एकं नाम अस्ति?	मैनाकस्य		ऋष्यमूकः	चित्रकूट पर्वतस्य एकं नाम 'सनाभः' अस्ति	मेरुः  मेरु पर्वतं विश्वस्य केन्द्रस्थं वर्तते इति पुराणेषु उल्लेखः	हिमवन्तः	त्रिकूटपर्वतस्य
901	कः ऋषिः सीतायाः शुद्धतायाः प्रतिज्ञां कृतवान्?	वाल्मीकिः		अग्निः	वाल्मीकिः	वाल्मीकिः   वाल्मीकिः सीतायाः त्यागसमये साक्षी आसीत्, तेन सः तस्याः पवित्रतायाः प्रतिज्ञां कृतवान्	वाल्मीकिः	वाल्मीकिः
902	रावणस्य भ्रातृषु कनिष्ठः कः आसीत्?	विभीषणः		विभीषणः	विभीषणः	विभीषणः  रावणस्य अनुजः इति रामायणे उल्लिखितम्	विभीषणः	विभीषणः
903	श्रीरामसहितेषु सर्वेषु भ्रातृषु कनिष्ठः कः आसीत्?	शुत्रुघ्नः		श्रीरामस्य भ्रातृषु कनिष्ठः शत्रुघ्नः आसीत्	शत्रुघ्नः	शत्रुघ्नः	॥ शत्रुघ्नः ॥	श्रीरामसहितेषु सर्वेषु भ्रातृषु कनिष्ठः लक्ष्मणः आसीत्
904	श्रीरामस्य सभायां कः रामायणस्य गानम् अकरोत्?	लवकुशौ		वाल्मीकिः	कुशलव	वाल्मीकिः	कुशः	कुश-लवौ
905	राज्ञः दशरथस्य राज्ञी कैकेयी कस्य वर्णस्य आसीत्?	क्षत्रीयवर्णस्य		श्यामवर्णा	"शूद्रवर्णस्य

कैकेयी क्षत्रियवर्णस्य आसीत् सा केकयदेशस्य राजपुत्री आसीत्,"	सूर्यस्य  यतः सा सूर्यवंशीय राज्ञी आसीत्	क्षत्रिया	श्यामवर्णस्य
906	रामायणस्य प्रमुखः नायकः कः?	श्रीरामः		रामः	रामः	रामः	रामः	श्रीरामः
907	पञ्चवट्यां प्रवेशकाले श्रीरामलक्ष्मणसीताभिः च सह कः अन्यः आसीत्?	जटायुः		न कश्चित्	"विश्वामित्रः

श्रीरामलक्ष्मणसीताभिः सह पञ्चवट्यां प्रवेशकाले विश्वामित्रः महर्"	हनुमान्  तदा हनुमान् वने एव निवसति स्म	सुमन्त्रः	गुहः
908	कुबेराय पुष्पकविमानं कः दत्तवान्?	ब्रह्मा		ब्रह्मा	ब्रह्मा कुबेराय पुष्पकविमानं दत्तवान्	ब्रह्मा	ब्रह्मा	ब्रह्मा
909	शूरसेनजनपदं कः संस्थापितवान्?	शत्रुघ्नः		शत्रुघ्नः	शूरसेन एव शूरसेनजनपदं संस्थापितवान्	मधुसूदनः  शत्रुघ्नः मथुरां पुरीं निर्माय मधुवनं नाशयित्वा शूरसेनजनपदस्य स्थापनां कृतवान्	शूरसेनजनपदं रामः संस्थापितवान्	यदु
910	गङ्गायाः पारं गत्वा सीता केवटाय भाटकरूपेण किं दातुम् इष्टवती यत् केवटः स्वीकर्तुं प्रत्याख्यातवान्?	मुद्रिका		अङ्गुलीयकम्	सीता केवटाय भाटकरूपेण स्वकीयम् अङ्गुलीयकम् दातुम् इष्टवती किन्तु केवटः तत् स्व	"**अङ्गुलीयकम्** 

केवटः रावणेन रचितां मायां जानन् आसीत्"	अन्नम्	अङ्गुलीयकम्
911	बरवै रामायणस्य' रचनां कः अकरोत् ?	तुलसीदासः		तुलसीदासः	तुलसीदासः	वाल्मीकिः	वाल्मीकिः	तुलसीदासः
912	हहा हूहू च कौ आस्ताम्?	गन्धर्वौ		राक्षसौ	रामायणे हहा हूहू च गन्धर्वौ आस्ताम्	वालि-सुग्रीवौ	वानरौ	वानरौ
913	अनलः, अनिलः, हरः, सम्पातिः च एते कस्य मन्त्रिणः आसन्?	विभीषणः		रावणस्य	सुग्रीवस्य	सुग्रीवस्य	रामस्य	सुग्रीवस्य
914	सर्वतापनः कस्य नाम अस्ति?	सूर्यस्य		रावणस्य	सर्वतापनः इति वानर-वीरस्य नाम अस्ति सः रामायणे वानर-सेनायाः एकः महत्त्वपूर्णः सदस	सूर्यस्य	सर्वतापनः अगस्त्यस्य नाम अस्ति	सूर्यस्य
915	हनुमन्तं समुद्रस्य लङ्घनाय कः प्रेरितवान्?	जाम्बवान्		जाम्बवान्	जाम्बवान् हनुमन्तं समुद्रस्य लङ्घनाय प्रेरितवान्	जाम्वन्तः हनुमन्तं स्वस्य शक्तिं स्मारयित्वा	जाम्बवान्	जाम्बवान्
916	लंकाक्रमणाय समुद्रे सेतुं बन्धयितुं वानरैः शिलासु कः शब्दः लिखितः?	रामः		रामः	"रामनाम

वानराः शिलासु ""राम"" इति नाम लिखित्वा तास्ता: शिलाः समुद्रे क्षिप्तवन्तः राम"	श्रीराम:  रामनाम्ना शिलाः जले स्थातुं शक्ताः इति कथा	रामः	राम
917	अशोकवाटिकायां हनुमान् किंकरनामकान् यान् राक्षसान् हतवान्, तान् कः प्रेषितवान्?	रावणः		रावणः	रावणः	रावणः रावणः हनुमन्तं  परीक्षितुम् आज्ञापयामास	रावणः	रावणः
918	कृष्णमुखवानराणां यूथपतिः कः आसीत्?	गवाक्षः		सुग्रीवः	हनुमान्	अङ्गदः  सुग्रीवपुत्रः आसीत् अङ्गदः	हनुमान्	द्विविदः
919	वानराणाम् उत्पत्तिः केभ्यः अभवत्?	देवताभ्यः गन्धर्वेभ्यश्च		देवेभ्यः	वानराणाम् उत्पत्तिः देवेभ्यः अभवत् रामायणे वर्णितं यत् विविधाः देवाः स्वांशैः वानरान	ब्रह्मणः   ब्रह्मा विविधान् वानरान् सृष्टवान् येन ते देवतानां साहाय्यं कुर्युः	ऋषिभ्यः	ब्रह्मणः
920	राज्ञः दशरथस्य पुत्र्याः विवाहः केन अभवत्?	ऋष्यशृङ्गेण		रामेण	राज्ञः दशरथस्य पुत्र्याः विवाहः न अभवत् रामायणे दशरथस्य पुत्र्याः उल्लेखः नास्	श्रीरामः	रामेण	राज्ञः दशरथस्य पुत्र्याः विवाहः जनकेन अभवत्
921	सीता-हरणकाले प्रकृतायाः सीतायाः स्थाने मायया निर्गतायाः सीतायाः सृष्टिः केन कृता आसीत्?	अग्निना		अग्निदेवेन	रावणेन	अग्निना रावणस्य स्पर्शभयात्	अग्निना	अग्निना
922	शुकसारणौ च लङ्कायां कस्मिन् पदे आसाताम् ?	अमात्यपदेे		दूतौ	शुकसारणौ रावणस्य गुप्तचरौ आस्ताम् तौ लङ्कायां गुप्तचर-पदे नियुक्तौ आस्	"**अशोकवनिकायम्**   

**कथम्?**  -  रावणेन सीतां हृत्वा अशोकवनिकायां स्थापितम् तत्रैव शुकसारणौ तस्याः रक्षणार्थं नियुक्तौ आ"	वृक्षे	माल्यवत्प्रस्थे
923	महोदरः राक्षसः रावणस्य कः आसीत् ?	भ्राता		भ्राता	महोदरः रावणस्य मन्त्री आसीत्	दशाननः	भ्राता	महोदरः राक्षसः रावणस्य मन्त्री आसीत्
924	यदा सूर्यं ग्रहीतुं हनुमान् अप्लवत तदा कः ग्रहः सूर्ये ग्रहणं सम्पादयितुम् इच्छति स्म ?	राहुः		राहुः	राहुः	राहुः  राहुः सूर्यं प्रति शत्रुत्वात् ग्रसति	राहुः	राहुः
925	सः कः ऋषिः यः रामायणस्य अधिकांशघटनानां पूर्वं दर्शनम् अकरोत्?	वाल्मीकिः		वाल्मीकिः	"नारदः

नारदः ऋषिः रामायणस्य अधिकांशघटनानां पूर्वं दर्शनम् अकरोत् वाल्मीकिना स"	वाल्मीकिः  सः नारदमुनेः वचनेन रामकथां ज्ञातवान्	वाल्मीकिः	वाल्मीकिः
926	विजयादशम्या पर्व कस्य मासस्य कस्यां तिथौ आचर्यते?	आश्विनशुक्लदशम्याम्		आश्वयुजस्य दशम्या	विजयादशमी पर्व आश्विन मासस्य शुक्लपक्षस्य दशम्यां तिथौ आचर्यते	आश्विनमासस्य शुक्लपक्षस्य दशम्यां तिथौ	अश्विन	आश्विनमासस्य शुक्लपक्षस्य दशम्यां तिथौ विजयादशमी पर्व आचर्यते
927	श्रीरामेण सेतुबंधकाले रामेश्वरस्य स्थापनं मासस्य कस्यां तिथौ कृतम् आसीत्?	ज्येष्ठशुक्लदशम्याम्		श्रीरामेण सेतुबंधकाले रामेश्वरस्य स्थापनं चैत्रमासस्य त्रयोदश्यां तिथौ कृतम् आसीत्	रामेश्वरस्य स्थापनं श्रीरामेण फाल्गुनमासस्य पौर्णमास्यां कृतम् आसीत् इति प्रसिद	मार्गशीर्षस्य पूर्णिमायाम् रामेश्वरस्य स्थापनं मार्गशीर्षस्य पूर्णिमायाम् अभवत् यतोऽस्मिन् दिने भगवान् शिवस्य पूजनस्य विशेषं महत्त्वम् अस्ति	माघे	माघशुक्लचतुर्दश्यां
928	शत्रुघ्नस्य जन्म कस्मिन् नक्षत्रे अभवत् ?	आश्लेषा		श्रवण-नक्षत्रे	शत्रुघ्नस्य जन्मनक्षत्रं स्पष्टतया न ज्ञायते रामायणे शत्रुघ्नस्य विशिष्ट	श्रवणे	शतभिषा	पुष्य नक्षत्रे
929	का देवता 'काशीनाथः' कथ्यते?	शिवः		शिवः	"शिवः काशीनाथः कथ्यते

काशीनाथः इति शिवस्य एकं नाम काशी (वाराणसी) नगरस्य अधिष्"	शिवः   काशीक्षेत्रे वसति इति काशीनाथः	शिवः	शिवः
930	राज्ञः दशरथस्य मृत्युवृत्तान्तः भरताय केन उक्तः आसीत् ?	कैकेय्या		वासिष्ठेन	वसिष्ठेन	सुमन्त्रेण सुमन्त्रः भरतस्य सारथिः आसीत्	वसिष्ठेन	वसिष्ठेन
931	राज्ञः दशरथस्य मृत्योरनन्तरं कस्यचित् राजपुत्रस्य अनुपस्थितेः कारणात्, तस्य शवः कस्मिन् तरलद्रव्ये निमज्य स्थापितः आसीत्?	तैले		तैलः	तैले	तैलम्  दशरथस्य पुत्रः भरतः तदा अनुपस्थितः आसीत्	तैले	तैले
932	विश्वामित्रं 'महर्षिः' इति उपाधिना कः देवः विभूषितवान्?	ब्रह्मा		ब्रह्मा	"विश्वामित्रं 'महर्षिः' इति उपाधिना ब्रह्मा देवः विभूषितवान्

रामायणे वर्णितं यत् विश्"	ब्रह्मा   ब्रह्मणा तपसा प्रीतः विश्वामित्रः महर्षिः कृतः	ब्रह्मा	ब्रह्मदेवः
933	लवणासुरस्य वधाय श्रीरामः कम् प्रेषितवान्?	शत्रुघ्नम्		शत्रुघ्नः	श्रीरामः लवणासुरस्य वधाय शत्रुघ्नं प्रेषितवान्	शत्रुघ्नम् लक्ष्मणस्य आग्रहेण	हनुमन्तम्	शत्रुघ्नम्
934	शुक्राचार्यस्य सर्वं शिल्पवैभवं प्राप्तुं मयासुरः कस्य तपः अकुरुत?	ब्रह्मणः		शिवस्य	"मयासुरः शिवस्य तपः अकुरुत

शुक्राचार्यस्य सर्वं शिल्पवैभवं प्राप्तुं मयासुरः"	शिवस्य	भृगोः	ब्रह्मदेवस्य
935	रावणस्य कस्मिन्नङ्गे अमृतमासीत्?	नाभौ		नाभौ	रावणस्य नाभौ अमृतमासीत्	नाभौ  रावणेन ब्रह्मणः वरं प्राप्तं यत् तस्य नाभ्याम् अमृतं भवेत्	नाभौ	उदरे
936	ऋक्षराजस्य वानरस्य जन्म ब्रह्मणः कस्मात् अङ्गात् जातः आसीत्?	नेत्रात्		स्वेदात्	जाम्बवान् (ऋक्षराजः) ब्रह्मणः मुखात् जातः आसीत्	लोमम्   बलवन्तः लोमाणः शरीरे भवन्ति	वाङ्मुखात्	मुखात्
937	कः वामनरूपं धृत्वा राजानं बलिनः त्रिपदपरिमितां भूमिं दानरूपेण याचितवान्?	विष्णुः		वामनः	विष्णुः	विष्णुः  **बलिं बध्नानीति** वामनरूपं धृतवान्	विष्णुः	विष्णुः
938	श्रीरामेण सुग्रीवस्य परिचयः केन कारितः?	हनुमता		हनुमता	किष्किन्धाकाण्डे, श्रीरामेण सुग्रीवस्य परिचयः हनुमता कारितः हनुमान् एव प्रथमं राम	हनूमता हनुमता श्रीराम-लक्ष्मणयोः सुग्रीवेण सह परिचयः कारितः	हनुमता	हनुमता
939	बर्बरजातीयाः जनाः महर्षेः वसिष्ठस्य धेनोः कस्मात् अङ्गात् अजायन्त?	ऊधसः		दन्तात्	"प्रश्नस्य उत्तरम् एकेन पदेन:

नासिकायाः"	"**पुच्छात्** 

**यतः** क्रुद्धेन वसिष्ठेन शापितायाः  गौः  रोहिणी  यदा  पृथिव्यां  प्रविष्टवती,  तदा  तस्याः  पुच्छात्"	नन्दिनी	पार्श्वतः
940	श्रीरामाय ब्रह्मणः एषः संदेशः केन श्रावितः यत् तस्य (रामस्य) जीवनावधिः समाप्तः अस्ति, अतः स्वर्गलोकं प्रत्यागच्छतु?	कालः		काले	यमदूतेन	कालेन कालः सर्वेषां नियन्ता अस्ति	विश्रवसः	कालः
