ID	QUESTION	ANSWER	CHOICES	gpt-4o	mistral-large-latest	llama-v3p1-405b-instruct	gemini-1.5-pro	claude-3-5-sonnet-20240620	gpt-4o-mini	gpt-3.5-turbo	gemini-1.0-pro	llama-v3p1-70b-instruct	llama-v3p1-8b-instruct
148	शाकश्रेष्ठा इति कस्य पर्यायः?	जीवन्ती	जीवन्ती / वार्ताकी / चाङ्गेरी / पालङ्क्या	जीवन्ती	जीवन्ती	वार्ताकी	"**वार्ताकी** 

वार्ताकी आयुर्वेदे शाकश्रेष्ठा इति प्रसिद्धा अस्ति"	जीवन्ती	शाकश्रेष्ठा इति जीवन्ती इत्यस्य पर्यायः अस्ति	"शाकश्रेष्ठा इति शब्दस्य पर्यायः ""जीवन्ती"" अस्ति जीवन्ती श"	शाकश्रेष्ठा ** जीवन्ती ** पर्यायः	चाङ्गेरी	शाकश्रेष्ठा इति चाङ्गेरी पर्यायः
149	सूर्यपर्णी कस्य पर्यायः?	मुद्गपर्णी	शालपर्णी / पृष्णिपर्णी / मुद्गपर्णी / माषपर्णी	शालपर्णी	मुद्गपर्णी	माषपर्णी	शालपर्णी	पृष्णिपर्णी	सूर्यपर्णी - शालपर्णी	सूर्यपर्णी शालपर्णीयः पर्यायः अस्ति	सूर्यपर्णी नाम्नः पर्यायः शालपर्णी अस्ति	सूर्यपर्णी इत्यस्य पर्यायः पृष्णिपर्णी अस्ति	मुद्गपर्णी
150	भावप्रकाशे निम्नेषु द्रव्येषु किं द्रव्यं जीवनीयगणस्य घटकः न? 	कश्चन 	माषपर्णी / मुद्गपर्णी / यष्टिमधु / कश्चन 	मुद्गपर्णी	माषपर्णी	माषपर्णी	कश्चन	माषपर्णी	माषपर्णी जीवनीयगणस्य घटकः न अस्ति	जीवनीयगणस्य घटकं द्रव्यं यष्टिमधु इति ज्ञातम् एतेषु द्र	कश्चन	माषपर्णी	माषपर्णी
152	सप्तविध-वृद्धिं किं द्रव्यं अपाकरोति?	एरण्डः	एरण्डः / स्नुही / रास्ना / शाल्लकी	स्नुही	एरण्डः	एरण्डः		"एरण्डः

एरण्डतैलं सप्तधातुवृद्धिं निहन्ति इति आयुर्वेदे प्रसिद्धम् एतत् व"	स्नुही	एरण्डः द्रव्यं सप्तविध-वृद्धिं अपाकरोति	एरण्डः	सप्तविध-वृद्धिं किं द्रव्यं अपाकरोति? एरण्डः	एरण्डः
158	किं द्रव्यं मूषकविषनाशकम् अस्ति? 	महानिम्बः	अर्कः / निम्बः / भल्लातकः / महानिम्बः	महानिम्बः	अर्कः	भल्लातकः		अर्कः	महानिम्बः मूषकविषनाशकम् अस्ति	मूषकविषनाशकं द्रव्यं निम्बः अस्ति	अर्कः	अर्कः	भल्लातकम्
164	करंजभेदः कः ? 	कण्टक-करञ्जः ; घृत-करञ्जः	वल्ली-करञ्जः / कण्टक-करञ्जः / घृत-करञ्जः	घृत-करञ्जः	कण्टक-करञ्जः	वल्ली-करञ्जः	**घृत-करञ्जः**	"वल्ली-करञ्जः

आयुर्वेदे 'करंजभेदः' शब्देन वल्ली-करञ्जः एव अभिप्रेतः अय"	वल्ली-करञ्जः	करंजभेदः वल्ली-करञ्जः इत्येव एतस्मिन् करञ्जे वल्लीः पुष	वल्ली-करञ्जः	घृत-करञ्जः	वल्ली-करञ्जः
168	बलाचतुष्टयस्य द्रव्याः के? 	(बला + महाबला + अतिबला + नागबला) ; (बरियारा + सहदेवी + ककहिया + गुलशकरी); बलामहाबलाअतिबलानागबला	बला + महाबला + अतिबला + नागबला / बरियारा + सहदेवी + ककहिया + गुलशकरी / बला + सहदेवी + महाबला + ऋष्यप्रोक्ता	बला + सहदेवी + महाबला + ऋष्यप्रोक्ता	बला + महाबला + अतिबला + नागबला	बला + महाबला + अतिबला + नागबला / बरियारा + सहदेवी + ककहिया + गुलशकरी	**बला + सहदेवी + महाबला + ऋष्यप्रोक्ता**	बला + महाबला + अतिबला + नागबला	बलाचतुष्टयस्य द्रव्याः इदानीं इदं वदामि - बला, महाबला, अतिबला, नागबला एते चतुर्विधानि द्रव्याणि बलाचतुष्टयस्य भागाः सन्ति	बलाचतुष्टयं, आयुर्वेदे एकं महत्त्वपूर्णं सिद्धान्तं अभिविभाव	"बलाचतुष्टयस्य द्रव्याः के?
बला + महाबला + अतिबला + नागबला/ बरियारा + सहदेवी + ककहिया + गुलशकरी / बला + सहदेवी + महाबला + ऋ"	बलाचतुष्टयस्य द्रव्याः बला + महाबला + अतिबला + नागबला / बरियारा + सहदेवी + ककहिया + गुलशकरी / बला + सहदेवी + महाबल	उत्तरम् - बलाचतुष्टयस्य द्रव्याः बला, महाबला, अतिबला, नागबला, बरियारा, सहदेवी, ककहिया, गुलशकरी
171	दर्भद्वये के द्रव्ये स्तः?	कुश-क्षुरपत्रम्	कुश-काशः / नल-दर्भः / कुश-इक्षुः / कुश-क्षुरपत्रम्	नल-दर्भः	कुश-काशः	कुश-काशः	"**कुश-काशः** 

दर्भद्वयं कुशः काशश्च इति"	कुश-काशः	कुश-काशः	कुश-काशः द्रव्यं स्तः	कुश-काशः	कुश-काशः	कुश-काशः
172	स्वादुकन्दा इति कस्य पर्यायः?	विदारीकन्दः	वराहीकन्दः / विदारीकन्दः / सूरणकन्दः / मुशलीकन्दः	विदारीकन्दः	विदारीकन्दः	सूरणकन्दः	**विदारीकन्दः**	विदारीकन्दः	स्वादुकन्दः इति विदारीकन्दः	स्वादुकन्दा इति पर्यायः वराहीकन्दः अस्ति	वराहीकन्दः	सूरणकन्दः	स्वादुकन्दा किंवा स्वादुकणा हा एक प्रकारचा वेलची फळाचा प्रकार आहे
181	क्षीरीवृक्षपञ्चके किं द्रव्यं न अस्ति ? 	शिरीषः	शिरीषः / पारीषः / प्लक्षः / उदुम्बरः	पारीषः	पारीषः	पारीषः	शिरीषः	शिरीषः	शिरीषः	"शिरीषः एव क्षीरीवृक्षपञ्चके द्रव्यं नास्ति अत्र ""शिरीषः"	क्षीरीवृक्षपञ्चके यज्द्रव्यं नास्ति तत् प्लक्षः क्षीरीवृक्षपञ्चके शाल्मली, पीलु, वट, अश्वत्थ, एवं उदुम्बरः भवन्ति	पारीषः	प्लक्षः
182	न्यग्रोधः उदुम्बरः पिप्पलम् पारीषः प्लक्षश्च सङ्कलितं किं कथ्यते?	पञ्चवल्कलम् ; पञ्चक्षीरी	पञ्चवल्कलम् / पञ्चक्षीरी / पञ्चमूलम्	पञ्चवल्कलम्	पञ्चवल्कलम्	पञ्चवल्कलम्	**पञ्चवल्कलम्**	पञ्चवल्कलम्	पञ्चमूलम्	सङ्कलितं पञ्चमूलम् कथ्यते इदं पञ्चवल्कलस्य समाहारं भवति यत	पञ्चमूलम्	पञ्चवल्कलम्	पञ्चवल्कलम्
183	अर्जुनः कस्मिन् वर्गे वर्ण्यते?	वटादिवर्गे	आम्रादिवर्गे / वटादिवर्गे / हरीतक्यादिवर्गे / गुडूच्यादिवर्गे	गुडूच्यादिवर्गे	आम्रादिवर्गे	हरीतक्यादिवर्गे	**हरीतक्यादिवर्गे**	हरीतक्यादिवर्गे	अर्जुनः आम्रादिवर्गे वर्ण्यते	अर्जुनः हरीतक्यादिवर्गे वर्ण्यते	अर्जुनः वटादिवर्गे वर्ण्यते	हरीतक्यादिवर्गे	अर्जुनः आम्रादिवर्गे वर्ण्यते
185	क्षारश्रेष्ठः इति कस्य पर्यायः?	पलाशः 	अपामार्गः / पलाशः / टङ्कणः / सर्जकः	टङ्कणः	अपामार्गः	अपामार्गः	"**टङ्कणः** 

**कथम्?** टङ्कणः क्षारगुणप्रधानः इति"	टङ्कणः	क्षारश्रेष्ठः इति अपामार्गस्य पर्यायः अस्ति	क्षारश्रेष्ठः इति अपामार्गस्य पर्यायः अस्ति अपामार्गः एकः औ	क्षारश्रेष्ठः : अपामार्गः	अपामार्गः	पलाशः
189	आम्रातियोगात् उत्पन्नानां दोषाणां निवारणचिकित्सा का?	शुण्ठी + जलम् ; सौवर्चललवणम् + जीरकम्	शुण्ठी + जलम् / सौवर्चललवणम् + जीरकम् / मधुयष्टी + मधु + घृतम्	शुण्ठी + जलम्	मधुयष्टी + मधु + घृतम्	आम्रातियोगात् उत्पन्नानां दोषाणां निवारणचिकित्सा शुण्ठी + जलम् / सौवर्चललवणम् + जीरकम् / मधुयष्टी + मधु + घृतम		आम्र-अतियोगात् उत्पन्न-दोषाणां निवारणाय प्रस्तावितानि चिकित्सा-द्रव्याणि समीचीनान	आम्रातियोगात् उत्पन्नानां दोषाणां निवारणाय शुण्ठी + जलम्, सौवर्चललवणम् + जीरकम्, अथवा मधुयष्टी + मधु + घृतम् इत्येषां सम्प्रयोगानां उपयोग	आम्रातियोगः एवं अनियमित-पाकान्न-शेषोत्क्रान्तिः आमाग्निदोषः	शुण्ठी + जलम् शुण्ठीकषायः त्रिदोषनाशनः | सौवर्चललवणम् + जीरकम् चूर्णयित्वा चूर्णम् निर्मितम् अग्निदीपनं वायुविकारनिव	शुण्ठी + जलम्	आम्रातियोगात् उत्पन्नानां दोषाणां निवारणचिकित्सा : शुण्ठी + जलम् / सौवर्चललवणम् + जीरकम् / मधुयष्टी + मधु + घृत
191	गुल्मिभिः मन्दवह्निभिः च विशेषेण किं वर्ज्यम्?	पनसः	पनसः / आम्रः / लकुचः / कदली	पनसः	"गुल्मिभिः मन्दवह्निभिः च विशेषेण किं वर्ज्यम्?

पनसः"	पनसः	"**कदली** 

कदली शीतवीर्या गुरूश्च, अतः मन्दवह्निभिः गुल्म-पीडितैः च न सेवितव्या"	"पनसः वर्ज्यः

गुल्मरोगिणां मन्दाग्निभाजां च कृते पनसः विशेषतः वर्जनीयः पनसफ"	गुल्मिभिः मन्दवह्निभिः च विशेषेण आम्रः वर्ज्यम्	गुल्मिभिः	"चत्वारः फ़लाः वर्ज्याः सन्ति

## पनसः
पनसः शीतवीर्यः, अग्निदीपनः च वर्ज्यः एतेन वातविकारः, कफविकारः च वर्धते प"	पनसः	गुल्मिभिः मन्दवह्निभिः च विशेषेण पनसः वर्ज्यम्
197	बहुलवल्कलः कस्य पर्यायः अस्ति?	प्रियालः	प्रियालः / खदिरः / भूर्जपत्रम्	खदिरः	प्रियालः	बहुलवल्कलः भूर्जपत्रस्य पर्यायः अस्ति	**भूर्जपत्रम्**  बहुलवल्कलः भूर्जपत्रस्य अपरं नाम अस्ति	भूर्जपत्रम्	खदिरः	बहुलवल्कलः खदिरः पर्यायः अस्ति	"बहुलवल्कलः खदिर पर्यायः अस्ति 
 
##अन्य पर्याय: 
 
- खदिरः
- अश्वकर्णः 
- दारु 
- कतक 
- सार"	भूर्जपत्रम्	प्रियालः
198	गर्भसंस्थापकं परम् इति कस्य वर्णनम् अस्ति?	पद्माक्षः	पद्माक्षः / अरिष्ठकः / लक्ष्मणा / पुत्रजीवकः	पुत्रजीवकः	पुत्रजीवकः	पुत्रजीवकः	"**अशोकः**

**कथम्?**  अशोकस्य गर्भसंस्थापकं, रक्तस्तम्भकं च प्रभावः वर्णितः अस्ति"	पुत्रजीवकः	गर्भसंस्थापकं परम् इति लक्ष्मणा इत्यस्य वर्णनम् अस्ति	पुत्रजीवकः गर्भसंस्थापकं परम् इति वर्णनं अस्ति	पद्माक्षः	गर्भसंस्थापकं परम् इति पद्माक्षस्य वर्णनम् अस्ति	पद्माक्षः
199	जलफलः इति कस्य पर्यायः?	श्रृङ्गाटकः	नारिकेलः / खर्बूजः / श्रृङ्गाटकः / कालिन्दः	श्रृङ्गाटकः	नारिकेलः	नारिकेलः	**श्रृङ्गाटकः**	श्रृङ्गाटकः	जलफलः इति नारिकेलस्य पर्यायः	जलफलः इति खर्बूजः पर्यायः	श्रीफलः	नारिकेलः	नारिकेलः
200	स्वादुफला इति कस्य पर्यायः?	द्राक्षा; द्राक्षायाः	द्राक्षा / आम्रः / कदली / कालिन्दः	द्राक्षा	द्राक्षा	द्राक्षा	"**आम्रः** 

स्वादुफला इति आम्रस्य पर्यायः"	द्राक्षा	द्राक्षा	स्वादुफला इति कदलीयः पर्यायः	कदली	कदली	स्वादुफला कदली
206	निम्नलिखितेषु पर्यायेषु किं फलं मुद्गलानां देशे आधिक्येन प्राप्यते?	अमृतफलम्	सेवम् / वातादः / अमृतफलम् / आम्रम्	आम्रम्	अमृतफलम्	सेवम्	"**अमृतफलम्**

**कथम् ?**
मुद्गलानां देशे अमृतफलस्य वृक्षाः बहुधा दृश्यन्ते"	आम्रम्	मुद्गलानां देशे आधिक्येन आम्रम् फलं प्राप्यते	मुद्गलानां देशे अमृतफलं प्राप्यते	आम्रम्	सेवम्	सेवम्
207	कृमिसमूहनाशकः इति कस्य वर्णनम्?	निम्बूकम्	बीजपूरक / जम्बीरी निम्बूः / निम्बूकम् / मधुकर्कटी	जम्बीरी निम्बूः	निम्बूकम्	बीजपूरक	"**निम्बूकम्** 

**कथम्?** तस्य तिक्त-रसः कृमीन् नाशयति"	बीजपूरक	कृमिसमूहनाशकः निम्बूकम् इत्यस्य वर्णनम्	कृमिसमूहनाशकः मधुकर्कटी इति वर्ण्यते	बीजपूरकः	कृमिसमूहनाशकः इति मधुकर्कटी वर्णनम्	जम्बीरी निम्बूः
208	बिल्वकर्कटी इति कस्य पर्यायः?	बिल्वफलम्	बिल्वफलम् / बिल्वमज्जा / बिल्वपत्रम् / बिल्वमूलम्	बिल्वमज्जा	बिल्वफलम्	बिल्वमज्जा	**बिल्वफलम्**	बिल्वकर्कटी इति बिल्वमूलस्य पर्यायः	बिल्वकर्कटी इति बिल्वफलम् इत्यस्य पर्यायः अस्ति	बिल्वकर्कटी इति बिल्वमूलस्य पर्यायः अस्ति बिल्वमूलं तु बिल	बिल्वफलम्	बिल्वकर्कटी इति बिल्वफलस्य पर्यायः	बिल्वकर्कटी - बिल्वमूलम्
214	निम्नलिखितेषु पर्यायेषु चतुरम्ले किम् नास्ति?	बीजपूरकनिम्बूः	अम्लवेतसः / बीजपूरकनिम्बूः / वृक्षाम्लः / जम्बीरनिम्बूः	वृक्षाम्लः	जम्बीरनिम्बूः	वृक्षाम्लः	"**जम्बीरनिम्बूः** 

जम्बीरनिम्बूः मधुरः अस्ति, अतः तत्र चतुरम्लरसः नास्ति"	"वृक्षाम्लः

चतुरम्लस्य पर्यायेषु वृक्षाम्लः न समाविष्टः चतुरम्लं नाम आयुर्"	चतुरम्ले अम्लवेतसः नास्ति	वृक्षाम्लः चतुरम्ले किम् नास्ति	फलम् 'चतुरम्लं' इति चत्वारि अम्लानि द्योतयति अत्र अम्लवेतसः, बीजपूरकनिम्बूः, वृक्षाम्लः, जम्बीरनिम्बूः - ए	चतुरम्लेषु अम्लवेतसः नास्ति	अम्लवेतसः
219	रजतस्य उत्पत्तिः कस्मात् भवति?	शिवस्य अश्रुभ्यः	शिवस्य वीर्यतः / शिवस्य अश्रुभ्यः / पार्वत्याः अश्रुभ्यः / चन्द्रमसः	चन्द्रमसः	चन्द्रमसः	चन्द्रमसः	**चन्द्रमसः**	शिवस्य अश्रुभ्यः	रजतस्य उत्पत्तिः चन्द्रमसः	रजतस्य उत्पत्तिः चन्द्रमसः इति वेदितुं शक्यते चन्द्रमा रजतस्य	चन्द्रमसः	शिवस्य वीर्यतः	शिवस्य अश्रुभ्यः
220	कृत्रिमं रूप्यं कस्मात् उत्पद्यते?	वङ्गादि एवं पारदतः	पारदतः / स्वर्णतः / वङ्गादि एवं पारदतः / वङ्गादि एवं गन्धकतः	वङ्गादि एवं गन्धकतः	पारदतः / वङ्गादि एवं गन्धकतः	पारदतः	**वङ्गादि एवं पारदतः**	पारदतः	कृत्रिमं रूप्यं पारदतः उत्पद्यते	कृत्रिमं रूप्यं पारदतः, स्वर्णतः, वङ्गादिषु उत्पद्यते एवं	पारदतः	पारदतः	वङ्गादि एवं गन्धकतः
230	कांस्यस्य उत्पत्तिः कस्मात् भवति?	ताम्र + वङ्गात्	ताम्रात् / ताम्र + वङ्गात् / यशद + ताम्रात् / यशद + वङ्गात्	ताम्र + वङ्गात्	ताम्र + वङ्गात्	ताम्र + वङ्गात्	"**ताम्र + वङ्गात्**  

कांस्यं ताम्रस्य वङ्गस्य च मिश्रणात् भवति"	ताम्र + वङ्गात्	कांस्यस्य उत्पत्तिः ताम्रात् / वङ्गात् भवति	ताम्रस्य उत्पत्तिः यशद्वङ्गात् भवति ताम्रं यशसः वङ्गं च ए	ताम्रात्	ताम्रात्	यशद + ताम्रात्
231	आरकूटम् इति कस्य पर्यायः?	पित्तलम्	स्वर्णमाक्षिकम् / कांस्यम् / खर्परम् / पित्तलम्	स्वर्णमाक्षिकम्	पित्तलम्	स्वर्णमाक्षिकम्	**स्वर्णमाक्षिकम्**	पित्तलम्	आरकूटम् इति कांस्यम्	"आरकूटम् इति संस्कृते ""स्वर्णमाक्षिकम्"" इति अर्थे प्रयुक्तम्"	स्वर्णमाक्षिकम्	आरकूटम् इति कांस्यस्य पर्यायः	आरकूटम् इति कांस्यम् पर्यायः
232	पित्तलस्य उत्पत्तिः कस्मात् भवति?	ताम्र-यशदात्	ताम्र-यशदात् / ताम्र-वङगात् / यशद-वङगात् / स्वर्ण-ताम्रात्	ताम्र-वङगात्	ताम्र-यशदात्	ताम्र-यशदात्	ताम्र-यशदात्	ताम्र-यशदात्	पित्तलस्य उत्पत्तिः ताम्र-यशदात् भवति	पित्तलस्य उत्पत्तिः ताम्र-यशदात् भवति ताम्रं च यशस् च अयो	यशद-वङगात्	ताम्र-यशदात्	यशद-वङगात्
235	सौवर्णशिलाजतोः वर्णः कः भवति?	जपापुष्पवर्णः	पाण्डुरः / मयूरकण्ठवर्णः / जपापुष्पवर्णः / जटायुपक्षाभः	मयूरकण्ठवर्णः	पाण्डुरः	जपापुष्पवर्णः	**मयूरकण्ठवर्णः**	मयूरकण्ठवर्णः	सौवर्णशिलाजतोः वर्णः मयूरकण्ठवर्णः भवति	सौवर्णशिलाजतः पाण्डुरः वर्णः भवति	"**मयूरकण्ठवर्णः**
सौवर्णशिलाजतु मयूरकण्ठवर्णः भवति, तस्य मयूराणां कण्ठानां इव हरिन्मणिविशेषवर्णतः
*"	सौवर्णशिलाजतोः वर्णः जटायुपक्षाभः भवति	पाण्डुरः
236	राजतशिलाजतोः वर्णः कः भवति?	पाण्डुरः	कृष्णः / पाण्डुरः / रक्तः / जपापुष्पवर्णः	कृष्णः	पाण्डुरः	जपापुष्पवर्णः	"**पाण्डुरः** 

यतो राजावर्त-रोगे तस्य  प्रयोगः दृश्यते राजावर्त-चिकित्सायां पाण्डुवर्णानां द्रव्याणां विशेषाधिकारः आयुर्वेदे वर्ण"	पाण्डुरः	राजतशिलाजतः वर्णः पाण्डुरः अस्ति	राजतशिलाजतः कृष्णवर्णः भवति यद्यपि यह एक प्राचीन एवं प्रमु	राजतशिलाजतोः वर्णः कः भवति? पाण्डुरः	राजतशिलाजतोः वर्णः कृष्णः भवति	रक्तः
237	ताम्रशिलाजतोः वर्णः कः भवति?	मयूरकण्ठसमः	जपापुष्पसमानः / मयूरकण्ठसमः / कृष्णः / पाण्डुरः	मयूरकण्ठसमः	मयूरकण्ठसमः	जपापुष्पसमानः	"**मयूरकण्ठसमः**

**कारणम् ?**

ताम्रशिलाजतुः नीलवर्णः भवति, यः मयूरस्य कण्ठे विद्यमानस्य नीलवर्णस्य सदृशः अस्ति"	जपापुष्पसमानः	ताम्रशिलाजतोः वर्णः जपापुष्पसमानः भवति	ताम्रशिलाजतः वर्णः कृष्णः भवति	कृष्णः	मयूरकण्ठसमः	जपापुष्पसमानः
238	लौहशिलाजतोः वर्णः कः भवति?	जटायुपक्षाभम्	कृष्णः / श्वेतः / जटायुपक्षाभम् / मयूरकण्ठसमः	जटायुपक्षाभम्	लौहशिलाजतोः वर्णः कृष्णः	जटायुपक्षाभम्	मयूरकण्ठसमः  लौहशिलाजतु वर्णे मयूरस्य कण्ठे दृश्यमानानां वर्णानां सम्मिश्रणं दृश्यते	जटायुपक्षाभम्	लौहशिलाजतोः वर्णः कृष्णः भवति	लौहशिलाजतः श्वेतः वर्णः भवति	कृष्णः	लौहशिलाजतोः वर्णः कृष्णः भवति	जटायुपक्षाभम्
240	पारदस्य कति भेदाः भवन्ति?	४; चतुर्विधः; चतुर्विधम्; चत्वारः		द्वौ	त्रयः	चत्वारः	द्वादश  धातु-गुण-कर्म-विभागात्	पारदस्य सप्त भेदाः भवन्ति	पारदस्य त्रिभेदाः भवन्ति: शुद्धपारदः, मणिपारदः, तथा अभ्रकपारदः	पारदस्य द्विविधं भेदं उच्यते - सफेद पारद एवं कृष्ण पारद	एकादश	पारदस्य सप्त भेदाः भवन्ति	पारदस्य दश भेदाः भवन्ति
242	रुजायाः नाशाय उत्तमः पारदः कः?	श्वेतः	श्वेतः / पीतः / रक्तः / कृष्णः	कृष्णः	रक्तः	रक्तः	"**पीतः** 

पीतः पारदः विशेषतः वेदनास्थापन-गुणैः युक्तः अतः रुजायाः नाशाय उत्तमः"	रक्तः	श्वेतः पारदः	रुजायाः नाशाय उत्तमः पारदः रक्तः	कृतः	रक्तः	श्वेतः
243	पारदस्य पर्यायाः के?	सर्वे	रसधातुः / सूतः / महारसः / सर्वे	सर्वे	रसधातुः / सूतः / महारसः / सर्वे	सर्वे	"**सर्वे** | 

पारदस्य पर्यायाः रसधातुः, सूतः, महारसः इति सर्वे सन्ति |"	सर्वे	सर्वे	पारदस्य पर्यायाः चत्वारः अस्ति - रसधातुः, सूतः, महारसः, च सर्व	सर्वे	सर्वे	सर्वे
245	पारदस्य वङ्गदोषस्य कार्यं किम्?	कुष्ठम्	मूर्च्छा / कुष्ठम् / जडता / वीर्यनाशः	वीर्यनाशः	कुष्ठम्	वङ्गदोषेण जडता जायते	**मूर्च्छा**	वीर्यनाशः	पारदस्य वङ्गदोषस्य कार्यं मूर्च्छा	वङ्गदोषस्य कार्यं मूर्च्छा इति वङ्गदोषः एकः आयुर्वेदे	विर्यनाशः	वीर्यनाशः	वङ्गदोषस्य कार्यं मूर्च्छा
246	कति उपरसाः सन्ति?	२०	१० / २० / ३० / ३६	२०	१०	८	षट्	आयुर्वेदे उपरसानां संख्या ८ इति प्रसिद्धम् तथापि, प्रश्ने दत्तेषु विकल्पेषु तत	आयुर्वेदे छः उपरसाः सन्ति	उपरसाः त्रयस्त्रिंशत् (३६) सन्ति	३६	आयुर्वेदे ३६ उपरसाः सन्ति	उत्तरम्: ३६
247	अधोलिखितेषु हिङ्गुलः कस्य पर्यायः नास्ति?	चर्मारः	दरदः / म्लेच्छः / चूर्णपारदः / चर्मारः	म्लेच्छः	चर्मारः	चर्मारः	चर्मारः	चर्मारः	हिङ्गुलः चर्मारः इत्यस्मिन् पर्यायः नास्ति	हिङ्गुलः चर्मारः अभिधीयते	हिङ्गुलस्य पर्याय: म्लेच्छः  अन्ये चूर्णपारदः, दरदः,  चर्मारश्च पर्यायवाचकः भवति	चूर्णपारदः	चर्मारः
248	हिङ्गुलस्य कति भेदाः?	३; त्रयः	२ / ३ / ४ / ६	४	२	हिङ्गुलस्य चत्वारः भेदाः सन्ति	षट्  कारणं - रस, सिन्दूर,  रसक,  मकरध्वज,  रसपुष्प,  कपर्दिका इति षट् हिङ्गुल भेदाः	अयुर्वेदशास्त्रानुसारं हिङ्गुलस्य चत्वारः (४) भेदाः सन्ति	हिङ्गुलस्य त्रिभेदाः सन्ति	हिङ्गुलस्य चतुर्भेदाः अस्ति अतः उत्तरः ४ अस्ति	हिङ्गुलस्य भेदाः पञ्च सन्ति	हिङ्गुलस्य ६ भेदाः सन्ति	उत्तरम् - ६
250	सर्वोत्तमः हिङ्गुलप्रकारः कः?	हंसपादः	चर्मारः / शुक्रतुण्डकः / हंसपादः / दरदः	चर्मारः	हंसपादः	दरदः	शुक्रतुण्डकः	दरदः	सर्वोत्तमः हिङ्गुलप्रकारः शुक्रतुण्डकः अस्ति	सर्वोत्तमः हिङ्गुलप्रकारः हंसपादः इति	शुक्रतुण्डकः	शुक्रतुण्डकः	हिङ्गुलप्रकारः सर्वोत्तमः हंसपादः
252	गन्धकस्य कति भेदाः?	४	२ / ३ / ४ / ६	४	२	गन्धकस्य चत्वारः भेदाः सन्ति	षट्   षड्-गुण-युक्तत्वात्	आयुर्वेदे गन्धकस्य चत्वारः भेदाः प्रसिद्धाः सन्ति ते च - श्वेत, पीत, रक्त, क	गन्धकस्य चतुर्भेदाः सन्ति	गन्धकस्य त्रीणि भेदाः भवन्ति - सुधा, काला, क्षारका अतः उत्तरः	षड्	गन्धकस्य ६ भेदाः सन्ति	उत्तरम् - ६
254	व्रणादिषु लेपनाय योग्यः कः गन्धकः?	श्वेतः	रक्तवर्णः / पीतः / कृष्णः / श्वेतः	श्वेतः	रक्तवर्णः	कृष्णः		पीतः	रक्तवर्णः गन्धकः व्रणादिषु लेपनाय योग्यः अस्ति	गन्धकः पीतः रक्तवर्णायां व्रणानि शोधयितु योग्यः भवति त	पीतः	रक्तवर्णः	रक्तवर्णः
255	श्रेष्ठः गन्धकः कः?	कृष्णवर्णः	रक्तवर्णः / कृष्णवर्णः / पीतवर्णः / श्वेतः	पीतवर्णः	श्रेष्ठः गन्धकः रक्तवर्णः	श्वेतः	"**पीतवर्णः**  

शुद्धतमः गन्धकः प्रायः पीतवर्णः भवति"	श्वेतः	श्रेष्ठः गन्धकः श्वेतः अस्ति	गन्धकः रक्तवर्णः अस्ति	श्वेतः	पीतवर्णः	श्रेष्ठः गन्धकः रक्तवर्णः
256	सुदुर्लभः गन्धकः कः अस्ति?	कृष्णः	श्वेतः / रक्तः / कृष्णः / पीतः	रक्तः	श्वेतः	कृष्णः	पीतः	पीतः	सुदुर्लभः गन्धकः श्वेतः अस्ति	गन्धकः रक्तः अस्ति इदं रसायनं रक्त-वर्णं प्राप्यते धन्यव	पीतः	श्वेतः	श्वेतः
262	कस्मिन् पर्वते उत्पन्नं अभ्रकं अत्यन्तं बहुसत्त्वम् भवति?	उत्तरशैले	उत्तरशैले / पूर्वशैले / दक्षिणशैले / पश्चिमशैले	उत्तरशैले	उत्तरशैले	उत्तरशैले	उत्तरशैले	पूर्वशैले	पूर्वशैले	अभ्रकं अत्यन्तं बहुसत्त्वं उत्तरशैले उत्पन्नं भवति	उत्तरशैले	उत्तरशैले	उत्तरशैले
263	स्वल्पसत्त्वम् अभ्रकं कस्मिन् पर्वते भवति?	दक्षिणशैले	उत्तरशैले / पूर्वशैले / दक्षिणशैले / पश्चिमशैले	पश्चिमशैले	उत्तरशैले	उत्तरशैले	उत्तरशैले	उत्तरशैले	उत्तरशैले	स्वल्पसत्त्वं अभ्रकं पर्वते पश्चिमशैले भवति	उत्तरशैले	उत्तरशैले	उत्तरशैले
264	हरितालस्य कति भेदाः सन्ति?	२	२ / ३ / ४ / ६	२	द्वौ	हरितालस्य त्रीणि भेदाः सन्ति	त्रयः   आयुर्वेदग्रन्थेषु हरितालस्य  स्वर्णगैरिक,  मनःशिला,  अवंताल  इति  त्रयः भेदाः  वर्णिताः |	चत्वारः	हरितालस्य चारः भेदाः सन्ति	हरितालस्य चत्वारि भेदाः सन्ति उन्हें २, ३, ४ और ६ में विभाज	त्रयः	हरितालस्य ६ भेदाः सन्ति	उत्तरम् - ६
