ID	QUESTION	ANSWER	CHOICES
778	एतेषु को देवः चतुर्मुखः अस्ति?	ब्रह्मा	 इन्द्रः / विष्णुः / शिवः / ब्रह्मा
779	एतेषु कः देवता त्रिनेत्रः अस्ति?	शिवः	 शिवः / वायुः / अग्निः / सूर्यः
780	एतेषु कयोः भ्रात्रोः मध्ये वैरमासीत्?	वालिसुुग्रीवयोः	 रावणकुम्भकर्णयोः / वालिसुग्रीवयोः / खरदूषणयोः / जटायुसंपातयोः
781	एतेषु का सती कथ्यते?	सुलोचना	 अहल्या / मंदोदरी / श्रुतकीर्तिः / सुलोचना
782	पङ्क्तिरथः एतेषु कस्य नाम आसीत्?	दशरथस्य	 दशरथस्य / जनकस्य / गयस्य / विभीषणस्य
783	एतासु कस्याः गणना पञ्च कन्यासु भवति?	मन्दोदर्याः; मंदोदर्याः	 सुलोचनायाः / रूमायाः / मंदोदर्याः / उर्मिलायाः
784	एतासु का सा स्वस्याः अपरजन्मनि सीतारूपेण जाता आसीत्?	वेदवती	 हेमा / वेदवती / अरुंधती / अनसूया
785	महेंद्रः एतेषु कः कथ्यते?	इन्द्रः	 शत्रुघ्नः / मेघनादः / इन्द्रः / हनुमान्
786	एतासु कस्याः पतिव्रतायाः अग्निपरीक्षा कृता आसीत्?	सीतायाः	 सुलोचनायाः / मंदोदर्याः / अहल्यायाः / सीतायाः
787	एतेषु कस्मिन् ऋषौ प्रतिसृष्टेः सर्जनस्य क्षमता आसीत्?	विश्वामित्रे	 धौम्ये / जाबालौ / विश्वामित्रे / दुर्वाससे
788	एतेषु केषां भ्रातॄणां विवाहः समकालम् अभवत्?	चतुर्णाम्	 रामलक्ष्मणयोः / भरतशत्रुघ्नयोः / रामभरतयोः / चतुर्णाम्
789	एतेषु कस्य ऋषेः परामर्शेण राजा दशरथः पुत्रेष्टियज्ञमकारयत्?	वसिष्ठस्य	 वसिष्ठस्य / परशुरामस्य / याज्ञवल्क्यस्य / अत्रिणः
790	एतासु का 'नागमाता' कथ्यते?	सुरसा	 सुरसा / सिंहिका / त्रिजटा / मन्दोदरी
791	एतेषु कस्य सूर्यवंशसम्बन्धः आसीत् ?	दशरथस्य	 जनकस्य / रावणस्य / दशरथस्य / सहस्रार्जुनस्य
792	एतेषु स कः राजा यः नक्षत्रत्वं प्राप्त्य आकाशे प्रकाशते ?	त्रिशङ्कुः	 त्रिशङ्कुः / दशरथः / गयः / अंशुमान्
793	एतेषु किं नाम यत् रावणस्य पुत्रस्य भ्रातुः च आसीत् ?	त्रिशिराः	 त्रिशिराः / मेघनादः / दूषणः / अक्षकुमारः
794	उपेन्द्रः एतेषु कः उच्यते ?	लक्ष्मणः	 शत्रुघ्नः / लक्ष्मणः / भरतः / दशरथः
795	एतासु सा का महौषधिः या शरीरे प्रविष्टान् बाणादीन् निष्कास्य क्षतं पूरयति पीडां च हरति ?	विशल्यकरणी	 सावर्ण्यकरणी / विशल्यकरणी / सञ्जीवकरणी / सन्धानी
796	एतासु सा का महौषधिः या युद्धात् निस्तेजं शरीरं पुनः यथापूर्वं तेजः प्रयच्छति ?	सावर्ण्यकरणी	 सञ्जीवकरणी / सन्धानी / सावर्ण्यकरणी / विशल्यकरणी
797	एतासु सा का महौषधिः या मूर्छां दूरीकृत्य चेतनां प्रयच्छति?	सञ्जीवकरणी	 विशल्यकरणी / सावर्ण्यकरणी / सन्धानी / सञ्जीवकरणी
798	एतासु सा का महौषधिः या भिन्नानाम् अस्थ्नां संधाने युज्यते ?	सन्धानी	 सन्धानी / विशल्यकरणी / सञ्जीवकरणी / सावर्ण्यकरणी
799	श्रीरामः एतेषु कस्य परित्यागं कृतवान्?	लक्ष्मणस्य	 शत्रुघ्नस्य / भरतस्य / लवस्य / लक्ष्मणस्य
800	एतेषु कौ च द्वौ भ्रातरौ गांधर्वविद्यायाः तत्वज्ञौ आस्ताम्?	लवकुुशौ	 रामलक्ष्मणौ / वालिसुग्रीवौ / लवकुशौ / नलनीलौ
801	वानरराजः एतेषु कः आसीत् ?	सुग्रीवः	 सुग्रीवः / हनुमान् / नलः / मैन्दः
802	गृद्ध्रराजः एतेषु कः आसीत् ?	जटायुः	 जटायुः / हनुमान् / द्विविदः / गुहः
803	निषादराजः एतेषु कः आसीत् ?	गुहः	 गयः / सुमन्त्र / गुहः / सम्पातिः
804	एतासु का गन्धर्वराजस्य शैलूषस्य पुत्री आसीत् ?	सरमा	 ताटका / लङ्किनी / प्रघसा / सरमा
805	रामायणस्य रचयिता कः आसीत् ?	वाल्मीकिः	
806	वाल्मीकीयरामायणं कस्यां भाषायां विरचितम् अस्ति ?	संस्कृतभाषायाम्; संस्कृते	
807	श्रीरामं, सीतां, लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं कः गतवान् आसीत् ?	सुमन्त्रः	
808	हनुमतः लङ्कागमनसमये सीतायै श्रीरामः कं वस्तु स्वपरिचयरूपेण दत्तवान् आसीत् ?	मुद्रिकाम्; अङ्गुलीयकम्	
809	केन एतद् उक्तं यत् रावणस्य नाभौ अमृतं अस्ति इति, तत्पश्चात् श्रीरामः रावणं मारयितुम् अशक्नोत्?	विभीषणः	
810	संजीवनीभेषजस्य आनयनसमये हनुमन्तं मार्गे कः बाणेन प्रहृत्य पतितवान् ?	भरतः	
811	सीताहरणस्यानन्तरं यदा श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तां तदा मार्गे सीता रुपेण कः आसीत्?	सती	
812	कः स ऋषिः आसीत् यः श्रीरामं वनगमनात् विमुखं कर्तुं यतते स्म?	जाबालिः	
813	नासिका-कर्णयोः छेदनात् परं शूर्पणखा प्रथमतः कस्य भ्रातुः सकाशम् अगच्छत्?	खरस्य	
814	श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि कस्मै दत्तवन्तौ?	सुयज्ञाय	
815	श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् तं कः प्रेषितवान्?	इन्द्रः	
816	रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः कः आसीत्?	मातलिः	
817	रावणस्य अन्तिमसंस्कारं कः अकरोत्?	विभीषणः	
818	श्रीरामस्य वनवासात् प्रत्यागमनस्य सूचनां भरताय कः दत्तवान्?	हनुमान्	
819	ब्रह्मणः वरप्रार्थनसमये कुम्भकर्णस्य जिह्वायां का देवी आसीनासीत्?	सरस्वती	
820	लङ्कायाः गमनाय समुद्रे सेतुनिर्माणसमये श्रीरामः कस्य देवस्य आराधनां अकुरुत?	शिवस्य	
821	यस्मिन् दिवसे श्रीरामेण रावणः विजीतः तस्मिन् दिने का तिथि: आसीत् ?	दशमीतिथिः; दशमी	
822	राज्ञः दशरथस्य राज्ञीनां मध्ये ज्येष्ठा का आसीत् ?	कौसल्या	
823	यदा रावणः सीतायाः हरणं कृत्वा गच्छति स्म तदा मार्गे तस्य प्रतिरोधं कः वीरः अकरोत् ?	जटायुः	
824	रावणस्य सः कः भ्राता यः श्रीरामस्य शरणं प्राप्तवान् ?	विभीषणः	
825	लङ्कां कः दग्धवान् ?	हनुमान्	
826	राक्षसेभ्यः यज्ञस्य रक्षणाय राजा दशरथात् श्रीराम-लक्ष्मणौ कः ऋषिः याचित्वा नीतवान् ?	विश्वामित्रः	
827	अयोध्यायाः कुलगुरुः कः आसीत् ?	वसिष्ठः	
828	सीता स्वयंवरस्य कः मनोरथः आसीत् ?	शिवधनुषोत्तोलनम्	
829	लंकां गत्वा सीतायाः सङ्केतं कः ज्ञातवान् ?	हनुमान्	
830	अयोध्यायां श्रीरामलक्ष्मणभरतशत्रुघ्नेभ्यः शस्त्रशास्त्रयोः शिक्षां कः अददात् ?	विश्वामित्रः	
831	दशरथः एतेषु कस्य वंशस्य आसीत् ?	रघुवंशस्य	 यदुवंशस्य / पूरुवंशस्य / कुरुवंशस्य / रघुवंशस्य
832	श्रीरामस्य जन्म कदा अभवत् ?	नवम्यां तिथौ; चैत्रमासस्य शुक्लपक्षस्य नवमी तिथौ पुनर्वसु नक्षत्रे कार्कट लग्ने मध्याह्ने; चैत्रमासे; चैत्रशुक्लनवम्याम्; त्रेतायाम्; त्रेतायुगे	
833	श्रीरामलक्ष्मणभरतशत्रुघ्नेषु स्वस्य कोपी स्वभावेन कः प्रसिद्धः आसीत्?	लक्ष्मणः	
834	सीतायाः स्वयंवरे यद् धनुः व्यवहृतं तत् कस्य आसीत्?	शिवस्य; रुद्रस्य; पिनाकिनः; देवदेवस्य	
835	कः सः ऋषिः यः सीतायाः स्वयंवरे श्रीरामलक्ष्मणयोः च उपरि रुष्टः आसीत्?	परशुरामः; जामदग्न्यः	
836	लवकुशयोः गुरुः कः आसीत्?	वाल्मीकिः	
837	अशोकवाटिकायां सीता हनूमते किम् वस्तु अभिज्ञानरूपेण अददात्?	चूडामणिः	
838	महर्षिः वाल्मीकिः कस्य वंशे उत्पन्नः?	भृगोः; भृगुवंशे	
839	त्रिजटा राक्षसी विभीषणस्य का आसीत्?	भगिनी	
840	लङ्कायाः निर्मितिः केन कृता?	विश्वकर्मणा	
841	श्रीरामं वनात् अयोध्यां प्रतिनेतुं एतेषु कः न गतवान्?	दशरथः	 जनकः / भरतः / सुमन्त्रः / दशरथः
842	भरतः अयोध्यायाः सिंहासने श्रीरामस्य किं वस्तु स्थापयित्वा तस्य आगमनपर्यंतं राज्यं चालयामास?	पादुके	
843	सीतायाः सङ्केतप्राप्त्यर्थं लंकां गच्छते हनुमते कः पर्वतः स्वागतं व्याजहार ?	मैनाकः	
844	दशरथस्य तिस्रः राज्ञ्यः गर्भधारणाय कस्य वस्तुनः भक्षणं कृतवत्यः?	चरुः; पायसस्य	
845	श्रीरामलक्ष्मणाभ्यां बलातिबलयोः विद्यायोः ज्ञानं केन प्रदत्तम्?	विश्वामित्रेण	
846	शुनःशेपस्य रक्षा केन कृता?	विश्वामित्रेण	
847	सिद्धार्थः अयोध्यायां कस्मिन् पदे आसीत्?	मन्त्री	
848	राज्ञः दशरथस्य सारथिः कः आसीत्?	सुमन्त्रः	
849	सीतायाः हरणाय रावणः केन वेषेन आगच्छत्?	भिक्षुकवेषेण; द्विजातिवेषेण; भिक्षुवेषेण	
850	राज्ञः दशरथस्य सा का राज्ञी या तेन सह युद्धेषु भागमगृह्णात्?	कैकेयी	
851	कुशनाभस्य पुत्र्यः कस्य क्रोधेन कुब्जाः जाता:?	वायोः	
852	वनवासकाले श्रीरामादिषु शृङ्गवेरपुरे प्राप्ते कः तेषां स्वागतं कृतवान्?	गुहः	
853	श्रीरामः लक्ष्मणसीताभ्यां सहितः वनवासाय केन वेषेण गतः?	तपस्विनः वेषेण; तापसवेषेण; तपस्विनाम्; तपस्वीवेषेण	
854	रामायणे किष्किन्धाकाण्डात् परं किं काण्डम् आगच्छति?	सुन्दरकाण्डम्	
855	सः कः राक्षसः यः रावणाय सिताहरणस्य मन्त्रणां कृतवान् आसीत्?	अकम्पनः	
856	श्रीरामसीताभ्यां सह अन्यः कः वनम् अगच्छत्?	लक्ष्मणः	
857	सम्पातेः (गृध्रस्य) पक्षौ कथं दग्धौ अभवताम्?	सूर्यस्य प्रखरकिरणैः; सूर्यस्य तेजसा	
858	प्रहस्तः कः आसीत्?	रावणस्य सेनापतिः; रावणस्य सेनानायकः	
859	महोदरः प्रहस्तः धूम्राक्षः मारीचः शुकः सारणः - एते सर्वे लङ्कायां केषु पदेषु स्थिताः आसन् ?	अमात्यपदे; मन्त्रिपदेषु; मन्त्रिणः	
860	लङ्कायाः गमनाय समुद्रे निर्मितः सेतुः केन निर्मितः आसीत्?	नलेन	
861	ऋषेः भरद्वाजस्य गुरु: कः महर्षिः आसीत् ?	वाल्मीकिः	
862	हनुमतः (लङ्कां गच्छतः)  बलं पराक्रमं च परिक्षितुं देवताः कं राक्षसीरूपेण मार्गे विघ्नमुत्पादयितुं प्रेषितवन्तः ?	सुरसा	
863	सः कः राक्षसः यस्य मायया श्रीरामस्य कर्तितं शिरः दर्शयित्वा सीतां व्यकुलयितुं प्रयासम् अकरोत् ?	विद्युज्जिह्वः	
864	सीताया: स्वयंवरे गच्छद्भ्यां श्रीरामलक्ष्मणाभ्यां सहितः कः ऋषिः आसीत्?	विश्वामित्रः	
865	रामरक्षास्तोत्रस्य' रचना केन कृता?	विश्वामित्रेण	
866	तारकासुरेण सह देवतानां युद्धे देवतानां सेनापति: कः आसीत्?	कार्त्तिकेयः; स्कन्दः	
867	देवतायाः चिकित्सकः कः आसीत्?	अश्विनिकुमारौ; अश्विनौ	
868	पुष्पकविमानस्य निर्माणं केन कृतम्?	विश्वकर्मणा	
869	रावणस्य शरीरं कस्य वर्णस्य आसीत्?	कृष्णवर्णस्य	
870	श्रीरामस्य शरीरस्य वर्णः कः आसीत्?	नीलः; श्यामः	
871	लक्ष्मणस्य शरीरं कस्य वर्णस्य आसित् ?	गौरवर्णस्य	
872	भरतस्य शरीरं कस्य वर्णस्य आसित् ?	नीलवर्णस्य	
873	श्रीरामस्य आज्ञया सीतां वने त्यक्तुं कः गतः ?	लक्ष्मणः	
874	देवतानां गुरु: कः आसीत् ?	बृहस्पतिः	
875	असुराणां गुरु: कः आसीत् ?	शुक्राचार्यः; शुक्रः	
876	रावणः तथा मान्धाता इत्यनयोः मध्ये  शान्तिं स्थापयितुं कः महर्षिः मध्यस्थतां कृतवान्?	गालवः	
877	गाधेः जन्म कस्य यज्ञस्य करणात् अभवत् ?	पुत्रेष्टियज्ञस्य	
878	मेघनादेन प्रयुक्तेन नागपाशेन बद्धौ श्रीरामलक्ष्मणौ कः मुक्तवान्?	गरुडः	
879	विष्णुः वामनरूपेण कस्य गर्भात् जातः?	अदितेः	
880	रामादिषु चतुर्षु भ्रातृषु द्वितीयः कः आसीत्?	भरतः	
881	म्लेच्छानां उत्पत्तिः कुतः अजायत?	कामधेनोः रोमकूपात्	
882	हनुमन्तं प्रथमतः कः रावणस्य पुरतः नीतवान्?	मेघनादः	
883	ऋक्षबिले (गुहायां) हनुमदङ्गदादिभिस्सह कस्य साक्षात्कारः अभवत्?	स्वयंप्रभायाः	
884	वनवासकाले श्रृङ्गवेरपुरे श्रीरामस्य पादौ कः प्राक्षालयत्?	केवटः; गुहः; निषादराजः	
885	गायत्रीमन्त्रे कस्य देवस्य आराधना अस्ति?	सूर्यस्य; सवितुः	
886	पञ्चवट्यां सीताया: कुट्याः पुरतः रेखां कः अलिखत्?	लक्ष्मणः	
887	कः स ऋषिः यः 'मरा-मरा' इति जपं कृत्वा तपः अकरोत्?	वाल्मीकिः	
888	लोकपालानां गजाः किम् उच्यन्ते?	दिग्गजाः	
889	दशरथः कस्मै नृपतये स्वपुत्रीं पोष्यपुत्रिकारूपेण अयच्छत्?	रोमपादाय	
890	यदा श्रीरामः स्वर्णमृगं बाणेन हत्वा पातितवान् तदा तस्य मुखात् विलापस्वरेण किम् निर्गतम्?	हा सीते लक्ष्मणेति; हा सीते हा लक्ष्मण इति	
891	भरतस्य कः मंत्री श्रीरामस्य वनवासात् अयोध्याप्रत्यागमने तेषां स्वागतं कर्तुं गतः आसीत्?	अर्थसाधकः	
892	महर्षये वाल्मीकये रामकथां कः श्रावितवान्?	नारदः	
893	रभसनामकं यौद्धिकविधिं श्रीरामः कस्मात् अधिगतवान् आसीत्?	विश्वामित्रात्	
894	प्राजापत्यपुरुषेण प्रदत्तस्य चरोः कियन्तम् अंशं दशरथः कौसल्यायै दत्तवान्?	अर्धांशम्; अर्धम्	
895	प्राजापत्यपुरुषेण प्रदत्तस्य चरोः कियन्तम् अंशं दशरथः कैकैय्यै दत्तवान्?	चतुर्थांशम्; चतुर्थम्	
896	प्राजापत्यपुरुषेण प्रदत्तस्य चरोः कियन्तम् अंशं दशरथः सुमित्रायै दत्तवान्?	चतुुर्थांशम्; चतुर्थम्	
897	काकभुशुण्डिः पूर्वजन्मनि कः आसीत्?	ब्राह्मणः	
898	श्रीरामस्य वनवासकालीनकथा रामायणस्य कस्मिन् काण्डे अन्तर्भवति?	अरण्यकाण्डे	
899	ताटका (राक्षसी) राक्षसीभवनात् पूर्वं का आसीत्?	यक्षिणी	
900	सनाभः' इति कस्य पर्वतस्य एकं नाम अस्ति?	मैनाकस्य	
901	कः ऋषिः सीतायाः शुद्धतायाः प्रतिज्ञां कृतवान्?	वाल्मीकिः	
902	रावणस्य भ्रातृषु कनिष्ठः कः आसीत्?	विभीषणः	
903	श्रीरामसहितेषु सर्वेषु भ्रातृषु कनिष्ठः कः आसीत्?	शुत्रुघ्नः	
904	श्रीरामस्य सभायां कः रामायणस्य गानम् अकरोत्?	लवकुशौ	
905	राज्ञः दशरथस्य राज्ञी कैकेयी कस्य वर्णस्य आसीत्?	क्षत्रियवर्णस्य	
906	रामायणस्य प्रमुखः नायकः कः?	श्रीरामः; रामः	
907	पञ्चवट्यां प्रवेशकाले श्रीरामलक्ष्मणसीताभिः च सह कः अन्यः आसीत्?	जटायुः	
908	कुबेराय पुष्पकविमानं कः दत्तवान्?	ब्रह्मा	
909	शूरसेनजनपदं कः संस्थापितवान्?	शत्रुघ्नः	
910	गङ्गायाः पारं गत्वा सीता केवटाय भाटकरूपेण किं दातुम् इष्टवती यत् केवटः स्वीकर्तुं प्रत्याख्यातवान्?	मुद्रिका; अङ्गुलीयकम्	
911	बरवै रामायणस्य' रचनां कः अकरोत् ?	तुलसीदासः	
912	हहा हूहू च कौ आस्ताम्?	गन्धर्वौ	
913	अनलः, अनिलः, हरः, सम्पातिः च एते कस्य मन्त्रिणः आसन्?	विभीषणः	
914	सर्वतापनः कस्य नाम अस्ति?	सूर्यस्य	
915	हनुमन्तं समुद्रस्य लङ्घनाय कः प्रेरितवान्?	जाम्बवान्	
916	लंकाक्रमणाय समुद्रे सेतुं बन्धयितुं वानरैः शिलासु कः शब्दः लिखितः?	रामः	
917	अशोकवाटिकायां हनुमान् किंकरनामकान् यान् राक्षसान् हतवान्, तान् कः प्रेषितवान्?	रावणः	
918	कृष्णमुखवानराणां यूथपतिः कः आसीत्?	गवाक्षः	
919	वानराणाम् उत्पत्तिः केभ्यः अभवत्?	देवताभ्यः गन्धर्वेभ्यश्च; देवेभ्यः	
920	राज्ञः दशरथस्य पुत्र्याः विवाहः केन अभवत्?	ऋष्यशृङ्गेण	
921	सीता-हरणकाले प्रकृतायाः सीतायाः स्थाने मायया निर्गतायाः सीतायाः सृष्टिः केन कृता आसीत्?	अग्निना	
922	शुकसारणौ च लङ्कायां कस्मिन् पदे आसाताम् ?	अमात्यपदे	
923	महोदरः राक्षसः रावणस्य कः आसीत् ?	भ्राता	
924	यदा सूर्यं ग्रहीतुं हनुमान् अप्लवत तदा कः ग्रहः सूर्ये ग्रहणं सम्पादयितुम् इच्छति स्म ?	राहुः	
925	सः कः ऋषिः यः रामायणस्य अधिकांशघटनानां पूर्वं दर्शनम् अकरोत्?	वाल्मीकिः	
926	विजयादशम्या पर्व कस्य मासस्य कस्यां तिथौ आचर्यते?	आश्विनशुक्लदशम्याम्; आश्विनमासस्य  शुक्लपक्षस्य  दशम्याम्; आश्विनस्य शुक्लदशम्याम्; आश्विनमासस्य शुक्लपक्षस्य दशम्यां तिथौ	
927	श्रीरामेण सेतुबंधकाले रामेश्वरस्य स्थापनं मासस्य कस्यां तिथौ कृतम् आसीत्?	ज्येष्ठशुक्लदशम्याम्	
928	शत्रुघ्नस्य जन्म कस्मिन् नक्षत्रे अभवत् ?	आश्लेषा	
929	का देवता 'काशीनाथः' कथ्यते?	शिवः	
930	राज्ञः दशरथस्य मृत्युवृत्तान्तः भरताय केन उक्तः आसीत् ?	कैकेय्या	
931	राज्ञः दशरथस्य मृत्योरनन्तरं कस्यचित् राजपुत्रस्य अनुपस्थितेः कारणात्, तस्य शवः कस्मिन् तरलद्रव्ये निमज्य स्थापितः आसीत्?	तैले	
932	विश्वामित्रं 'महर्षिः' इति उपाधिना कः देवः विभूषितवान्?	ब्रह्मा	
933	लवणासुरस्य वधाय श्रीरामः कम् प्रेषितवान्?	शत्रुघ्नम्	
934	शुक्राचार्यस्य सर्वं शिल्पवैभवं प्राप्तुं मयासुरः कस्य तपः अकुरुत?	ब्रह्मणः	
935	रावणस्य कस्मिन्नङ्गे अमृतमासीत्?	नाभौ	
936	ऋक्षराजस्य वानरस्य जन्म ब्रह्मणः कस्मात् अङ्गात् जातः आसीत्?	नेत्रात्	
937	कः वामनरूपं धृत्वा राजानं बलिनः त्रिपदपरिमितां भूमिं दानरूपेण याचितवान्?	विष्णुः	
938	श्रीरामेण सुग्रीवस्य परिचयः केन कारितः?	हनुमता; हनूमता	
939	बर्बरजातीयाः जनाः महर्षेः वसिष्ठस्य धेनोः कस्मात् अङ्गात् अजायन्त?	ऊधसः	
940	श्रीरामाय ब्रह्मणः एषः संदेशः केन श्रावितः यत् तस्य (रामस्य) जीवनावधिः समाप्तः अस्ति, अतः स्वर्गलोकं प्रत्यागच्छतु?	कालेन	
941	सुतीक्ष्णः मुनिः कस्य शिष्यः आसीत् ?	अगस्त्यस्य	
942	कः ऋषिः श्रीरामाय स्वार्जितं ब्रह्मलोकं स्वर्गं च दातुं ऐच्छत, यत् सः न स्वीकृतवान्?	शरभङ्गः	
943	लंकायाः राजपदे विभीषणस्य राज्याभिषेकं कः अकरोत्?	लक्ष्मणः	
944	जटायोः (गृद्ध्रस्य) दाहसंस्कारं कः अकरोत्?	श्रीरामः; रामः	
945	वनवासकाले सीतायै दिव्यं हारं वस्त्राभरणं अंगरागं च कः प्रदत्तवान्?	अनसूया	
946	सीता स्वयंवरे यस्य धनुषः प्रयोगः कृतः, तत् राज्ञे जनकाय कः अददात्?	वरुणः	
947	दण्डकवने श्रीरामं,सीतां लक्ष्मणं च कः राक्षसः आक्रमणं अकरोत्?	विराधः	
948	यः समुदायः ब्रह्मणः नखात् उत्पन्नः इति उच्यते, सः ऋषिणां समुदायः किम् उच्यते?	वैखानसः	
949	यः समुदायः ब्रह्मणः रोमात् प्रकटितः इति उच्यते, सः महर्षिणां समुदायः कः उच्यते?	वालखिल्यः	
950	यः समुदायः पर्णानि खादति, सः मुनीनां समुदायः किं कथ्यते?	पत्राहारः	
951	कण्ठपर्यन्तं जलमध्ये निमज्य तपः कुर्वन्तः ऋषयः किमुच्यन्ते?	उन्मञ्जकाः	
952	ये केवलं जलं पित्वा जीवितमाचरन्ति सः ऋषिसमूहः किमुच्यते?	सलिलाहारः	
953	वायुमेव पीत्वा जीवनं कुर्वन्तः ऋषयः किमुच्यन्ते?	वायुभक्षः	
954	निरन्तरं जपं कुर्वन् ऋषिसमूहः किमुच्यते?	सजपः	
955	गृष्मकाले उपरिष्टात् सूर्यस्य, चतुर्भ्यः दिग्भ्यः च अग्नेः तापं सहमानाः ऋषयः किमुच्यन्ते?	पञ्चाग्निसेवी; पञ्चाग्नयः	
956	संपातये सीताहरणस्य सूचनां कः दत्तवान्?	सुपार्श्वः	
957	राज्ञः दशरथस्य दाहसंस्कारकाले तस्य परिवारस्य का स्त्री न आसीत्?	सीता	
958	यदा लक्ष्मणः किष्किन्धापुरिं गत्वा सुग्रीवे क्रुद्धः आसीत् तदा सुग्रीवः तं शमयितुं कं प्रेषितवान्?	ताराम्	
959	राजा निमिः कस्य पूर्वजः अस्ति?	जनकस्य	
960	नाभागः कस्य पूर्वजः अस्ति?	दशरथस्य	
961	दशरथस्य का राज्ञी रुष्टा भूत्वा कोपगृहं गतवती आसीत्?	कैकेयी	
962	श्रीरामसीतालक्ष्मणानां वनगमनादनन्तरं तेषां संदेशं दशरथाय कः उक्तवान्?	सुमन्त्रः	
963	लंकां प्राप्त्वा हनुमान् रावणं प्रथमतः कस्यां परिस्थितौ दृष्टवान्?	शयानम्	
964	हनुमान् लंकां प्राप्य सीतां कथम् अन्विष्टवान्?	आभूषणैः	
965	मरीचिः, अत्रिः, अंगिराः, पुलस्त्यः, पुलहः ऋतुः च एते के?	प्रजापतयः	
966	चित्रकूटं प्राप्य श्रीरामादिभिः कस्य ऋषेः दर्शनं कृतम्?	वाल्मिकेः	
967	वनवासाय प्रयाणकाले लक्ष्मणं कः उपदिष्टवान्?	सुमित्रा	
968	राज्ञः दशरथस्य कः मन्त्री अर्थशास्त्रज्ञः आसीत्?	सुमन्त्रः	
969	वसिष्ठात् अतिरिच्य कः ऋषिः राज्ञः दशरथस्य ऋत्विक् आसीत्?	वामदेवः	
970	राज्ञः दशरथस्य मुख्यपत्नी का आसीत्?	कौसल्या	
971	राक्षसानां निर्दलनाय शंकरस्य प्रेरणया देवाः कस्य समीपं गताः ?	विष्णोः	
972	मूर्च्छितस्य लक्ष्मणस्य कृते विशल्यकरणी, सावर्ण्यकरणी, सञ्जीवकरणी, सन्धानी च नामकाः महौषधीः कः आनीतवान् ?	हनुमान्	
973	ते काष्ठनिर्मिताः सेतवः के उच्यन्ते यान् आवश्यकतानुगुणं यन्त्रैः पात्यन्ते स्म?	सङ्क्रमाः	 
974	तक्षकनागस्य शरीरस्य वर्णः कः आसीत् ?	रक्तवर्णः	
975	वानराणां गजैः सह केन कारणेन वैरम् आसीत्?	गजस्य रूपं धृत्वा आगतं शम्बसादनराक्षसः वानरराजेन केसरिणा हतः अतः	
976	दूषणः कस्य सेनापतिः आसीत्?	खरस्य	
977	वनवासतः अयोध्यायाः प्रत्यागमनकाले श्रीरामः कं दूतरूपेण भरतस्य समीपं प्रेषितवान्?	हनुुमन्तम्; हनूमन्तम्	
978	संपातिं जटायुोः हत्यायाः समाचारं कः अकथयत्?	अङ्गदः	
979	राज्ञः जनकस्य पक्षतः श्रीरामस्य विवाहार्थं निमन्त्रणाय राजानं दशरथं प्रति कः गतः?	शतानन्दः	
980	लङ्कायाः आक्रमणाय सेतुबंधनसमये शिवलिङ्गं कः अस्थापयत्?	श्रीरामः; रामः	
981	रावणेन सह संग्रामे विजयाय श्रीरामं 'आदित्यहृदयं' पठितुं कः ऋषिः उक्तवान्?	अगस्त्यः	
982	यस्मिन् गृहे चत्वारि द्वाराणि चतुर्षु दिक्षु एकैकम् अस्ति,चतुर्भिः शालाभिः युक्तं तत् गृहं किम् उच्यते ?	सर्वतोभद्रम्	
983	यस्मिन् गृहे त्रीणि एव द्वाराणि सन्ति, पश्चिमदिशि च द्वारं नास्ति, तत् किम् उच्यते?	नन्द्यावर्तम्	
984	यस्मिन् गृहे दक्षिणां दिशं व्यतिरिक्तम् अन्यासु त्रिषु दिक्षु द्वाराणि सन्ति, तत् किम् उच्यते?	वर्धमानम्	
985	यस्मिन् गृहे केवलं पूर्वदिशायां द्वारं भवति, अन्यासु त्रिषु दिशासु न भवन्ति, तत् किं उच्यते?	स्वास्तिकम्	
986	सर्पाणां फणेषु दृश्यमाना नीला रेखा किं उच्यते?	स्वास्तिकम्	
987	तत् फलकं, यत्र द्युतक्रीडनकं विस्तृतं क्रीडितं वा भवति, तत् किं उच्यते?	द्युतफलकम्	
988	रौद्रः, सार्पः, मैत्रः, चैत्रः, वासवः, आप्यः, वैश्वः, ब्राह्मः, प्राजः, ईशः, पेन्द्रः, ऐन्द्रान्नः, नैऋतः, वारुणार्यमणः, भगी - एते के सन्ति?	मुहूर्ताः	
989	अन्तःपुरस्य अध्यक्षः किम् उच्यते?	अन्तर्वेशिकः	
990	दौवारिकाणां कर्तव्यानां निर्देशकारी अधिकारीं कः उच्यते?	प्रदेष्टा	
991	आवहः, प्रवहः, संवहः, उद्वहः, विवहः, परिवहः, परावहः च एते के सन्ति?	मरुतः	
